src_Artist_2877,src_Religious-Organisation_2170
src_Criminal_519,src_Fictional-Person_4350
src_Dynasty_3842,src_Pastime_3562
src_Prince_4493,src_Philanthropist_2185
src_Vehicle_4927,src_Meeting_1294
src_King_587,src_Foreign-Minister_3874
src_Newspaper_2756,src_Geographical-Region_4086
src_Abbey_686,src_Other-Religious-Leader_4479
src_Dancer_4288,src_Cathedral_3534
src_Period_4405,src_International-Alliance_4619
src_Individual_4281,src_Public-Oration_2262
src_Population-Movement_2353,src_Professor_873
src_Creator_699,src_Foreign-Minister_749
src_Treaty_3565,src_Art-Form_4216
src_Philanthropist_697,src_Animal_200
src_Actor_110,src_Social-Stratum_2551
src_Person_18,src_Time-Dependent_4226
src_Party_4027,src_Time_1647
src_Geographer_1253,src_Church_1139
src_Foreign-Minister_4893,src_Author_2910
src_Population-Movement_3196,src_Book_12
src_Political-Organisation_3088,src_Functionary_4936
src_Measurable-Trend_2796,src_Uprising_4623
src_Prince_3216,src_Theologian_46
src_Dramaturge_2171,src_Other-Religious-Leader_3288
src_Magnate_2308,src_Musician_1352
src_Category_457,src_Time_56
src_Vehicle_1990,src_Pamphlet_332
src_Religious-Community_2455,src_Political-Region_78
src_Discoverer_1001,src_Treaty_4751
src_Object_1210,src_Painting_998
src_Diplomat_3921,src_Event_2168
src_Abstract-Notion_3712,src_Publisher_4980
src_Scientist_126,src_Landmark_1089
src_Inventor_1585,src_Relic_367
src_Painter_1880,src_Functionary_3903
src_Religious-Order_2575,src_Economic-Symbol_3736
src_Saint_1668,src_Battle_2215
src_Pollution_2150,src_Ritual_2906
src_Religious-Symbol_2389,src_Ship_993
src_Pope_3660,src_Artistic-Movement_4145
src_Period-in-Office_1515,src_Food_4310
src_Entertainer_4409,src_Queen_1381
src_Artistic-Style_3159,src_Pollution_4188
src_Intellectual-Construct_2824,src_Conceptual-Object_1070
src_Role_572,src_Landmark_1150
src_Commodity_2028,src_Stereotype-Group_751
src_Management-Organisation_1391,src_King_757
src_Ecclesiarch_2739,src_FuzzyTemporalInterval_4244
src_Vehicle_2064,src_Writing_1204
src_Clothing_2734,src_Life-Event_773
src_Train_1087,src_Environment_1573
src_Natural-Object_1934,src_Crime_4187
src_Religious-Organisation_918,src_Clothing_815
src_International-Alliance_2504,src_Scientist_2576
src_Political-Region_1125,src_Religious-Symbol_2601
src_Philosopher_3794,src_Secular-Ideology_777
src_University_2697,src_Abbey_4869
src_Publisher_2755,src_Trades-Unionist_3493
src_Ideology_3131,src_Painting_4368
src_Inventor_2262,src_Theologian_4196
src_Building_1687,src_Cathedral_3734
src_Language_1135,src_Artistic-Movement_1450
src_Piece-of-Music_4177,src_Sculpture_2760
src_Sculpture_1907,src_FuzzyTemporalInterval_3147
src_Artefact_1233,src_Time-Dependent-Relation_239
src_Head-of-Government_4692,src_Animal_2326
src_Disease_1520,src_Ship_1663
src_Pollution_1451,src_Dramaturge_1181
src_Cathedral_3688,src_Musician_2455
src_Political-Symbol_388,src_Economic-Enterprise_2441
src_Treaty_2064,src_Economic-Symbol_1566
src_Political-Organisation_3884,src_Military-Organisation_3143
src_Publisher_157,src_Religious-Leader_957
src_Treaty_998,src_Board_199
src_Religious-Movement_1514,src_Dancer_4808
src_Person_3705,src_Badge_1297
src_National-Symbol_4912,src_Board_3830
src_Animal_1035,src_Life-Event_216
src_League_4214,src_Economic-Process_1431
src_Field-of-Knowledge_4193,src_Publisher_1169
src_Legislation_401,src_Film-Maker_2115
src_Religious-Practice_3499,src_Treaty_890
src_Intra-State-Group_4796,src_Social-Group_4590
src_Food_1397,src_Other-Religious-Leader_2405
src_Educational-Organisation_3738,src_Religious-Organisation_4656
src_Pamphlet_2024,src_Military-Unit_2868
src_Trial_1350,src_Board_919
src_Astronaut_1213,src_Crime_2612
src_Magnate_4985,src_Minister_413
src_Management-Organisation_3346,src_Fictional-Person_1484
src_Magnate_2236,src_Cultural-Organisation_2310
src_Life-Event_4521,src_Fictional-Person_876
src_Cultural-Organisation_1977,src_Meeting_4296
src_Religious-Ideology_544,src_Armament_3912
src_Food_3901,src_Uprising_4282
src_Period-in-Office_4947,src_Theologian_4133
src_Board_3673,src_Entertainer_4359
src_Journal_2996,src_Religious-Order_2832
src_Composer_1764,src_Abstract-Notion_2226
src_Board_2659,src_Badge_2348
src_Other-Religious-Leader_786,src_Relic_4073
src_Other-Religious-Leader_4638,src_National-Symbol_3498
src_Diplomat_752,src_Diplomat_2621
src_Disease_4098,src_Scientific-Instrument_3991
src_Country_1004,src_International-Organisation_133
src_Time_327,src_Object_4859
src_Stereotype-Group_625,src_Technical-Scientific-Advance_1416
src_Food_4375,src_Environment_3774
src_Queen_4921,src_Church-Reformer_129
src_National-Symbol_4126,src_Military-Unit_84
src_Religious-Community_3144,src_Sultan_250
src_Dynasty_131,src_Sultan_279
src_Cleric_1007,src_Dynasty_4124
src_Religious-Order_3709,src_Meeting_4065
src_Astronaut_447,src_Jurist_1410
src_Religious-Leader_2767,src_Head-of-State_2953
src_Cathedral_937,src_Battle_1156
src_Battle_837,src_Economist_2810
src_Intellectual-Movement_1916,src_Geographer_247
src_Musician_180,src_Magnate_2249
src_Saint_1510,src_Sculpture_2199
src_Technical-Scientific-Advance_1909,src_Pollution_2629
src_Religious-Symbol_2217,src_Water_2910
src_Business-Leader_3465,src_Period_2991
src_Cultural-Agreement_2792,src_Cathedral_3652
src_Military-Unit_4974,src_Ecclesiarch_561
src_Journalist_4598,src_Symbol_479
src_Management-Organisation_4232,src_Trade-Association_1969
src_Journal_4189,src_Clothing_2410
src_Uprising_1432,src_Journalist_2420
src_Architect_4900,src_Geographical-Discovery_671
src_Trade-Association_2824,src_Religious-Ideology_3429
src_Jurist_2608,src_Military-Unit_3950
src_Pamphlet_1205,src_Actor_901
src_International-Alliance_2076,src_Physician_2054
src_Management-Organisation_2499,src_Painting_834
src_Intellectual-Movement_696,src_Liturgical-Object_785
src_Person_460,src_City_1546
src_Educational-Organisation_309,src_Church_4298
src_Governmental-Organisation_2217,src_Artistic-Movement_4830
src_Dancer_1270,src_Artistic-Style_2759
src_Leader_1294,src_Sportsman_2466
src_Jurist_1592,src_Publisher_1904
src_Dynasty_1674,src_Event_4521
src_Military-Person_1282,src_Art-Form_2848
src_Relic_3876,src_Religious-Community_810
src_Dancer_4037,src_Political-Region_1505
src_Trade-Association_767,src_Cultural-Agreement_968
src_Idea_4181,src_Object_2290
src_National-Symbol_4694,src_Cultural-Organisation_875
src_Emperor_2422,src_Business-Leader_898
src_Idea_4064,src_Role_3329
src_Military-Organisation_3152,src_Pamphlet_931
src_University_1636,src_Minister_9
src_Religious-Leader_2939,src_Social-Stratum_937
src_Saint_2286,src_Country_2308
src_Category_371,src_Trade-Association_1979
src_Board_680,src_Discoverer_1341
src_Language_2900,src_International-Alliance_1214
src_Ecclesiarch_4673,src_Military-Organisation_3263
src_Time_3070,src_Trade-Association_1807
src_Discoverer_3777,src_Journal_2243
src_Trade-Association_546,src_Structure_1919
src_Natural-Object_4714,src_Relic_81
src_Criminal_3650,src_Legislation_3422
src_Cathedral_1152,src_Journalist_2907
src_Food_1988,src_Economic-Enterprise_4122
src_Newspaper_2105,src_King_2375
src_Period_232,src_Train_1870
src_Representative-Institution_110,src_Diplomat_1307
src_Disaster_1325,src_Journalist_1054
src_Criminal_1184,src_Art-Form_2713
src_Technical-Scientific-Advance_4415,src_Religious-Organisation_1735
src_Creator_923,src_Architect_3034
src_Work-of-Art_3435,src_Prince_257
src_Functionary_2413,src_Ethnic-Group_2029
src_Pollution_2041,src_Trades-Union_4942
src_Idea_4671,src_Symbol_4398
src_Period-in-Office_4241,src_Ecclesiarch_2242
src_Painting_4810,src_Clerical-Leader_1905
src_Head-of-State_4854,src_Political-Organisation_4370
src_Writing_835,src_Cultural-Agreement_4758
src_Movement_4197,src_Time_303
src_Person-Role_416,src_Party_4372
src_International-Organisation_2318,src_Clothing_2618
src_Secular-Movement_1744,src_TemporalInterval_2768
src_Work-of-Art_553,src_Clerical-Leader_2879
src_Scandal_1055,src_Water_4188
src_Representative-Institution_3850,src_Military-Unit_284
src_Film-Maker_799,src_Prince_1899
src_Population-Movement_2606,src_Piece-of-Music_3176
src_Other-Religious-Leader_4374,src_Theologian_137
src_Book_2947,src_VicodiOI_3182
src_Dramaturge_1638,src_Political-Region_116
src_Architect_3219,src_Legislation_4137
src_Treaty_3400,src_Conductor_4951
src_Magnate_297,src_Creator_4392
src_Board_112,src_Economist_900
src_Role_3513,src_Armament_2313
src_International-Organisation_428,src_Conductor_2111
src_Fictional-Event_2012,src_Person_4830
src_Philosopher_2092,src_Ecclesiarch_4343
src_Ritual_3361,src_Food_5
src_Scientific-Instrument_1067,src_Painter_2822
src_Clothing_2989,src_Settlement_617
src_Sculptor_1764,src_International-Organisation_2606
src_War_1420,src_League_2700
src_Ritual_4037,src_Fictional-Person_2715
src_Musician_3612,src_Entertainer_2455
src_Newspaper_791,src_Psychologist_2853
src_Board_4977,src_Minister_4589
src_Ideology_1931,src_Philosopher_2588
src_Period_4747,src_Field-of-Knowledge_2805
src_Trades-Unionist_1854,src_Uprising_3372
src_Fictional-Event_4225,src_Leader_3183
src_Inventor_2133,src_Time-Dependent_1305
src_Composer_2281,src_Theologian_2923
src_Animal_1745,src_Political-Region_4585
src_Geographical-Region_892,src_Trial_4943
src_Sultan_3828,src_Economic-Process_1054
src_Religious-Community_2711,src_Scientific-Instrument_4760
src_Fictional-Event_2858,src_Technical-Scientific-Advance_2467
src_Art-Form_372,src_Geographer_2341
src_Idea_1736,src_Functionary_4100
src_Pollution_4077,src_Location_3792
src_Field-of-Knowledge_3192,src_Landmark_2640
src_National-Symbol_4793,src_Pastime_4446
src_Political-Region_123,src_Religious-Leader_3320
src_Person-Role_2452,src_Jurist_36
src_Language_1204,src_Religious-Symbol_1919
src_Military-Unit_2971,src_Period_3698
src_Non-Military-Conflict_1579,src_Cultural-Agreement_2209
src_Artefact_2821,src_Vehicle_4697
src_Professor_303,src_Head-of-Government_4294
src_Idea_1539,src_Publisher_1302
src_Life-Event_3250,src_Conceptual-Object_2942
src_Other-Religious-Person_4079,src_Scientific-Instrument_4790
src_Minister_2337,src_Work-of-Art_75
src_Other-Religious-Leader_1488,src_Dancer_4914
src_Painting_1137,src_Writing_796
src_Artistic-Style_2468,src_Criminal_2586
src_Landmark_2523,src_Psychologist_2422
src_University_1917,src_Trial_171
src_Location_1584,src_Country_1035
src_Theologian_1748,src_Scientific-Instrument_507
src_Monastery_4556,src_Time-Dependent_724
src_Dancer_1240,src_Economic-Enterprise_489
src_Ritual_1318,src_Symbol_400
src_Geographical-Feature_4624,src_Ship_4631
src_Location_1254,src_Military-Organisation_4725
src_Cultural-Agreement_1100,src_Scientific-Instrument_3226
src_Diplomat_3326,src_Train_3035
src_Jurist_2463,src_Social-Stratum_2486
src_Artist_3994,src_Time-Dependent_4446
src_Foreign-Minister_3159,src_Pollution_2916
src_Conductor_4319,src_Other-Religious-Person_4938
src_Clerical-Leader_4083,src_Economic-Symbol_3221
src_TemporalInterval_4878,src_Environment_4486
src_Population-Movement_1532,src_Journal_973
src_Fictional-Event_3858,src_Discoverer_220
src_Religious-Symbol_44,src_Train_915
src_International-Alliance_3493,src_Ship_4836
src_Foreign-Minister_1481,src_City_3693
src_Economic-Organisation_135,src_Dramaturge_1446
src_Pamphlet_4922,src_Conductor_1742
src_Foreign-Minister_471,src_Representative-Institution_3063
src_Board_1280,src_Relic_1690
src_Monastery_4983,src_Painting_1176
src_Religious-Practice_678,src_Monastery_4054
src_Entertainer_2907,src_Educational-Organisation_892
src_Trade-Association_2530,src_Intra-State-Group_1570
src_Queen_1426,src_Political-Region_431
src_International-Alliance_2321,src_Dramaturge_1096
src_FuzzyTemporalInterval_555,src_Saint_2274
src_Party_2766,src_Minister_3324
src_Commodity_2217,src_City_331
src_Intellectual-Construct_2827,src_Artefact_4947
src_Masonic-Lodge_1535,src_Masonic-Lodge_1559
src_Legislation_1421,src_Religious-Organisation_4574
src_Saint_2204,src_War_4450
src_Trial_876,src_Building_646
src_Commodity_208,src_Masonic-Lodge_3803
src_Economic-Symbol_2080,src_Scandal_4415
src_Disease_3980,src_Military-Person_3195
src_Train_2637,src_Engineer_1599
src_Abstract-Notion_758,src_Publisher_636
src_Theologian_2159,src_Role_2917
src_King_4466,src_Trades-Unionist_2291
src_Religious-Movement_4998,src_Art-Form_3140
src_Philosopher_2025,src_League_1335
src_Artefact_3427,src_Astronaut_2615
src_Theologian_3829,src_Other-Religious-Person_1482
src_Musician_1952,src_Movement_676
src_Economic-Organisation_4906,src_Artistic-Style_1405
src_Artistic-Style_4300,src_Measurable-Trend_1763
src_Person-Role_4055,src_Creator_3141
src_Time_4044,src_Queen_3942
src_Inventor_4426,src_Conceptual-Object_2402
src_Painting_3466,src_Intellectual-Movement_3448
src_Political-Region_1887,src_Prince_1180
src_Secular-Movement_3314,src_Journalist_3736
src_Time-Dependent-Relation_290,src_Piece-of-Music_3102
src_Time_3415,src_Business-Leader_3797
src_Measurable-Trend_4599,src_Fictional-Person_3253
src_Artist_754,src_Flavour_4360
src_Conductor_248,src_Idea_4320
src_Abstract-Notion_1595,src_Village_3559
src_Prince_2431,src_Sculpture_1982
src_Ritual_2829,src_Measurable-Trend_214
src_International-Alliance_1919,src_Intellectual-Construct_773
src_Functionary_2718,src_Journalist_2597
src_Representative-Institution_1903,src_Conductor_2055
src_FuzzyTemporalInterval_900,src_Settlement_103
src_Dramaturge_22,src_Ship_780
src_Emperor_4184,src_Sculpture_1494
src_Treaty_1207,src_Sultan_3708
src_Pollution_4222,src_Diplomat_1586
src_Language_2446,src_Foreign-Minister_467
src_Intra-State-Group_4835,src_Physician_1761
src_Cultural-Organisation_57,src_Board_1294
src_Dancer_4893,src_Conductor_3421
src_Ecclesiarch_2712,src_Journal_1050
src_Armament_3534,src_Film-Maker_2851
src_Intellectual-Movement_4317,src_Religious-Practice_2210
src_Actor_1697,src_Ship_816
src_Animal_4748,src_Journal_671
src_Philanthropist_4747,src_Management-Organisation_3884
src_Trades-Union_3140,src_Economic-Symbol_2687
src_Actor_1418,src_Secular-Ideology_4032
src_Public-Oration_1267,src_Water_3200
src_Food_4713,src_Religious-Leader_4969
src_Commodity_477,src_Meeting_3339
src_Religious-Community_1146,src_Legislation_804
src_Church_3069,src_Legislation_3123
src_War_1930,src_Time-Dependent-Relation_3530
src_Religious-Practice_1201,src_Religious-Community_2653
src_Theologian_2616,src_Journal_483
src_Cleric_3738,src_Dancer_3448
src_Object_3997,src_Structure_3564
src_Philosopher_1193,src_Intra-State-Group_1676
src_Disaster_1116,src_Other-Religious-Person_1771
src_Food_1051,src_Creator_3516
src_Piece-of-Music_3251,src_Category_3175
src_Pollution_3734,src_Artistic-Style_2854
src_Representative-Institution_880,src_Location-Part-Relation_3130
src_Battle_4217,src_Village_895
src_Abstract-Notion_3845,src_Philanthropist_1208
src_Psychologist_271,src_International-Organisation_4209
src_Flavour_3604,src_Scandal_2104
src_Other-Religious-Leader_500,src_Language_4294
src_War_2371,src_Abbey_431
src_Abstract-Notion_4725,src_Art-Form_3348
src_Other-Religious-Person_329,src_Work-of-Art_1489
src_Inventor_3932,src_Abstract-Notion_4320
src_Magnate_422,src_Country_986
src_Entertainer_1634,src_Symbol_3365
src_Disease_2182,src_Environment_30
src_Architect_3915,src_Scientist_28
src_Location-Part-Relation_3414,src_Religious-Order_3247
src_Commodity_3301,src_Location_1427
src_Building_3525,src_Philosopher_621
src_Art-Form_272,src_Queen_712
src_Non-Military-Conflict_3468,src_Economic-Symbol_4700
src_Professor_2422,src_Engineer_3109
src_King_4950,src_Educational-Organisation_515
src_Intellectual-Construct_4108,src_Time_4083
src_Scandal_1272,src_Religious-Ideology_977
src_Pastime_1487,src_Foreign-Minister_4960
src_Inventor_4762,src_Category_2296
src_Trade-Association_1912,src_Ideology_1811
src_Journalist_1011,src_Fictional-Person_4372
src_Language_760,src_Meeting_3980
src_Flavour_896,src_Treaty_1218
src_Religious-Movement_2596,src_Cleric_3263
src_Magnate_645,src_Religious-Organisation_1547
src_Work-of-Art_4329,src_Creator_4111
src_Pamphlet_3473,src_Political-Region_1552
src_Event_4168,src_Musician_1436
src_Time_3319,src_Fictional-Event_1117
src_Actor_1499,src_Technical-Scientific-Advance_1607
src_Diplomat_7,src_Cultural-Organisation_32
src_Social-Stratum_1421,src_Educational-Organisation_4563
src_Water_4952,src_Religious-Leader_2184
src_Musician_4830,src_Leader_4868
src_Other-Religious-Leader_689,src_Philosopher_728
src_Journalist_4100,src_Sculpture_4481
src_Time-Dependent_3451,src_Book_1371
src_Philanthropist_1227,src_Ethnic-Group_2402
src_Pastime_4088,src_Individual_2087
src_Object_1054,src_Film-Maker_2332
src_Discoverer_335,src_Non-Military-Conflict_964
src_Secular-Leader_2722,src_Person-Role_3650
src_Public-Oration_4669,src_Pamphlet_2540
src_Actor_3009,src_Water_2091
src_Armament_1644,src_Period_1314
src_Secular-Ideology_3956,src_Conceptual-Object_2193
src_Trial_2807,src_Technical-Scientific-Advance_637
src_Magnate_2120,src_Cathedral_645
src_Painter_340,src_FuzzyTemporalInterval_2620
src_Cathedral_4290,src_Emperor_2374
src_University_4984,src_Political-Symbol_1176
src_Geographical-Region_1514,src_Idea_4057
src_Period_1166,src_Pope_655
src_Sultan_2427,src_Trade-Association_3519
src_Theologian_1672,src_City_3349
src_Painting_105,src_Jurist_1499
src_Cathedral_3123,src_Public-Oration_1634
src_Work-of-Art_201,src_Dancer_1891
src_Pope_4975,src_Person_2297
src_Functionary_3380,src_Secular-Leader_2789
src_Time_4076,src_Representative-Institution_3948
src_National-Symbol_3739,src_Movement_1681
src_Pastime_1182,src_Sculpture_1531
src_Functionary_644,src_Cultural-Organisation_2402
src_Period_1506,src_Cathedral_3252
src_Saint_4803,src_Jurist_350
src_Disease_4814,src_Natural-Object_1593
src_Country_3681,src_Psychologist_3155
src_Management-Organisation_2516,src_Political-Region_2759
src_Flavour_4248,src_Musician_4450
src_Treaty_4799,src_Scientist_2067
src_Structure_4133,src_Artistic-Style_1542
src_Governmental-Organisation_4187,src_Queen_1236
src_Inventor_724,src_University_2763
src_Governmental-Organisation_1185,src_Artist_2254
src_Piece-of-Music_3959,src_Religious-Movement_2969
src_Saint_3416,src_Legislation_2651
src_Religious-Order_4199,src_Sculptor_3775
src_Journal_3493,src_Sportsman_2689
src_Head-of-Government_120,src_Crime_1002
src_Emperor_3059,src_Object_3672
src_Religious-Leader_4529,src_Board_4549
src_Economist_2163,src_Other-Religious-Person_4099
src_Representative-Institution_1713,src_Legislation_4857
src_Political-Symbol_1573,src_Geographical-Discovery_892
src_Sculptor_2155,src_Religious-Leader_1556
src_Non-Military-Conflict_876,src_Leader_4553
src_Dancer_1826,src_Stereotype-Group_259
src_Dramaturge_3438,src_Saint_387
src_Religious-Ideology_2957,src_VicodiOI_754
src_Religious-Ideology_3585,src_Environment_2155
src_Time_1348,src_Stereotype-Group_4607
src_Head-of-State_3439,src_Journal_2766
src_Uprising_2280,src_University_3357
src_War_42,src_Movement_1800
src_Secular-Ideology_1390,src_Natural-Object_3260
src_Art-Form_4040,src_Event_4361
src_Movement_884,src_Uprising_3419
src_Building_2503,src_Intra-State-Group_965
src_Monastery_3642,src_Minister_3193
src_Astronaut_3737,src_Treaty_4005
src_Battle_1419,src_Party_3893
src_Professor_2201,src_Philosopher_4232
src_Liturgical-Object_2953,src_Prince_4306
src_Ideology_1228,src_Pastime_2999
src_Theologian_1627,src_Business-Leader_2879
src_City_4961,src_Geographer_1970
src_Ritual_3970,src_Discoverer_1744
src_Trial_2801,src_Food_1293
src_Sultan_2262,src_Leader_1808
src_Representative-Institution_1223,src_Illness_2111
src_Head-of-Government_2405,src_Time-Dependent-Relation_3049
src_Settlement_3543,src_Governmental-Organisation_3791
src_Philosopher_2485,src_Person-Role_184
src_Religious-Leader_195,src_Astronaut_4343
src_Board_4317,src_Intellectual-Movement_4547
src_Piece-of-Music_1857,src_Fictional-Person_1723
src_Criminal_1727,src_International-Alliance_2580
src_Other-Religious-Person_910,src_Political-Symbol_2176
src_Representative-Institution_4976,src_Field-of-Knowledge_4645
src_Battle_2670,src_Piece-of-Music_3903
src_Criminal_462,src_Writing_875
src_Artefact_1576,src_Battle_2545
src_Train_3368,src_Religious-Practice_3756
src_Work-of-Art_2966,src_Stereotype-Group_2618
src_Jurist_4066,src_Religious-Organisation_4891
src_Trades-Union_3458,src_Art-Form_2136
src_Vehicle_3542,src_Composer_1729
src_Field-of-Knowledge_2386,src_FuzzyTemporalInterval_1978
src_Location-Part-Relation_2818,src_Object_2595
src_Representative-Institution_3037,src_Politician_963
src_Landmark_2968,src_Religious-Order_4432
src_Environment_1499,src_Social-Stratum_1534
src_Category_1889,src_Election_4602
src_Management-Organisation_2673,src_Monastery_3681
src_Theologian_4361,src_Field-of-Knowledge_1137
src_Pastime_2330,src_Cultural-Organisation_4684
src_Politician_4966,src_Engineer_4045
src_Cultural-Agreement_4942,src_Role_697
src_Newspaper_880,src_Ritual_763
src_Artistic-Style_4750,src_Water_3515
src_Creator_1522,src_Object_3540
src_VicodiOI_3229,src_Person-Role_320
src_Symbol_4359,src_Clothing_2323
src_Secular-Ideology_2312,src_Military-Unit_4537
src_Secular-Movement_901,src_Stereotype-Group_1837
src_Pamphlet_4087,src_Queen_4903
src_Dynasty_3581,src_Physician_3952
src_League_4305,src_Election_1357
src_Measurable-Trend_2616,src_Church-Reformer_4534
src_National-Symbol_2531,src_Field-of-Knowledge_4682
src_Trial_4603,src_Treaty_4825
src_Organisation_3209,src_Religious-Organisation_2181
src_Abbey_699,src_Election_2334
src_Social-Stratum_4091,src_War_1153
src_Criminal_3458,src_Battle_4132
src_Animal_4553,src_Movement_4352
src_Religious-Symbol_3856,src_Trial_4508
src_Queen_4839,src_Sculpture_3338
src_Public-Oration_1145,src_Legislation_3128
src_Stereotype-Group_833,src_Fictional-Person_2525
src_Secular-Ideology_3125,src_Physician_3693
src_Sculptor_4383,src_Architect_3299
src_International-Alliance_1579,src_Physician_4755
src_Church-Reformer_2786,src_War_2745
src_Organisation_2108,src_Natural-Object_2873
src_Social-Group_3117,src_Entertainer_156
src_Masonic-Lodge_4766,src_Trial_3403
src_Religious-Symbol_1372,src_Measurable-Trend_4387
src_Diplomat_4358,src_Badge_2886
src_Vehicle_3759,src_Geographical-Region_2650
src_Minister_3924,src_Symbol_1952
src_Country_2192,src_Geographical-Discovery_387
src_Vehicle_4426,src_Sculptor_1098
src_Idea_3560,src_Political-Organisation_4468
src_Uprising_909,src_Educational-Organisation_3175
src_Astronaut_1445,src_Political-Organisation_2373
src_Secular-Ideology_202,src_Painter_628
src_Politician_4295,src_Ethnic-Group_2296
src_Author_4129,src_Stereotype-Group_24
src_Time_2798,src_Measurable-Trend_4329
src_Minister_2549,src_Monastery_2699
src_Leader_1901,src_Ecclesiarch_2358
src_Head-of-State_4338,src_International-Alliance_4912
src_Piece-of-Music_4450,src_Masonic-Lodge_4830
src_Location_3341,src_Astronaut_1700
src_Work-of-Art_4835,src_Publisher_2107
src_Flavour_3215,src_Cleric_2710
src_Legislation_1657,src_Pastime_321
src_Theologian_3090,src_Intellectual-Construct_223
src_Ecclesiarch_4280,src_Professor_471
src_Theologian_2633,src_Leader_497
src_Dramaturge_1517,src_National-Symbol_1738
src_Economic-Process_3668,src_Social-Group_4242
src_Pollution_4422,src_Building_1334
src_Intellectual-Construct_1897,src_Management-Organisation_1255
src_Dramaturge_573,src_Food_1311
src_Structure_3332,src_Clothing_4011
src_Ritual_1653,src_Cathedral_2401
src_King_2647,src_Diplomat_1799
src_Organisation_3635,src_Management-Organisation_4757
src_Social-Stratum_3658,src_Natural-Object_3369
src_War_3421,src_Sultan_2957
src_Person_3404,src_Newspaper_1647
src_Actor_366,src_Psychologist_1189
src_Cathedral_4063,src_Economic-Symbol_1722
src_Military-Unit_2415,src_Trades-Unionist_1794
src_Piece-of-Music_4855,src_Political-Organisation_3470
src_Governmental-Organisation_4863,src_Political-Symbol_3428
src_Discoverer_2763,src_Intellectual-Movement_1062
src_Disease_3764,src_Painter_1869
src_Painter_1170,src_Armament_2426
src_Location-Part-Relation_255,src_Train_4912
src_Artefact_319,src_Conductor_3978
src_Scientist_2212,src_Conductor_1669
src_Economic-Process_2430,src_University_1433
src_Book_4823,src_Foreign-Minister_825
src_Location_2260,src_Battle_909
src_Technical-Scientific-Advance_407,src_Clerical-Leader_3032
src_Uprising_281,src_Economic-Enterprise_3963
src_Treaty_2150,src_Scientific-Instrument_85
src_Military-Unit_1457,src_Abbey_3189
src_VicodiOI_3846,src_Economic-Process_3566
src_Engineer_2390,src_Person_365
src_Settlement_2813,src_Badge_4018
src_Head-of-Government_4111,src_Cultural-Organisation_3177
src_Individual_4745,src_Clothing_1188
src_Illness_3253,src_Scandal_4535
src_Location-Part-Relation_4517,src_Economic-Enterprise_4103
src_Saint_3192,src_Pamphlet_2151
src_Period_1010,src_Economist_1569
src_Person-Role_2829,src_Other-Religious-Person_3342
src_Intra-State-Group_3374,src_Educational-Organisation_3570
src_Animal_3531,src_Public-Oration_4207
src_Settlement_3704,src_Psychologist_1476
src_Philanthropist_96,src_Settlement_2585
src_Badge_1568,src_Management-Organisation_1818
src_Fictional-Event_320,src_Painter_3406
src_Armament_3187,src_Religious-Community_4386
src_Country_3030,src_Inventor_3055
src_Head-of-State_1717,src_Category_3253
src_Cultural-Organisation_1369,src_Illness_2610
src_Architect_4966,src_Monastery_1604
src_Structure_2600,src_Time_3358
src_Other-Religious-Leader_3917,src_Foreign-Minister_522
src_Conceptual-Object_998,src_Illness_2131
src_Church_3431,src_Secular-Leader_4070
src_Business-Leader_1142,src_Artistic-Style_3437
src_Prince_2488,src_Uprising_567
src_Commodity_4391,src_Artefact_3848
src_Event_2343,src_Dramaturge_752
src_Pollution_1664,src_Astronaut_906
src_Badge_4542,src_Field-of-Knowledge_2875
src_Environment_1700,src_Election_4813
src_Sportsman_2312,src_Religious-Ideology_3736
src_Actor_2855,src_Painter_1092
src_Environment_25,src_Architect_1244
src_Monastery_2135,src_Trade-Association_2018
src_Sculptor_3641,src_Flavour_148
src_Animal_2500,src_University_816
src_Author_1641,src_Political-Region_1082
src_Engineer_3208,src_Idea_3606
src_Treaty_1507,src_FuzzyTemporalInterval_2331
src_Pamphlet_4935,src_Religious-Movement_3895
src_Other-Religious-Person_3029,src_Sportsman_1729
src_Vehicle_3960,src_Journalist_975
src_Flavour_2838,src_Monastery_4436
src_Book_2225,src_Economic-Symbol_77
src_Structure_432,src_Period-in-Office_4545
src_Military-Unit_2806,src_Publisher_2011
src_Secular-Leader_1796,src_Economic-Organisation_1645
src_VicodiOI_4754,src_Meeting_347
src_Diplomat_3432,src_Clerical-Leader_2937
src_Period_3075,src_Political-Region_1297
src_Board_4236,src_Intellectual-Construct_4181
src_Commodity_978,src_Geographical-Feature_3197
src_Settlement_1439,src_Head-of-Government_1070
src_Head-of-State_2504,src_Measurable-Trend_2600
src_University_694,src_Role_1713
src_Scandal_4674,src_Physician_4203
src_National-Symbol_2782,src_Work-of-Art_639
src_Movement_2246,src_Secular-Ideology_2941
src_Relic_4157,src_Geographical-Discovery_1050
src_Management-Organisation_1787,src_Actor_2220
src_Conductor_3140,src_Political-Region_1004
src_Person-Role_3892,src_Functionary_3752
src_Creator_855,src_Person_1580
src_Theologian_149,src_Religious-Leader_3100
src_University_4722,src_Other-Religious-Leader_4833
src_Astronaut_3652,src_City_1454
src_Location_429,src_Clerical-Leader_2374
src_International-Organisation_4241,src_Management-Organisation_4349
src_Symbol_1081,src_Stereotype-Group_3167
src_Politician_1301,src_Uprising_336
src_Legislation_801,src_Church-Reformer_3584
