src_Book_313,src_Philosopher_4452
src_Water_4889,src_Religious-Organisation_4258
src_Film-Maker_4946,src_Religious-Community_3797
src_Magnate_434,src_Artist_1527
src_Journal_1906,src_Religious-Leader_716
src_Political-Organisation_3190,src_Scientific-Instrument_426
src_Animal_4012,src_Time-Dependent_3866
src_Ecclesiarch_4200,src_Scandal_39
src_Publisher_1053,src_Leader_4866
src_Treaty_2005,src_Engineer_55
src_Pollution_257,src_Publisher_3288
src_Ecclesiarch_3028,src_Pollution_4652
src_Pastime_4497,src_Church_2916
src_Artist_1654,src_Abstract-Notion_3330
src_Military-Unit_4008,src_Head-of-Government_3414
src_Work-of-Art_3125,src_Social-Group_3502
src_Train_1169,src_Movement_3353
src_Sultan_3056,src_Settlement_4816
src_Sculptor_539,src_Foreign-Minister_665
src_Organisation_4781,src_Board_4330
src_Natural-Object_3189,src_Ship_1263
src_Geographical-Discovery_278,src_Landmark_808
src_Trades-Union_1785,src_Uprising_3753
src_Economic-Process_3748,src_Governmental-Organisation_3191
src_Ethnic-Group_1636,src_Sultan_4548
src_Meeting_3406,src_Author_1400
src_Sportsman_3068,src_Political-Region_308
src_Secular-Ideology_259,src_Cathedral_2851
src_Military-Organisation_3736,src_Time-Dependent-Relation_960
src_Pamphlet_3059,src_Economic-Organisation_582
src_Psychologist_995,src_Journal_4904
src_Commodity_937,src_Work-of-Art_750
src_Time-Dependent_1105,src_Landmark_1144
src_Life-Event_1587,src_Journal_410
src_Political-Region_896,src_Trial_3661
src_Liturgical-Object_3864,src_Geographer_4613
src_Object_1616,src_Village_3692
src_Pope_1144,src_Religious-Symbol_586
src_Masonic-Lodge_2475,src_Religious-Organisation_2607
src_Military-Person_1328,src_Person_4455
src_City_3645,src_Building_1785
src_Village_1707,src_Painting_4980
src_Religious-Movement_2764,src_Location_4535
src_Intra-State-Group_2065,src_Trades-Union_2083
src_Intra-State-Group_3840,src_Geographer_1550
src_Other-Religious-Person_2259,src_Pollution_2975
src_Location_3652,src_Theologian_353
src_Crime_4884,src_Scandal_287
src_Time-Dependent_1427,src_Professor_1778
src_Artefact_1825,src_Masonic-Lodge_890
src_Newspaper_3403,src_Badge_22
src_Landmark_3393,src_Badge_1961
src_Ecclesiarch_1749,src_Governmental-Organisation_1812
src_Newspaper_2262,src_Ethnic-Group_2634
src_Scientific-Instrument_3162,src_Philanthropist_2123
src_Artistic-Style_3514,src_Foreign-Minister_2345
src_Monastery_911,src_VicodiOI_3273
src_Church_378,src_Entertainer_4662
src_Other-Religious-Leader_3329,src_TemporalInterval_1928
src_Musician_4246,src_War_4427
src_Measurable-Trend_1857,src_Intellectual-Construct_1960
src_Diplomat_4062,src_Crime_1733
src_Cultural-Organisation_3441,src_Uprising_4129
src_Location_3030,src_Pastime_2264
src_Monastery_1925,src_Landmark_2407
src_Cultural-Agreement_866,src_Other-Religious-Leader_237
src_Artefact_3747,src_Geographical-Feature_3807
src_Church_698,src_Animal_3118
src_Time-Dependent-Relation_2274,src_Discoverer_22
src_Jurist_3663,src_National-Symbol_2966
src_Flavour_3398,src_Social-Stratum_3615
src_Sultan_811,src_Artistic-Style_3922
src_Train_4170,src_Art-Form_3763
src_Trial_533,src_Country_2676
src_Time-Dependent-Relation_276,src_Cultural-Agreement_4751
src_Military-Person_4642,src_Publisher_1836
src_Philanthropist_2988,src_King_1635
src_Clothing_3564,src_TemporalInterval_4775
src_Badge_1892,src_Non-Military-Conflict_3960
src_Pollution_4927,src_Clothing_1602
src_Philosopher_1745,src_Composer_23
src_Work-of-Art_1774,src_Ritual_30
src_Architect_2864,src_International-Organisation_4854
src_Cultural-Agreement_2418,src_Period_643
src_Ideology_4553,src_Secular-Leader_1475
src_Conductor_4651,src_Event_1078
src_Political-Organisation_3055,src_Religious-Organisation_488
src_Location_844,src_Military-Unit_2637
src_Treaty_1862,src_Individual_1511
src_Artefact_3483,src_Military-Unit_2247
src_Legislation_1691,src_Painting_2286
src_Movement_878,src_Art-Form_2198
src_Composer_4175,src_Vehicle_882
src_Secular-Movement_1374,src_Building_2574
src_Badge_660,src_Treaty_2988
src_Professor_135,src_Professor_3509
src_Functionary_4285,src_Sculptor_2425
src_Author_4710,src_Badge_819
src_Scientist_3850,src_Ideology_1243
src_Sculptor_3649,src_Church_3553
src_Writing_2073,src_Geographical-Discovery_2683
src_Business-Leader_834,src_Settlement_1195
src_Sculpture_2438,src_Politician_2176
src_Jurist_3812,src_Leader_2600
src_Intellectual-Construct_1843,src_Religious-Order_4639
src_Business-Leader_4083,src_Building_2070
src_Sculpture_1960,src_Time_1507
src_Geographical-Region_3072,src_Stereotype-Group_368
src_Economic-Organisation_4836,src_Sculpture_4915
src_Period-in-Office_4747,src_FuzzyTemporalInterval_3442
src_Ethnic-Group_4393,src_Political-Symbol_2336
src_Engineer_4670,src_Crime_3280
src_Commodity_4779,src_Sculpture_4565
src_Dynasty_1672,src_Writing_2412
src_Organisation_2081,src_Dramaturge_1439
src_Intellectual-Movement_1927,src_Astronaut_2927
src_Philosopher_2578,src_Natural-Object_797
src_Intellectual-Construct_3420,src_Dramaturge_4021
src_Stereotype-Group_4657,src_Political-Region_3439
src_Prince_619,src_Newspaper_947
src_Other-Religious-Leader_3065,src_Water_289
src_Election_2823,src_Abbey_1706
src_Idea_3689,src_Organisation_3270
src_Social-Stratum_3410,src_Foreign-Minister_2411
src_Discoverer_4977,src_Ritual_2606
src_Clerical-Leader_1394,src_Religious-Community_2154
src_Economic-Enterprise_3563,src_International-Alliance_3090
src_War_3237,src_Liturgical-Object_1756
src_Flavour_2018,src_Artistic-Movement_4045
src_City_2694,src_Fictional-Person_4251
src_King_1653,src_Ideology_1274
src_Prince_1436,src_Cleric_190
src_Political-Symbol_4756,src_National-Symbol_450
src_Business-Leader_369,src_Church_4403
src_Geographical-Feature_274,src_International-Alliance_1469
src_Sportsman_4745,src_Jurist_704
src_Physician_465,src_Party_3221
src_Non-Military-Conflict_991,src_Secular-Leader_1403
src_Other-Religious-Person_1496,src_Language_2112
src_Village_1082,src_Composer_1158
src_Secular-Movement_2752,src_Economic-Symbol_477
src_Religious-Organisation_4333,src_Politician_4358
src_Measurable-Trend_2266,src_Inventor_1635
src_Animal_1018,src_Board_4649
src_Geographical-Feature_1810,src_Movement_223
src_Ethnic-Group_4166,src_Symbol_2638
src_Animal_2327,src_Time_3324
src_Period-in-Office_168,src_Person_894
src_Public-Oration_4488,src_Film-Maker_2858
src_Religious-Order_218,src_Badge_3430
src_Treaty_143,src_Abstract-Notion_4721
src_Flavour_3550,src_Movement_4148
src_Dramaturge_4818,src_Prince_4093
src_Church_3233,src_Election_1608
src_Pastime_3868,src_Economic-Symbol_4665
src_Trial_2330,src_University_4570
src_University_1160,src_Economic-Symbol_2853
src_Clothing_2923,src_International-Alliance_136
src_Religious-Ideology_2470,src_Time_4411
src_Armament_4623,src_Measurable-Trend_1710
src_Management-Organisation_1475,src_Politician_595
src_Scientist_4562,src_FuzzyTemporalInterval_3757
src_Engineer_1029,src_Period-in-Office_3548
src_Dynasty_420,src_Church_2118
src_Time_652,src_Illness_3132
src_Pamphlet_1405,src_Intellectual-Construct_2510
src_Country_4178,src_National-Symbol_4140
src_Animal_4674,src_Ecclesiarch_618
src_Village_4043,src_Sportsman_3518
src_Vehicle_4958,src_Public-Oration_3802
src_Treaty_2829,src_Painting_1688
src_Religious-Community_857,src_Geographical-Feature_3119
src_Conceptual-Object_3905,src_Religious-Ideology_2689
src_Magnate_892,src_Scandal_2526
src_Time-Dependent_4992,src_International-Alliance_881
src_Geographical-Discovery_4755,src_Pamphlet_996
src_International-Alliance_2422,src_Minister_378
src_Board_529,src_Economic-Process_433
src_Population-Movement_2793,src_Writing_1955
src_Theologian_1958,src_Scandal_3079
src_Author_2258,src_Masonic-Lodge_3913
src_Badge_1164,src_Inventor_1882
src_Movement_4130,src_Geographical-Region_3813
src_Military-Organisation_1461,src_Theologian_2104
src_Trades-Unionist_1646,src_Idea_1643
src_Magnate_4015,src_Psychologist_1704
src_Disaster_4108,src_National-Symbol_3847
src_Disaster_1455,src_Pope_3084
src_Movement_3795,src_National-Symbol_3007
src_Fictional-Person_1497,src_FuzzyTemporalInterval_2912
src_Landmark_974,src_Art-Form_1061
src_Book_334,src_Treaty_2154
src_Philosopher_929,src_Location-Part-Relation_3412
src_Religious-Organisation_3083,src_Battle_4802
src_Water_26,src_Painter_120
src_Film-Maker_1104,src_Battle_4353
src_Economist_2424,src_Religious-Movement_4504
src_Intellectual-Movement_4782,src_Piece-of-Music_3691
src_Measurable-Trend_1471,src_Time-Dependent_2133
src_Individual_1592,src_Political-Region_3007
src_Natural-Object_2546,src_Head-of-State_3618
src_Monastery_2210,src_Election_1227
src_Astronaut_791,src_Trial_3267
src_Diplomat_2781,src_Minister_2650
src_Theologian_14,src_Secular-Ideology_80
src_Trial_72,src_Armament_2728
src_Monastery_4282,src_Political-Organisation_1665
src_Masonic-Lodge_288,src_Ideology_1569
src_Country_4846,src_Sultan_4920
src_Public-Oration_2288,src_Military-Person_1767
src_Creator_1216,src_Philanthropist_1916
src_FuzzyTemporalInterval_3017,src_Other-Religious-Person_715
src_Commodity_2336,src_FuzzyTemporalInterval_4978
src_Saint_371,src_Military-Person_4209
src_Meeting_2945,src_Ritual_3868
src_Object_4329,src_Church-Reformer_3782
src_Sculpture_1583,src_Illness_3292
src_Meeting_1929,src_Painter_4043
src_FuzzyTemporalInterval_1672,src_Secular-Leader_2903
src_Political-Region_913,src_Cathedral_2433
src_Disease_643,src_League_3459
src_Economic-Enterprise_3723,src_Movement_659
src_Idea_3859,src_Discoverer_43
src_Political-Organisation_849,src_Event_4769
src_Battle_4843,src_Social-Stratum_184
src_Pope_1625,src_Building_1737
src_Location_139,src_Structure_559
src_Settlement_3009,src_Object_4486
src_Piece-of-Music_4345,src_Cathedral_4839
src_Location_491,src_Religious-Ideology_1435
src_Battle_4737,src_Educational-Organisation_4089
src_Crime_1922,src_Intellectual-Movement_3462
src_Astronaut_1581,src_Natural-Object_3624
src_Astronaut_4067,src_Intellectual-Movement_4231
src_Composer_4965,src_Political-Region_2208
src_Other-Religious-Person_3013,src_Location-Part-Relation_2048
src_Pamphlet_2568,src_Political-Organisation_4625
src_Object_2992,src_Symbol_1588
src_Journal_2944,src_Uprising_2971
src_Trades-Union_4577,src_Business-Leader_4745
src_Person_4290,src_Public-Oration_1825
src_Military-Person_28,src_Artistic-Movement_4552
src_Economic-Organisation_2331,src_Person-Role_4808
src_Ecclesiarch_4304,src_Social-Group_1546
src_Secular-Ideology_3155,src_Religious-Leader_302
src_FuzzyTemporalInterval_4150,src_Political-Organisation_4554
src_Pastime_789,src_Political-Symbol_4237
src_Business-Leader_26,src_Conductor_4719
src_Trades-Union_4621,src_Pollution_4495
src_Other-Religious-Person_3232,src_Treaty_3264
src_Event_2536,src_Party_625
src_Church_4591,src_Ecclesiarch_168
src_Village_15,src_Party_1138
src_Religious-Organisation_2025,src_Animal_1153
src_Journal_555,src_Scandal_2010
src_Piece-of-Music_424,src_Disaster_1186
src_Party_1386,src_Military-Person_717
src_Treaty_3899,src_Foreign-Minister_2563
src_Scandal_3824,src_Time-Dependent_2304
src_VicodiOI_1174,src_Vehicle_2854
src_Criminal_751,src_Theologian_2488
src_Location-Part-Relation_4309,src_FuzzyTemporalInterval_2949
src_Secular-Movement_1095,src_Cathedral_2464
src_Author_4041,src_Geographical-Region_1320
src_TemporalInterval_4093,src_Religious-Movement_2241
src_Ritual_4392,src_King_774
src_Emperor_3144,src_Category_1840
src_Pamphlet_1345,src_Technical-Scientific-Advance_4264
src_Trades-Union_4391,src_Measurable-Trend_3869
src_Cleric_2877,src_Stereotype-Group_4627
src_Political-Organisation_3340,src_Geographical-Region_4112
src_Journal_4583,src_Geographical-Discovery_1028
src_Scientist_1803,src_Social-Stratum_4684
src_Stereotype-Group_964,src_Musician_3811
src_Secular-Leader_4443,src_Sultan_830
src_Person_2172,src_Actor_4586
src_Military-Person_3051,src_Trade-Association_4765
src_Individual_4942,src_Object_189
src_Writing_3598,src_Military-Organisation_1113
src_Time-Dependent-Relation_2303,src_Fictional-Person_2314
src_Dramaturge_631,src_Animal_2397
src_Religious-Movement_4363,src_Trades-Union_3120
src_Military-Organisation_3493,src_Liturgical-Object_38
src_Publisher_1362,src_Social-Group_729
src_Population-Movement_4639,src_Treaty_683
src_Period_1684,src_Time-Dependent-Relation_3713
src_Author_3065,src_International-Organisation_4213
src_Publisher_2781,src_Social-Stratum_1398
src_Village_3997,src_Election_3934
src_Non-Military-Conflict_3705,src_Abstract-Notion_1392
src_Religious-Leader_3362,src_Functionary_2123
src_Time-Dependent-Relation_1440,src_Time-Dependent_1888
src_Church-Reformer_1664,src_Secular-Ideology_4524
src_Painting_4835,src_Cathedral_2570
src_League_4305,src_Publisher_2408
src_Jurist_3836,src_Governmental-Organisation_4012
src_Secular-Leader_3690,src_TemporalInterval_4300
src_Philanthropist_3930,src_Time_4223
src_Environment_1951,src_Actor_3690
src_Geographer_2426,src_Philanthropist_2259
src_Church_4857,src_Armament_1028
src_Other-Religious-Person_3854,src_Trades-Unionist_2372
src_Relic_4355,src_Symbol_4960
src_Inventor_249,src_Intra-State-Group_1457
src_Intellectual-Movement_2728,src_Election_4290
src_Dancer_2745,src_Period_1569
src_Country_583,src_Creator_367
src_Emperor_1884,src_Trades-Union_4478
src_Economic-Organisation_71,src_Political-Organisation_4646
src_Publisher_4706,src_Discoverer_2219
src_Clothing_610,src_Geographer_2351
src_Management-Organisation_2833,src_Badge_3296
src_Non-Military-Conflict_1469,src_Fictional-Person_1061
src_Public-Oration_4395,src_Inventor_1770
src_Symbol_1422,src_Artistic-Style_4981
src_Landmark_2937,src_Intellectual-Movement_2093
src_Individual_1877,src_Philanthropist_495
src_Diplomat_2467,src_Sportsman_3020
src_Clerical-Leader_2115,src_Trial_1130
src_Election_2197,src_Food_4460
src_Conductor_3493,src_Queen_1745
src_Trades-Union_2508,src_Geographical-Discovery_503
src_Educational-Organisation_3369,src_Masonic-Lodge_2825
src_Pope_3838,src_Religious-Leader_2228
src_Artefact_3551,src_Other-Religious-Leader_2506
src_Village_1885,src_National-Symbol_169
src_League_1337,src_Professor_4172
src_Relic_3228,src_Trial_3179
src_Movement_802,src_Religious-Symbol_2345
src_Religious-Leader_992,src_Monastery_1762
src_Composer_3947,src_University_4071
src_Philosopher_3207,src_Economic-Symbol_520
src_Environment_4705,src_Disease_3996
src_Ideology_4884,src_Event_4712
src_Foreign-Minister_3919,src_Intra-State-Group_1178
src_Piece-of-Music_4248,src_Pamphlet_3720
src_Trades-Unionist_1922,src_National-Symbol_1570
src_Psychologist_82,src_Astronaut_1481
src_International-Alliance_2784,src_Religious-Movement_2866
src_Magnate_1824,src_VicodiOI_2595
src_Leader_2191,src_Secular-Leader_3265
src_Diplomat_1963,src_Organisation_2636
src_Country_532,src_Philosopher_3112
src_Other-Religious-Leader_3247,src_City_4832
src_Scientist_657,src_Disaster_760
src_Person_1255,src_University_599
src_Theologian_1748,src_Board_3047
src_Sportsman_2797,src_League_939
src_Religious-Movement_1230,src_Entertainer_797
src_Foreign-Minister_3375,src_Religious-Organisation_2521
src_Philosopher_2377,src_Military-Organisation_2945
src_Building_3795,src_Book_957
src_Secular-Movement_3689,src_League_3342
src_Abbey_2291,src_Painting_1992
src_Military-Organisation_1012,src_Battle_658
src_Ideology_985,src_National-Symbol_2075
src_Painter_1289,src_Artist_4883
src_Religious-Community_3532,src_Ethnic-Group_4563
src_Representative-Institution_284,src_War_3458
src_Time-Dependent-Relation_3968,src_University_1725
src_Actor_1552,src_Philanthropist_4569
src_Sculptor_4850,src_Population-Movement_504
src_Trial_4603,src_Structure_2958
src_Educational-Organisation_3633,src_Building_1303
src_Religious-Symbol_4893,src_Period_1808
src_Location-Part-Relation_2206,src_Musician_4302
src_Board_4752,src_Art-Form_3510
src_Trades-Union_4964,src_Cultural-Agreement_1914
src_Piece-of-Music_4377,src_Object_4173
src_Stereotype-Group_4496,src_Idea_3724
src_Military-Organisation_1477,src_Painting_1128
src_Religious-Order_4721,src_Movement_2756
src_Sultan_2532,src_Philosopher_2159
src_Trial_4776,src_Disaster_431
src_International-Organisation_1746,src_Natural-Object_3387
src_Flavour_4881,src_Event_4826
src_Clerical-Leader_4128,src_Vehicle_3205
src_Pope_528,src_International-Alliance_326
src_Emperor_4062,src_Technical-Scientific-Advance_4052
src_Sultan_3229,src_Settlement_4300
src_Film-Maker_1860,src_Secular-Ideology_3741
src_Abbey_1032,src_Role_1488
src_Location_2684,src_Treaty_1187
src_Population-Movement_2332,src_Military-Unit_2352
src_Ritual_2562,src_Educational-Organisation_2318
src_City_1783,src_Religious-Practice_3348
src_Dancer_1227,src_Geographical-Region_2429
src_Political-Organisation_2008,src_Cultural-Agreement_4653
src_Other-Religious-Person_281,src_Monastery_4110
src_Building_1384,src_TemporalInterval_1919
src_Architect_1124,src_Church-Reformer_1530
src_Intra-State-Group_3329,src_Structure_2225
src_Social-Group_1202,src_Religious-Leader_1396
src_Time-Dependent_1425,src_Uprising_4545
src_Military-Organisation_1703,src_King_576
src_Legislation_4624,src_Functionary_210
src_Measurable-Trend_4525,src_Religious-Movement_2694
src_Ritual_3269,src_Pollution_383
src_Military-Organisation_4045,src_Object_1253
src_Organisation_4884,src_Building_1839
src_Journalist_1916,src_Environment_4938
src_Period_2298,src_Masonic-Lodge_161
src_Settlement_2879,src_Conductor_1129
src_Dramaturge_95,src_Clerical-Leader_3679
src_Individual_1870,src_Pastime_2128
src_Film-Maker_4554,src_Sculptor_4596
src_Magnate_4828,src_Uprising_2288
src_Trial_0,src_Landmark_1143
src_Population-Movement_452,src_Location_1373
src_Church-Reformer_1142,src_Emperor_2248
src_Structure_2877,src_Movement_3787
src_Other-Religious-Person_73,src_Artistic-Style_2024
src_Journal_503,src_Writing_3769
src_Measurable-Trend_4965,src_King_4778
src_Intellectual-Construct_2188,src_Book_311
src_King_1139,src_Military-Person_3454
src_Leader_4759,src_Clerical-Leader_4065
src_Time_256,src_Armament_3690
src_Pamphlet_4231,src_Ideology_1147
src_Population-Movement_404,src_Treaty_2561
src_Religious-Leader_2068,src_Natural-Object_940
src_Monastery_2088,src_Other-Religious-Person_1462
src_Newspaper_1337,src_Philosopher_4629
src_Religious-Symbol_3439,src_Abbey_1687
src_Church_192,src_Artistic-Movement_1657
src_Scientific-Instrument_2621,src_Philanthropist_4316
src_Head-of-Government_24,src_Armament_332
src_Uprising_4170,src_Trades-Union_3774
src_Board_2010,src_Category_2430
src_Secular-Leader_3232,src_Philanthropist_426
src_Church_567,src_Film-Maker_599
src_Psychologist_1288,src_Dramaturge_1166
src_Head-of-State_1931,src_Scandal_2946
src_Other-Religious-Person_689,src_TemporalInterval_1400
src_Religious-Order_685,src_Social-Stratum_1716
src_Time-Dependent-Relation_1297,src_Population-Movement_1988
src_Flavour_204,src_Creator_4947
src_Technical-Scientific-Advance_3625,src_Fictional-Person_644
src_Astronaut_4115,src_Train_4225
src_Trade-Association_2356,src_Scientific-Instrument_2847
src_Crime_1045,src_Religious-Movement_1495
src_Religious-Symbol_3352,src_Political-Symbol_1516
src_Language_953,src_Treaty_2084
src_Sultan_2059,src_Dancer_182
src_Social-Group_2630,src_Environment_1358
src_Conductor_54,src_Landmark_2183
src_Symbol_4224,src_Pollution_2526
src_Geographical-Discovery_3205,src_Religious-Movement_414
src_Dancer_873,src_Economic-Enterprise_2894
src_Prince_101,src_Intra-State-Group_2587
src_Sculptor_1680,src_Diplomat_4899
src_Illness_260,src_Political-Organisation_240
src_Ship_1445,src_Board_4652
src_Secular-Leader_2204,src_Queen_1583
src_Leader_714,src_Social-Group_2315
src_Governmental-Organisation_4672,src_Symbol_2256
src_Badge_835,src_Work-of-Art_1881
src_Work-of-Art_2421,src_Ideology_4457
src_Saint_3030,src_Intellectual-Movement_4995
src_Psychologist_1674,src_Economist_3694
src_Geographer_3924,src_Religious-Ideology_921
src_Economist_2544,src_Business-Leader_2600
src_Creator_1229,src_Environment_2163
src_Church-Reformer_3289,src_Secular-Ideology_4199
src_Writing_1375,src_Trial_3340
src_Trial_3036,src_Engineer_3851
src_Political-Organisation_344,src_Psychologist_4025
src_Clerical-Leader_4439,src_Individual_4676
src_Religious-Ideology_2511,src_Journalist_768
src_Monastery_2683,src_Actor_903
src_Life-Event_2510,src_Abbey_1835
src_Business-Leader_708,src_Economic-Enterprise_3073
src_Abbey_4034,src_Trades-Union_4644
src_FuzzyTemporalInterval_3486,src_Movement_2027
src_Ritual_2345,src_Leader_3456
src_Badge_1488,src_Cultural-Organisation_1774
src_Writing_1314,src_Trades-Unionist_2854
src_Sculpture_868,src_Geographer_894
src_Actor_584,src_Dynasty_2487
src_Measurable-Trend_4172,src_Geographer_4545
src_Location-Part-Relation_3191,src_Non-Military-Conflict_3621
src_Artist_2390,src_Natural-Object_3463
src_Book_2293,src_Organisation_2086
src_Political-Region_2353,src_Board_4673
src_Pastime_722,src_Book_3287
src_FuzzyTemporalInterval_2413,src_Landmark_4603
src_Architect_2927,src_International-Alliance_1346
src_Architect_1343,src_Intellectual-Movement_971
src_Organisation_1586,src_Cleric_171
src_Diplomat_818,src_Journal_2761
src_Period_3904,src_Ecclesiarch_980
src_International-Alliance_926,src_Psychologist_4415
src_Trial_3873,src_Individual_4318
src_FuzzyTemporalInterval_3036,src_Astronaut_1473
src_Country_3600,src_Psychologist_4866
src_Board_3871,src_Location_2171
src_Actor_2792,src_Non-Military-Conflict_4857
src_Painting_4972,src_Legislation_3127
src_Illness_2919,src_Idea_233
src_Entertainer_4898,src_Sculpture_3454
src_Journalist_1126,src_Person_4296
src_Relic_2835,src_International-Organisation_628
src_Saint_4406,src_Abbey_1632
src_Inventor_329,src_Economist_3382
src_Scientific-Instrument_4476,src_Fictional-Event_1556
src_Pamphlet_4633,src_Military-Person_1996
src_Journal_2085,src_Saint_31
src_Armament_1282,src_Astronaut_2841
src_Sportsman_1090,src_Musician_697
src_Location_998,src_Illness_3912
src_Astronaut_3621,src_Scandal_771
src_Publisher_2072,src_Cathedral_1670
src_Head-of-Government_4970,src_Category_2207
src_Clerical-Leader_2692,src_Religious-Movement_3356
src_Population-Movement_3958,src_Cultural-Agreement_707
src_Military-Person_2538,src_Conceptual-Object_3796
src_Person-Role_4539,src_Secular-Leader_1580
src_Conductor_1035,src_Military-Organisation_1121
src_Intra-State-Group_4393,src_Conceptual-Object_3213
src_Political-Organisation_4681,src_Prince_1825
src_Battle_4966,src_Functionary_4143
src_Saint_3963,src_Location_4932
src_Commodity_1303,src_Prince_3584
src_Economic-Enterprise_3910,src_Treaty_3307
src_Period_4068,src_Technical-Scientific-Advance_2422
src_Newspaper_2260,src_Organisation_2771
src_Sculptor_3823,src_Trades-Unionist_2923
src_Environment_1521,src_Masonic-Lodge_3410
src_Period-in-Office_1421,src_Economic-Symbol_872
src_Writing_1432,src_Writing_166
src_Battle_2603,src_Leader_1619
src_Discoverer_4890,src_Village_4923
src_Saint_1089,src_Train_3667
src_Political-Symbol_3166,src_Illness_467
src_Religious-Order_3194,src_Educational-Organisation_3416
src_Legislation_4226,src_Trades-Union_2165
src_Trade-Association_2810,src_Clothing_1917
src_Badge_4624,src_Piece-of-Music_1552
src_Country_1934,src_Clothing_1784
src_Military-Person_3369,src_Animal_4518
src_Person-Role_4527,src_Psychologist_2710
src_Sultan_1453,src_Stereotype-Group_4396
src_Book_2814,src_Military-Person_2753
src_Cultural-Agreement_4368,src_Geographical-Region_3238
src_Sultan_2001,src_Person-Role_1932
src_Saint_1223,src_Role_925
src_Religious-Symbol_300,src_Artistic-Style_890
src_Ideology_680,src_Secular-Leader_2202
src_Functionary_1433,src_Church_4844
src_Board_2829,src_Illness_4778
src_Election_1784,src_Landmark_3418
src_Queen_2993,src_War_521
src_Educational-Organisation_606,src_Religious-Organisation_1158
src_Food_4448,src_Military-Organisation_4753
src_Musician_922,src_International-Organisation_4918
src_Secular-Movement_1083,src_Person_10
src_Fictional-Event_123,src_Inventor_801
src_Business-Leader_530,src_Economist_1793
src_Head-of-State_1019,src_Publisher_2966
src_City_383,src_Journalist_1747
src_Secular-Movement_4062,src_Entertainer_170
src_Discoverer_1937,src_Creator_4224
src_Location_3283,src_Magnate_3264
src_Pastime_4566,src_Period-in-Office_4514
src_Architect_3473,src_Conductor_4736
src_Queen_4959,src_Social-Stratum_1757
src_University_131,src_Art-Form_378
src_Architect_999,src_Scientific-Instrument_1702
src_Intellectual-Construct_484,src_Uprising_2306
src_Water_3484,src_Liturgical-Object_1550
src_Governmental-Organisation_1003,src_Food_1363
src_Jurist_1668,src_Minister_3742
src_Religious-Practice_680,src_Military-Person_574
src_Politician_4049,src_Sportsman_426
src_Food_4988,src_Cathedral_2362
src_Saint_3237,src_City_4320
src_Economic-Enterprise_4717,src_Professor_1330
src_Representative-Institution_1238,src_Meeting_256
src_Leader_2247,src_Head-of-State_124
src_Period_3506,src_Idea_4011
src_Philosopher_2699,src_Person_2846
src_Philanthropist_1036,src_Period-in-Office_2013
src_Vehicle_4539,src_Composer_1713
src_Idea_1525,src_Ritual_2884
src_Public-Oration_2635,src_Pope_848
src_Disaster_1051,src_Pollution_3032
src_Time-Dependent_1658,src_Religious-Practice_1031
src_Painter_4764,src_Artistic-Style_3899
src_Population-Movement_3982,src_Field-of-Knowledge_2374
src_Dynasty_4307,src_Representative-Institution_1809
src_Location-Part-Relation_3315,src_Cultural-Organisation_1036
src_Flavour_2834,src_Artist_3166
src_Emperor_3348,src_Book_1230
src_Settlement_742,src_League_4396
src_Religious-Symbol_3352,src_Economic-Process_1575
src_Disease_406,src_Philanthropist_3012
src_Economist_3838,src_Leader_4959
src_Writing_2908,src_Abstract-Notion_3042
src_Other-Religious-Leader_1848,src_Religious-Organisation_815
src_Disaster_4713,src_Period-in-Office_627
src_Management-Organisation_1115,src_TemporalInterval_2361
src_Economist_1412,src_Organisation_1983
src_Discoverer_1509,src_Train_2433
src_Abbey_1836,src_Ritual_713
src_Relic_2070,src_Minister_3576
src_Field-of-Knowledge_4393,src_VicodiOI_3820
src_TemporalInterval_1823,src_Art-Form_1085
src_Population-Movement_4366,src_Composer_133
src_Clerical-Leader_1109,src_Clothing_780
src_Emperor_1609,src_Location-Part-Relation_3869
src_Artistic-Style_1486,src_Disaster_4841
src_Cleric_3129,src_Political-Organisation_1406
src_Ship_1258,src_Geographical-Feature_1803
src_Building_1711,src_Person_2771
src_Country_4139,src_Architect_2331
src_Time-Dependent-Relation_325,src_Movement_3266
src_Geographical-Feature_21,src_Water_2108
src_Cultural-Agreement_1713,src_Pollution_2770
src_Ecclesiarch_3934,src_Country_658
src_Religious-Practice_1178,src_Queen_4791
src_Psychologist_2374,src_Measurable-Trend_4405
src_Sultan_2841,src_Economic-Process_2475
src_FuzzyTemporalInterval_3600,src_Minister_4165
src_Musician_578,src_Badge_972
src_Prince_4847,src_War_2869
src_Dramaturge_768,src_Professor_859
src_Organisation_3625,src_Intra-State-Group_3169
src_Religious-Ideology_499,src_Organisation_4552
src_Philosopher_151,src_Scandal_4977
src_Illness_2573,src_Management-Organisation_368
src_International-Organisation_570,src_Governmental-Organisation_2822
src_Economist_4104,src_International-Alliance_569
src_Military-Organisation_2999,src_Idea_2722
src_Dramaturge_3121,src_Individual_4034
src_Object_747,src_Piece-of-Music_3554
src_Minister_4248,src_Artefact_2302
src_Religious-Ideology_4080,src_Ritual_325
src_Sculpture_2573,src_Population-Movement_4071
src_Criminal_3718,src_Legislation_1723
src_Stereotype-Group_3588,src_Monastery_1332
src_Person_2890,src_Trades-Union_3672
src_Idea_625,src_Theologian_2885
src_Natural-Object_3385,src_TemporalInterval_4704
src_Physician_2196,src_Armament_2915
