src_Geographer_2202,src_FuzzyTemporalInterval_2317
src_Stereotype-Group_3319,src_Animal_2520
src_Cultural-Organisation_4819,src_Idea_1629
src_Newspaper_519,src_Economic-Organisation_4933
src_Military-Unit_4020,src_Newspaper_390
src_Cleric_4045,src_Cultural-Agreement_2488
src_Movement_2519,src_Saint_4562
src_Painter_924,src_Village_1863
src_Geographical-Discovery_2551,src_Settlement_3189
src_Population-Movement_338,src_Fictional-Event_258
src_Secular-Leader_1644,src_Natural-Object_2203
src_Economist_6,src_Artistic-Movement_514
src_Ideology_284,src_Life-Event_2515
src_Monastery_3337,src_Public-Oration_3563
src_Criminal_450,src_Badge_614
src_Idea_2309,src_Geographical-Feature_2091
src_Management-Organisation_1979,src_Work-of-Art_4398
src_Creator_3992,src_Dancer_3251
src_Battle_3900,src_Pollution_82
src_Journal_4081,src_VicodiOI_3371
src_Scandal_381,src_Discoverer_3910
src_Composer_3650,src_Non-Military-Conflict_2055
src_Trial_4456,src_Economic-Process_3349
src_Art-Form_828,src_Diplomat_2942
src_Cultural-Agreement_4433,src_Pastime_1945
src_Cathedral_2509,src_Religious-Organisation_3175
src_Painting_2279,src_Cultural-Agreement_1974
src_Battle_3316,src_National-Symbol_4404
src_Trade-Association_2953,src_Pamphlet_900
src_Dramaturge_1283,src_Musician_1856
src_Uprising_3122,src_Board_588
src_War_2676,src_Astronaut_2802
src_Educational-Organisation_1710,src_Disease_3448
src_Role_4940,src_Fictional-Event_306
src_Liturgical-Object_1090,src_Geographical-Region_2124
src_Economic-Process_155,src_Economist_161
src_Foreign-Minister_2342,src_Film-Maker_433
src_Church_4466,src_Politician_706
src_Musician_3694,src_Illness_4398
src_Musician_4130,src_Time-Dependent-Relation_261
src_Other-Religious-Leader_2900,src_Country_2863
src_City_187,src_Location-Part-Relation_2128
src_Role_2400,src_Person_912
src_Cleric_2706,src_Monastery_758
src_Non-Military-Conflict_3232,src_Sportsman_3264
src_Stereotype-Group_1313,src_Head-of-Government_362
src_Category_55,src_Conductor_1865
src_Intra-State-Group_650,src_Stereotype-Group_4458
src_Secular-Ideology_4257,src_Cultural-Organisation_2651
src_Conceptual-Object_1516,src_Dramaturge_4918
src_Illness_1173,src_Head-of-State_4126
src_Social-Group_4204,src_Clothing_223
src_Role_4297,src_Masonic-Lodge_4279
src_Head-of-State_3381,src_Idea_1466
src_Economist_2489,src_International-Organisation_678
src_Head-of-State_680,src_Entertainer_3773
src_Composer_601,src_Religious-Organisation_3176
src_Church-Reformer_2844,src_Physician_4718
src_Military-Unit_2661,src_Creator_4985
src_Person-Role_2142,src_Measurable-Trend_2289
src_Functionary_1479,src_Public-Oration_3119
src_Treaty_3521,src_Public-Oration_4264
src_Economic-Symbol_2369,src_Animal_1508
src_Fictional-Person_2040,src_Life-Event_3170
src_Economist_1854,src_Business-Leader_3202
src_Person-Role_3622,src_Secular-Leader_2774
src_Location_4717,src_Sultan_2654
src_Time-Dependent-Relation_3604,src_Monastery_2791
src_Creator_2422,src_Scandal_607
src_Disaster_2163,src_TemporalInterval_2383
src_Monastery_1042,src_Trade-Association_1949
src_Idea_4773,src_Election_2173
src_Ideology_4494,src_National-Symbol_3156
src_Train_1432,src_Church-Reformer_2649
src_Language_3712,src_Discoverer_2560
src_Political-Symbol_2970,src_Measurable-Trend_3332
src_Musician_4312,src_University_2761
src_Secular-Leader_3709,src_Criminal_2331
src_Water_3928,src_Meeting_1718
src_Time_1460,src_Architect_2315
src_Vehicle_2996,src_Secular-Movement_3011
src_Monastery_4124,src_Psychologist_731
src_Location-Part-Relation_506,src_Political-Organisation_629
src_Economic-Enterprise_2180,src_Jurist_1151
src_Writing_1819,src_Pollution_481
src_Period_12,src_Sculptor_120
src_Foreign-Minister_2592,src_Church-Reformer_1851
src_Intellectual-Movement_593,src_Functionary_342
src_Author_2549,src_Ideology_3467
src_Journal_4543,src_Disease_4905
src_Sultan_2600,src_Meeting_3246
src_Field-of-Knowledge_2957,src_Journalist_3761
src_Minister_850,src_Time-Dependent-Relation_613
src_Individual_852,src_Role_83
src_Sculpture_1484,src_Artist_2311
src_Economic-Organisation_1344,src_League_364
src_Saint_539,src_Vehicle_4455
src_Meeting_4517,src_Ecclesiarch_3493
src_Ritual_2405,src_Politician_330
src_Other-Religious-Person_3354,src_Uprising_471
src_Person_3225,src_Head-of-Government_367
src_Fictional-Person_3249,src_Village_278
src_Person_2666,src_Flavour_4958
src_International-Alliance_1804,src_Politician_1752
src_Military-Unit_3644,src_Journal_1948
src_Pamphlet_1297,src_Trial_357
src_Newspaper_2925,src_Governmental-Organisation_3179
src_Village_847,src_Religious-Ideology_4902
src_Secular-Ideology_3525,src_Other-Religious-Leader_3947
src_Religious-Community_1430,src_Geographical-Discovery_3743
src_Sultan_1142,src_Ritual_54
src_Party_1987,src_Village_574
src_Religious-Ideology_4764,src_Engineer_3029
src_Time-Dependent_1513,src_Leader_2683
src_Train_3205,src_Magnate_4078
src_War_160,src_Leader_3424
src_Flavour_4681,src_FuzzyTemporalInterval_367
src_Trade-Association_1041,src_Cultural-Organisation_921
src_National-Symbol_466,src_Event_3401
src_Battle_575,src_Inventor_842
src_Scientist_557,src_Language_4143
src_Governmental-Organisation_1623,src_Functionary_1285
src_Religious-Ideology_4015,src_Individual_686
src_Train_4528,src_Relic_3387
src_Fictional-Event_1561,src_Political-Organisation_4813
src_Clerical-Leader_2780,src_Religious-Community_4696
src_Language_732,src_Painter_3508
src_Saint_1972,src_Artistic-Style_4289
src_Person_53,src_Ecclesiarch_1918
src_Discoverer_4536,src_Magnate_350
src_City_73,src_Time_4472
src_Abstract-Notion_2508,src_VicodiOI_3482
src_Cultural-Agreement_3297,src_Geographical-Discovery_3377
src_Creator_2859,src_Conductor_256
src_Ethnic-Group_879,src_Economic-Process_738
src_Language_752,src_Geographical-Feature_2253
src_Location_1279,src_Physician_4206
src_Trades-Unionist_2319,src_Location-Part-Relation_4698
src_FuzzyTemporalInterval_607,src_Cleric_3400
src_Building_112,src_Artistic-Movement_4433
src_Religious-Movement_4550,src_VicodiOI_2817
src_Composer_2484,src_Politician_3501
src_Measurable-Trend_808,src_Political-Symbol_3240
src_Clothing_3157,src_Period-in-Office_3804
src_Trade-Association_2079,src_Head-of-Government_2474
src_Location_482,src_Sculptor_4326
src_Technical-Scientific-Advance_635,src_Sculpture_2842
src_Creator_784,src_Movement_476
src_Diplomat_515,src_Illness_3671
src_Period-in-Office_3737,src_Armament_3339
src_Person_1337,src_Movement_1754
src_Cultural-Agreement_2897,src_Object_4617
src_Field-of-Knowledge_2066,src_Military-Person_1710
src_Minister_107,src_Diplomat_4028
src_Architect_4251,src_Artist_745
src_Engineer_4224,src_Vehicle_4272
src_Artist_4516,src_Role_3287
src_Pollution_1255,src_Church-Reformer_2527
src_Head-of-State_2080,src_Sportsman_1603
src_Public-Oration_4805,src_VicodiOI_3440
src_Newspaper_3067,src_Political-Organisation_4256
src_Relic_3039,src_Prince_3146
src_Head-of-Government_778,src_Cultural-Organisation_3601
src_Time-Dependent-Relation_3179,src_Individual_1255
src_Secular-Ideology_4750,src_Animal_4223
src_Clerical-Leader_3546,src_Painter_3340
src_Discoverer_121,src_Food_3161
src_Pastime_1984,src_Water_4317
src_Jurist_4102,src_Secular-Movement_1274
src_Political-Symbol_1274,src_Village_387
src_Psychologist_765,src_Geographical-Region_4632
src_University_1254,src_Conductor_255
src_Treaty_3612,src_Church_1881
src_Location-Part-Relation_4558,src_Ideology_846
src_Painter_2294,src_Composer_309
src_Emperor_4861,src_Emperor_4636
src_Pope_392,src_Philanthropist_449
src_Engineer_623,src_Structure_4587
src_Political-Organisation_1614,src_Trades-Union_344
src_Conceptual-Object_2869,src_Film-Maker_3419
src_Cultural-Agreement_3066,src_Diplomat_2657
src_Object_1782,src_Politician_2361
src_Abbey_2869,src_TemporalInterval_3862
src_Creator_2375,src_Disease_1106
src_Entertainer_2020,src_Religious-Leader_1192
src_Role_604,src_Meeting_678
src_Treaty_3051,src_Natural-Object_661
src_Ecclesiarch_588,src_Environment_2407
src_Legislation_1653,src_Governmental-Organisation_2268
src_Intellectual-Construct_960,src_Uprising_1393
src_Head-of-Government_3601,src_Pamphlet_1086
src_Symbol_1851,src_Board_2497
src_Food_966,src_Religious-Movement_2964
src_Intra-State-Group_2523,src_Functionary_3760
src_International-Alliance_1816,src_Intellectual-Construct_1613
src_Battle_4470,src_Trades-Union_4967
src_Category_647,src_Scandal_2158
src_Leader_2318,src_Train_4530
src_Religious-Organisation_2175,src_Art-Form_185
src_Individual_1933,src_League_3151
src_Symbol_2922,src_Publisher_4345
src_Individual_681,src_Pamphlet_1622
src_Movement_1599,src_International-Alliance_1050
src_Sportsman_2568,src_Writing_760
src_Vehicle_1046,src_Artistic-Style_4867
src_Scientist_1524,src_Business-Leader_3225
src_Foreign-Minister_1793,src_Party_1837
src_Leader_689,src_Secular-Leader_1767
src_Board_2477,src_Social-Stratum_2386
src_Settlement_9,src_Religious-Practice_2122
src_Psychologist_1806,src_Military-Unit_1112
src_Secular-Movement_742,src_Intra-State-Group_396
src_Badge_3349,src_Ship_590
src_Animal_8,src_Uprising_3649
src_Stereotype-Group_2269,src_Masonic-Lodge_676
src_League_2466,src_Secular-Ideology_3661
src_Sculptor_4841,src_Geographical-Feature_4604
src_FuzzyTemporalInterval_753,src_Secular-Leader_1858
src_Symbol_3312,src_Engineer_1301
src_Person-Role_1196,src_Time_3729
src_Publisher_4393,src_Religious-Movement_4996
src_Animal_4044,src_Illness_2261
src_League_3207,src_Inventor_3306
src_Cultural-Organisation_45,src_Painting_1142
src_Prince_1893,src_Food_307
src_Secular-Movement_659,src_Political-Symbol_4153
src_Painting_4401,src_Illness_2067
src_Criminal_2222,src_Discoverer_818
src_Artist_3053,src_Minister_3232
src_Geographer_4974,src_Head-of-Government_803
src_Political-Region_33,src_Cleric_445
src_Discoverer_134,src_Religious-Community_4108
src_University_4346,src_Geographical-Discovery_1858
src_Economic-Organisation_972,src_Language_1035
src_Environment_182,src_Intra-State-Group_366
src_Sculpture_439,src_Entertainer_4571
src_International-Alliance_4757,src_Newspaper_1544
src_Cathedral_1016,src_Pamphlet_4831
src_Intra-State-Group_3481,src_Philanthropist_4231
src_Actor_4977,src_Religious-Practice_3773
src_Settlement_1766,src_Object_1630
src_Language_1288,src_Religious-Order_1428
src_Uprising_2994,src_Emperor_1548
src_Religious-Order_3988,src_Religious-Community_4992
src_Secular-Movement_3925,src_Conceptual-Object_2373
src_Economic-Process_2382,src_Disease_1547
src_Geographical-Discovery_562,src_Commodity_4140
src_Movement_4601,src_Secular-Leader_1195
src_Board_3300,src_Book_2947
src_Journal_915,src_Badge_2385
src_Cultural-Organisation_353,src_Trade-Association_1439
src_Journal_2937,src_Social-Stratum_2933
src_Actor_1570,src_Sculpture_3838
src_Emperor_4878,src_Church_1716
src_Measurable-Trend_2640,src_Location-Part-Relation_3065
src_Time-Dependent_1532,src_Intra-State-Group_4756
src_Language_1376,src_Intellectual-Construct_4548
src_Politician_40,src_Non-Military-Conflict_180
src_Magnate_1720,src_Structure_715
src_Sculptor_642,src_Relic_2215
src_Social-Stratum_7,src_Individual_4573
src_Queen_4498,src_Composer_3575
src_Cleric_2704,src_Secular-Ideology_4826
src_Piece-of-Music_324,src_Ideology_683
src_Category_4111,src_Conceptual-Object_3918
src_Animal_4700,src_Physician_4451
src_Geographical-Discovery_4562,src_Economic-Process_4878
src_Secular-Movement_3138,src_FuzzyTemporalInterval_2192
src_Flavour_840,src_Representative-Institution_1599
src_Person-Role_4575,src_Theologian_4879
src_Building_2029,src_Conceptual-Object_4963
src_Movement_790,src_Clerical-Leader_3460
src_Intellectual-Construct_2156,src_Book_1965
src_Dramaturge_611,src_Flavour_4897
src_Geographical-Discovery_3299,src_Field-of-Knowledge_1913
src_Sculptor_431,src_Movement_1934
src_Geographical-Feature_2354,src_Journalist_2079
src_Building_401,src_Population-Movement_3840
src_Election_3747,src_Trial_4719
src_Election_1581,src_Religious-Leader_4700
src_Clothing_1963,src_Individual_1028
src_FuzzyTemporalInterval_801,src_Settlement_4674
src_Creator_4431,src_Meeting_2995
src_International-Organisation_4995,src_Conceptual-Object_124
src_Religious-Order_4232,src_Artistic-Movement_4578
src_Economic-Process_3972,src_International-Organisation_3198
src_Psychologist_2159,src_Artefact_4787
src_Liturgical-Object_2055,src_Entertainer_541
src_Non-Military-Conflict_2544,src_Entertainer_2888
src_Cultural-Organisation_2105,src_Religious-Practice_2298
src_Conceptual-Object_3195,src_Architect_3438
src_Other-Religious-Person_4754,src_Social-Group_1702
src_Uprising_334,src_Stereotype-Group_3268
src_Journalist_3099,src_Ethnic-Group_1701
src_Sculpture_4483,src_Relic_2651
src_TemporalInterval_1126,src_Cleric_4277
src_Politician_536,src_Sculpture_1581
src_Social-Group_1817,src_Election_3349
src_Philosopher_3978,src_Public-Oration_2639
src_Artefact_2458,src_Religious-Organisation_768
src_Journalist_2040,src_Saint_4337
src_Scientific-Instrument_3883,src_Social-Stratum_1554
src_Pamphlet_526,src_Natural-Object_1450
src_Creator_1015,src_Functionary_1687
src_International-Organisation_2814,src_Building_1494
src_Geographer_83,src_Scandal_1224
src_Religious-Symbol_4280,src_Psychologist_2514
src_Social-Group_3173,src_Sculptor_2263
src_Head-of-Government_59,src_Clerical-Leader_2236
src_Journal_3776,src_Disaster_1511
src_Disaster_4369,src_Governmental-Organisation_1629
src_Animal_4206,src_Party_3895
src_Pope_118,src_Language_3104
src_Ritual_1924,src_Illness_1742
src_Religious-Community_545,src_Geographical-Feature_1266
src_Time-Dependent_4001,src_Trades-Union_4629
src_Period-in-Office_2210,src_Party_705
src_Functionary_2726,src_Governmental-Organisation_1634
src_Philosopher_2634,src_Theologian_4511
src_Relic_702,src_Battle_3217
src_Economic-Process_4581,src_Professor_2639
src_Business-Leader_2295,src_Public-Oration_3970
src_Masonic-Lodge_4706,src_Military-Person_1476
src_Creator_2032,src_Sculpture_2200
src_Settlement_2505,src_Leader_3358
src_Piece-of-Music_2488,src_Economic-Enterprise_1646
src_Art-Form_1115,src_Queen_1366
src_Time-Dependent_4981,src_Person_1249
src_Uprising_2446,src_Political-Organisation_198
src_Dancer_3066,src_Journalist_2866
src_Masonic-Lodge_2726,src_Painter_1347
src_Religious-Order_4398,src_Meeting_2899
src_Country_668,src_Person_4445
src_Engineer_3612,src_Scientific-Instrument_415
src_Election_1635,src_Sculpture_3987
src_Scientific-Instrument_3645,src_FuzzyTemporalInterval_2652
src_Population-Movement_157,src_Film-Maker_986
src_Magnate_4799,src_Prince_1113
src_Ideology_209,src_Political-Symbol_2980
src_Religious-Practice_345,src_University_1330
src_Engineer_4304,src_Time_4059
src_Election_2476,src_Psychologist_2153
src_Scandal_2675,src_Musician_2125
src_Ecclesiarch_3723,src_Foreign-Minister_2396
src_Building_1990,src_Cultural-Organisation_4054
src_Military-Person_1931,src_City_3724
src_Politician_416,src_Philosopher_4211
src_Diplomat_2963,src_Artistic-Movement_3001
src_Illness_1632,src_Intellectual-Construct_1883
src_Jurist_4525,src_Professor_1976
src_Individual_4825,src_Building_3774
src_Battle_1538,src_City_4783
src_Journalist_4294,src_Book_4159
src_Geographical-Discovery_3978,src_Food_2373
src_Ethnic-Group_3398,src_Economic-Enterprise_3012
src_Governmental-Organisation_3489,src_Technical-Scientific-Advance_1229
src_Technical-Scientific-Advance_3505,src_Time_250
src_Liturgical-Object_386,src_Time-Dependent_2777
src_Management-Organisation_3656,src_Period_19
src_Social-Group_2352,src_Economic-Process_3624
src_Painter_3976,src_Natural-Object_1129
src_Foreign-Minister_671,src_Religious-Movement_610
src_Ritual_4023,src_Clerical-Leader_3978
src_Astronaut_2559,src_Movement_4232
src_Period-in-Office_3413,src_Time-Dependent_340
src_Legislation_2649,src_War_3215
src_Technical-Scientific-Advance_2812,src_Dynasty_4631
src_National-Symbol_2871,src_Election_4067
src_Diplomat_1304,src_Dramaturge_992
src_Battle_1775,src_Physician_2446
src_International-Organisation_584,src_Conceptual-Object_3858
src_Clothing_1729,src_Event_2208
src_Country_4890,src_Educational-Organisation_3628
src_Liturgical-Object_3764,src_Minister_2021
src_Ideology_482,src_Other-Religious-Leader_4031
src_Political-Symbol_4812,src_Armament_1660
src_Religious-Symbol_195,src_Book_1375
src_Publisher_295,src_Water_4524
src_Artistic-Movement_939,src_Ship_927
src_Diplomat_1010,src_Economic-Process_1479
src_Work-of-Art_2843,src_Abstract-Notion_2295
src_Church_2312,src_Composer_3425
src_Astronaut_2837,src_City_2135
src_Secular-Movement_4291,src_Idea_224
src_Representative-Institution_1332,src_Social-Stratum_147
src_Painter_3192,src_Dramaturge_858
src_Geographical-Feature_598,src_Intellectual-Movement_2054
src_Jurist_319,src_Country_2555
src_Newspaper_1749,src_Period_3121
src_Illness_3097,src_Structure_238
src_Scientific-Instrument_2337,src_Role_4491
src_Religious-Order_3896,src_Technical-Scientific-Advance_1961
src_Leader_2495,src_Ritual_4143
src_Discoverer_1321,src_Object_3308
src_Illness_2925,src_Composer_3611
src_King_1532,src_Trades-Unionist_2688
src_Idea_610,src_Ideology_3989
src_Trial_194,src_Ethnic-Group_897
src_Liturgical-Object_2466,src_Intellectual-Construct_134
src_Journalist_2478,src_Military-Person_157
src_Painter_2944,src_Secular-Movement_192
src_Discoverer_3749,src_Religious-Community_572
src_TemporalInterval_338,src_Church_2777
src_Book_3509,src_Leader_4096
src_Train_2480,src_Scientific-Instrument_2528
src_Natural-Object_185,src_Leader_388
src_Psychologist_4093,src_Disaster_972
src_Clothing_2626,src_Conductor_2503
src_Religious-Ideology_2716,src_Emperor_3650
src_Masonic-Lodge_2647,src_Location-Part-Relation_1576
src_Commodity_3051,src_Author_3637
src_Scandal_2726,src_Conductor_4400
src_Field-of-Knowledge_3859,src_Book_469
src_Cleric_2392,src_Organisation_4725
src_Management-Organisation_3389,src_Battle_4171
src_Event_3152,src_Ship_1323
src_Ideology_2990,src_Governmental-Organisation_456
src_Theologian_2044,src_Ideology_1010
src_Minister_275,src_Intellectual-Construct_19
src_Relic_4578,src_Leader_4605
src_Trial_541,src_Badge_4738
src_Liturgical-Object_2956,src_Measurable-Trend_2543
src_Ritual_1782,src_Role_837
src_City_3316,src_Religious-Movement_245
src_Religious-Order_3410,src_Badge_4944
src_Category_4968,src_Military-Organisation_1976
src_VicodiOI_727,src_Liturgical-Object_4071
src_Saint_2182,src_Train_106
src_Jurist_4700,src_Head-of-Government_2905
src_Intra-State-Group_2800,src_Geographical-Region_2413
src_Language_4229,src_Painter_823
src_Minister_1121,src_Jurist_1825
src_Clothing_4252,src_Intellectual-Construct_219
src_Pamphlet_2158,src_Natural-Object_3485
src_Stereotype-Group_2361,src_Other-Religious-Person_100
src_Prince_2606,src_Work-of-Art_1139
src_Secular-Leader_4763,src_Representative-Institution_4430
src_Fictional-Event_658,src_Party_3766
src_Intra-State-Group_2757,src_Trades-Union_3012
src_Pastime_3477,src_Population-Movement_3100
src_Artist_2305,src_Treaty_3896
src_Writing_3228,src_Crime_3301
src_Clothing_3295,src_Category_4278
src_Geographical-Feature_598,src_Time-Dependent-Relation_4900
src_Sculpture_1935,src_Fictional-Person_2214
src_University_2412,src_VicodiOI_2979
src_Philosopher_4274,src_Animal_1593
src_TemporalInterval_4354,src_Abstract-Notion_4664
src_Church_1188,src_Organisation_1393
src_Military-Organisation_1684,src_Conductor_4701
src_Time-Dependent-Relation_1013,src_Dramaturge_3667
src_Representative-Institution_4337,src_Armament_2921
src_Commodity_3290,src_Monastery_3989
src_Musician_3611,src_Field-of-Knowledge_4441
src_Disease_3520,src_Criminal_3762
src_Environment_2645,src_King_2811
src_Foreign-Minister_3090,src_Saint_2699
src_Religious-Ideology_1459,src_Disease_4919
src_Political-Symbol_4645,src_Public-Oration_157
src_Economist_3148,src_Physician_2006
src_Author_442,src_Person_3615
src_Trial_1411,src_Economic-Symbol_21
src_Religious-Ideology_412,src_Work-of-Art_834
src_Election_4369,src_Crime_1952
src_Uprising_3053,src_Functionary_3593
src_Leader_1892,src_Social-Group_3465
src_Publisher_3653,src_Person-Role_88
src_Cathedral_1419,src_Trades-Unionist_16
src_Ecclesiarch_3963,src_Psychologist_4919
src_Publisher_4815,src_Intellectual-Movement_793
src_Relic_233,src_Liturgical-Object_2830
src_Population-Movement_1876,src_Military-Person_1451
src_Individual_2107,src_Election_3032
src_Architect_165,src_Religious-Practice_765
src_Food_4984,src_Location_2970
src_Cathedral_4890,src_Functionary_3321
src_Physician_1079,src_Conductor_4906
src_Foreign-Minister_3405,src_Artistic-Movement_3003
src_Journalist_4979,src_Philanthropist_650
src_Creator_4968,src_League_41
src_Village_519,src_Person_2292
src_Piece-of-Music_4352,src_Geographical-Discovery_3849
src_Geographical-Region_3114,src_Piece-of-Music_1277
src_Cultural-Organisation_2205,src_Meeting_4519
src_Village_1428,src_Badge_1931
src_Journalist_3823,src_Journal_4926
src_Trades-Unionist_1199,src_Jurist_3201
src_University_3338,src_Writing_4236
src_Village_3670,src_Leader_680
src_Party_2578,src_Ritual_192
src_Pollution_4920,src_Pamphlet_2877
src_Economic-Symbol_3015,src_Conceptual-Object_3701
src_Structure_1485,src_Political-Organisation_3656
src_Person-Role_2994,src_Trades-Unionist_4446
src_Treaty_3575,src_Building_1048
src_Dramaturge_2149,src_Secular-Leader_2858
src_Political-Organisation_627,src_Sultan_3009
src_Intra-State-Group_1567,src_Fictional-Person_4543
src_Economic-Process_949,src_Trades-Union_1552
src_Person_4461,src_Political-Symbol_2815
src_Structure_2055,src_Ritual_4834
src_Dynasty_986,src_Technical-Scientific-Advance_1464
src_Creator_3658,src_Structure_2307
src_King_279,src_Politician_1085
src_Clothing_874,src_Ethnic-Group_523
src_Technical-Scientific-Advance_219,src_National-Symbol_1488
src_Composer_4765,src_Vehicle_1360
src_Piece-of-Music_4203,src_Military-Organisation_3330
src_Composer_2268,src_Head-of-Government_2312
src_Artistic-Movement_1826,src_Sculptor_3438
src_Idea_3793,src_Fictional-Person_3837
src_Architect_1834,src_Idea_2915
src_Public-Oration_223,src_Settlement_1697
src_Author_1769,src_Engineer_1129
src_Life-Event_3821,src_Sultan_4641
src_Artefact_4533,src_Other-Religious-Person_2648
src_Educational-Organisation_2866,src_Idea_1204
src_Geographical-Discovery_4095,src_Battle_2934
src_Film-Maker_3098,src_Entertainer_3611
src_Artistic-Movement_1555,src_Cultural-Organisation_1263
src_Cultural-Agreement_3679,src_Secular-Ideology_1088
src_Disaster_1382,src_Pamphlet_3604
src_Liturgical-Object_32,src_Minister_624
src_Time-Dependent-Relation_870,src_Theologian_591
src_Disease_4229,src_Treaty_451
src_Cathedral_1637,src_Prince_1947
src_Scientific-Instrument_1743,src_Discoverer_672
src_Masonic-Lodge_1734,src_Religious-Movement_2413
src_Jurist_1389,src_Writing_4812
src_Treaty_2326,src_Social-Stratum_911
src_Vehicle_4178,src_Representative-Institution_1721
src_Board_1748,src_Publisher_2738
src_Saint_4631,src_Political-Organisation_3744
src_Philosopher_1344,src_Governmental-Organisation_3769
src_Musician_111,src_Military-Organisation_2754
src_Artist_3015,src_Physician_4466
src_Intellectual-Movement_2365,src_Jurist_960
src_Dynasty_3117,src_Trades-Unionist_3797
src_Philanthropist_1079,src_Military-Unit_3800
src_VicodiOI_345,src_Ecclesiarch_1261
src_Economist_14,src_Organisation_2528
src_Head-of-State_2540,src_Educational-Organisation_156
src_Category_4371,src_Battle_2299
src_Composer_4009,src_Cleric_3776
src_Foreign-Minister_1699,src_Battle_705
src_Uprising_3118,src_Painting_2426
src_Settlement_2524,src_Publisher_3888
src_Geographical-Feature_3994,src_League_3844
src_Economic-Process_4917,src_Religious-Practice_727
src_Pollution_1012,src_Time_3864
src_King_993,src_Meeting_4199
src_Painting_2906,src_Economic-Enterprise_1341
src_Painting_1084,src_Ethnic-Group_4746
src_Leader_3295,src_Sculpture_1179
src_Military-Unit_4620,src_Fictional-Person_3870
src_Political-Organisation_3882,src_Film-Maker_3739
src_Saint_1280,src_Film-Maker_1545
src_Dancer_2885,src_Foreign-Minister_3657
src_Village_1860,src_Economic-Process_4771
src_Economic-Enterprise_724,src_Relic_2988
src_Ship_4587,src_Treaty_985
src_Discoverer_3122,src_Economic-Process_330
src_Pamphlet_1675,src_Category_2430
src_Cultural-Organisation_3543,src_Cultural-Organisation_4798
src_Pastime_3412,src_Vehicle_1937
src_Painting_3139,src_Criminal_1164
src_Movement_3720,src_War_555
src_Clothing_3731,src_Life-Event_1401
src_University_1380,src_Period_2536
src_Foreign-Minister_2651,src_Badge_1589
src_Foreign-Minister_3837,src_Creator_2987
src_Pollution_4427,src_Economic-Organisation_2234
src_Category_4468,src_Scandal_2267
src_Scandal_2618,src_Cathedral_612
src_Military-Person_3658,src_Professor_4707
src_Head-of-Government_4805,src_Crime_2896
src_Animal_1020,src_Public-Oration_83
src_Field-of-Knowledge_1144,src_Battle_1199
src_Structure_3687,src_Trade-Association_418
src_Publisher_2971,src_Saint_4042
src_Relic_452,src_Functionary_1877
src_Artistic-Movement_4686,src_Vehicle_3932
src_Political-Symbol_1725,src_Musician_102
src_Diplomat_4484,src_Sculptor_2253
src_Intellectual-Movement_4326,src_Ethnic-Group_3223
src_Ethnic-Group_4092,src_Public-Oration_3916
src_Object_3884,src_Diplomat_3638
src_Intellectual-Movement_2042,src_Church-Reformer_2465
src_Time-Dependent_2081,src_Cathedral_3481
src_Painter_778,src_Musician_4411
src_Work-of-Art_413,src_Business-Leader_4497
src_Church-Reformer_3141,src_Building_3373
src_Political-Symbol_3982,src_Population-Movement_3032
src_Jurist_2754,src_Other-Religious-Person_3480
src_Fictional-Event_400,src_Landmark_4804
src_Intra-State-Group_1990,src_Saint_4237
src_Trades-Unionist_2813,src_Village_1596
src_Business-Leader_1139,src_Abbey_570
src_Intra-State-Group_2639,src_International-Alliance_4287
src_Abstract-Notion_4732,src_Individual_3802
src_Writing_4512,src_Public-Oration_3090
src_Meeting_4255,src_Actor_1791
src_Political-Organisation_1120,src_Management-Organisation_3432
src_Ideology_3905,src_Entertainer_4914
src_Publisher_694,src_Saint_1681
src_Piece-of-Music_269,src_Field-of-Knowledge_2662
src_Saint_1285,src_Saint_4381
src_Uprising_717,src_Illness_90
src_Political-Symbol_3737,src_Business-Leader_2264
src_Geographer_134,src_Physician_1877
src_Monastery_3543,src_Secular-Movement_4838
src_Religious-Community_600,src_Event_4282
src_Time-Dependent_3120,src_Public-Oration_3717
src_TemporalInterval_1740,src_Monastery_1820
src_Landmark_653,src_Vehicle_4375
src_Sculpture_1916,src_Head-of-Government_4304
src_Structure_1716,src_Ship_1767
src_Disease_3293,src_Intra-State-Group_2143
src_Social-Stratum_969,src_Art-Form_4441
src_Minister_3855,src_Journal_3162
src_Saint_2709,src_Newspaper_2444
src_Trade-Association_3539,src_Building_734
src_Board_4595,src_Church-Reformer_4081
src_Crime_124,src_Pamphlet_2320
src_Environment_893,src_Illness_2210
src_Secular-Ideology_3670,src_Musician_2776
src_Object_2099,src_Art-Form_1389
src_Life-Event_3154,src_Train_3983
src_Creator_1107,src_League_1089
src_Clerical-Leader_3319,src_Period-in-Office_3890
src_Management-Organisation_4793,src_Language_766
src_Creator_4018,src_Social-Group_38
src_Religious-Organisation_361,src_FuzzyTemporalInterval_2230
src_Liturgical-Object_2854,src_Actor_4660
src_FuzzyTemporalInterval_4799,src_Artistic-Style_4808
src_Artistic-Style_1916,src_Musician_860
src_Vehicle_1181,src_Structure_1
src_Political-Symbol_3228,src_Musician_2563
src_Badge_605,src_Social-Group_3043
src_Religious-Order_226,src_Religious-Symbol_423
src_Intellectual-Construct_914,src_Badge_1575
src_Journal_257,src_Social-Group_3687
src_Philosopher_3827,src_Publisher_844
src_Leader_3866,src_Military-Person_2765
