src_Engineer_298,src_Language_4326
src_Dynasty_1156,src_Category_3484
src_Public-Oration_4451,src_Non-Military-Conflict_1099
src_Pamphlet_4128,src_Cathedral_4126
src_Geographical-Feature_3853,src_Location_3779
src_Politician_3737,src_War_3571
src_Leader_633,src_Entertainer_1273
src_Entertainer_3333,src_Religious-Community_598
src_Musician_1875,src_Religious-Ideology_4039
src_Measurable-Trend_169,src_Abbey_4892
src_Sultan_2843,src_Religious-Ideology_1517
src_Field-of-Knowledge_2181,src_Secular-Movement_2211
src_Sculpture_2331,src_Discoverer_256
src_Individual_868,src_Pollution_1860
src_Foreign-Minister_2044,src_Crime_1045
src_Cultural-Organisation_0,src_Relic_4530
src_Election_3213,src_Water_1860
src_Management-Organisation_4321,src_Period-in-Office_2489
src_Geographical-Feature_1979,src_Scientist_319
src_Artist_3663,src_Philosopher_2666
src_Journalist_3673,src_Economic-Symbol_4666
src_Conceptual-Object_2939,src_Clothing_131
src_Writing_2562,src_Clerical-Leader_1410
src_Sportsman_2194,src_Representative-Institution_4865
src_Inventor_4025,src_International-Organisation_32
src_Military-Person_2121,src_Cathedral_2097
src_Ship_3423,src_Entertainer_4989
src_Environment_4281,src_Creator_3727
src_Sultan_2757,src_Intellectual-Construct_869
src_Artistic-Movement_3204,src_Musician_3239
src_Painting_3205,src_Village_4910
src_Landmark_742,src_Secular-Ideology_2538
src_Intellectual-Movement_3477,src_Theologian_31
src_Badge_2268,src_Leader_3333
src_Philanthropist_883,src_Diplomat_4147
src_Cultural-Agreement_3695,src_Technical-Scientific-Advance_416
src_Book_993,src_Writing_3613
src_Vehicle_1746,src_Event_1506
src_VicodiOI_586,src_Composer_4460
src_Pope_3112,src_Diplomat_2215
src_Period-in-Office_1395,src_Relic_2198
src_Religious-Community_2550,src_Time_3124
src_Movement_1418,src_Magnate_3886
src_Monastery_1446,src_Landmark_3423
src_Sculpture_810,src_Newspaper_4399
src_Secular-Ideology_225,src_Criminal_4073
src_Social-Stratum_2173,src_Secular-Leader_1272
src_Secular-Ideology_3452,src_Badge_1213
src_Scientific-Instrument_759,src_Board_2703
src_Role_3852,src_Election_2104
src_Other-Religious-Leader_1441,src_Scandal_3480
src_Idea_1561,src_Stereotype-Group_2089
src_Illness_788,src_Dramaturge_3998
src_Illness_4790,src_Natural-Object_4832
src_Magnate_4833,src_Foreign-Minister_2934
src_Work-of-Art_590,src_Intellectual-Movement_40
src_Economic-Process_1351,src_Military-Unit_1200
src_Art-Form_1760,src_Jurist_1422
src_Sculptor_3388,src_Religious-Leader_2431
src_Geographical-Region_1572,src_Entertainer_3977
src_Sultan_570,src_Entertainer_4806
src_Architect_356,src_Psychologist_1426
src_Sultan_1852,src_Sultan_618
src_Object_1635,src_Board_4227
src_Jurist_1790,src_Field-of-Knowledge_2452
src_Country_3697,src_Food_1218
src_Ethnic-Group_2999,src_Sculpture_4454
src_Piece-of-Music_4396,src_Foreign-Minister_1116
src_Trades-Union_3602,src_Emperor_2683
src_Film-Maker_3871,src_King_900
src_Political-Organisation_4576,src_Queen_96
src_Philosopher_4886,src_Sportsman_499
src_Ideology_3143,src_Flavour_1479
src_Idea_2696,src_Election_1663
src_Period_4974,src_Armament_3337
src_Business-Leader_436,src_Theologian_2966
src_Philosopher_2470,src_International-Organisation_4033
src_Technical-Scientific-Advance_3131,src_Actor_4761
src_International-Alliance_1722,src_Armament_405
src_Entertainer_644,src_VicodiOI_4635
src_Individual_1743,src_League_4446
src_Uprising_3194,src_Non-Military-Conflict_1090
src_Person_4364,src_Entertainer_1692
src_Management-Organisation_3088,src_Psychologist_1458
src_Politician_3019,src_VicodiOI_4540
src_Diplomat_397,src_Diplomat_1638
src_Minister_3181,src_Animal_3740
src_Ship_919,src_Event_2857
src_Time_1401,src_Secular-Movement_3467
src_Person-Role_2396,src_Discoverer_2750
src_Pollution_2158,src_Legislation_3331
src_Philanthropist_2988,src_Person_1413
src_Election_1756,src_City_2865
src_Minister_4800,src_Conductor_703
src_Engineer_2431,src_Trial_169
src_Ship_1101,src_Functionary_3014
src_Artistic-Style_2131,src_Flavour_1348
src_Dynasty_1066,src_Period_1240
src_Pollution_2952,src_Work-of-Art_3539
src_Other-Religious-Leader_789,src_Other-Religious-Leader_2619
src_Person-Role_935,src_Abbey_4106
src_Representative-Institution_4553,src_Geographical-Region_1744
src_Ethnic-Group_1274,src_Religious-Practice_4520
src_Monastery_930,src_Population-Movement_2545
src_Military-Person_4487,src_Economic-Process_1587
src_Artefact_4366,src_Event_796
src_Secular-Ideology_2758,src_Painter_2022
src_Military-Unit_2733,src_Leader_2567
src_Jurist_1798,src_Treaty_1749
src_Trial_650,src_Legislation_596
src_Psychologist_2115,src_Water_789
src_Economic-Enterprise_4312,src_King_4340
src_Pamphlet_1490,src_Professor_2782
src_FuzzyTemporalInterval_2126,src_Relic_2845
src_Idea_2955,src_Board_1186
src_Emperor_3283,src_Political-Organisation_1518
src_Armament_4558,src_Masonic-Lodge_2333
src_Philanthropist_4025,src_Trades-Union_2575
src_Time-Dependent-Relation_4046,src_Scientific-Instrument_1964
src_Meeting_1157,src_Pope_324
src_Publisher_3336,src_Battle_1536
src_Economist_2797,src_Composer_1656
src_Ecclesiarch_3564,src_Measurable-Trend_1010
src_Village_2552,src_Flavour_3628
src_Time-Dependent_4371,src_Economic-Process_2942
src_Board_1489,src_Economic-Enterprise_3031
src_Sculpture_3223,src_Trial_2778
src_Painting_4396,src_Other-Religious-Leader_2540
src_Religious-Practice_1981,src_Dynasty_3413
src_Criminal_1431,src_Economic-Process_3961
src_Functionary_3477,src_Idea_1138
src_Theologian_3378,src_Movement_4332
src_Ideology_1208,src_Pope_605
src_Scientist_1887,src_Musician_2374
src_Movement_3945,src_Piece-of-Music_1930
src_Illness_3082,src_Criminal_1818
src_Magnate_4460,src_Representative-Institution_3754
src_Non-Military-Conflict_3113,src_Social-Stratum_3844
src_Fictional-Event_2714,src_Theologian_4575
src_Masonic-Lodge_4140,src_Structure_1755
src_Animal_322,src_Meeting_1804
src_Secular-Movement_3333,src_Non-Military-Conflict_2697
src_Religious-Leader_3897,src_Economic-Organisation_1424
src_Water_3097,src_Economist_3663
src_Object_1899,src_Religious-Movement_585
src_Work-of-Art_4461,src_Religious-Community_1604
src_Geographical-Discovery_823,src_Religious-Practice_3995
src_Badge_802,src_Business-Leader_3301
src_Clerical-Leader_4846,src_Monastery_4721
src_Cultural-Organisation_2553,src_Ecclesiarch_4275
src_Saint_1571,src_Conductor_2136
src_Social-Group_575,src_Crime_1610
src_Entertainer_2380,src_Cathedral_1992
src_Political-Region_2074,src_War_1125
src_Election_2303,src_Head-of-State_3852
src_Secular-Movement_2825,src_Person_4509
src_Fictional-Person_1150,src_Religious-Leader_3062
src_Cathedral_2471,src_Economic-Symbol_1081
src_Trial_2443,src_Book_4198
src_Author_2519,src_Fictional-Person_1437
src_Dramaturge_1268,src_Philanthropist_578
src_Emperor_2145,src_Scientist_2037
src_Time-Dependent-Relation_1695,src_Professor_908
src_Other-Religious-Leader_4772,src_Flavour_392
src_Governmental-Organisation_4990,src_Politician_4793
src_Life-Event_1489,src_Village_4703
src_VicodiOI_2076,src_Country_4150
src_Art-Form_2966,src_Psychologist_141
src_Trade-Association_2150,src_Religious-Movement_4147
src_Building_2440,src_Publisher_910
src_Emperor_2579,src_Work-of-Art_1513
src_Intellectual-Construct_3423,src_Ideology_793
src_Scandal_4188,src_Train_2989
src_Intellectual-Construct_3325,src_Environment_1328
src_Clerical-Leader_1475,src_Emperor_2725
src_Church-Reformer_3519,src_Dynasty_4021
src_Theologian_3063,src_Geographical-Region_1719
src_Intra-State-Group_3274,src_Country_3197
src_League_1775,src_Queen_542
src_Scientific-Instrument_302,src_Conductor_4174
src_Crime_3722,src_Organisation_3351
src_Technical-Scientific-Advance_1638,src_Ship_913
src_Pollution_4645,src_Treaty_341
src_Dramaturge_366,src_Geographical-Region_3682
src_Church_508,src_Period_4410
src_Scientist_1251,src_Individual_1781
src_Armament_3678,src_Scientist_3304
src_Author_4174,src_Religious-Practice_417
src_Discoverer_2901,src_Architect_4785
src_Badge_345,src_Fictional-Person_1582
src_Discoverer_1099,src_Movement_2420
src_Technical-Scientific-Advance_3375,src_Military-Unit_448
src_Ethnic-Group_2926,src_VicodiOI_1113
src_Leader_1480,src_Ritual_1395
src_Trades-Unionist_4389,src_Journalist_4241
src_Trade-Association_306,src_Landmark_2062
src_Religious-Ideology_3185,src_Individual_704
src_Economic-Process_4008,src_Trade-Association_3506
src_Commodity_716,src_Individual_389
src_Other-Religious-Leader_4911,src_Building_1170
src_Train_1036,src_Other-Religious-Leader_926
src_Ethnic-Group_2667,src_Artistic-Style_4651
src_Illness_3808,src_International-Alliance_1303
src_Field-of-Knowledge_3886,src_Geographical-Region_914
src_Creator_2953,src_Military-Unit_1633
src_Animal_1337,src_FuzzyTemporalInterval_1666
src_Field-of-Knowledge_4754,src_Election_3580
src_Train_2489,src_Author_2437
src_Sculpture_1673,src_Economic-Process_1335
src_Head-of-Government_3402,src_Symbol_2456
src_Pope_507,src_Painting_220
src_Time-Dependent-Relation_4135,src_Emperor_4017
src_Economic-Process_3059,src_Queen_287
src_Head-of-State_3223,src_Journalist_794
src_Pastime_1643,src_Legislation_1821
src_Secular-Movement_2505,src_Geographical-Feature_1541
src_Religious-Movement_3080,src_Conductor_711
src_Dynasty_4425,src_Religious-Community_4823
src_Business-Leader_642,src_Foreign-Minister_3638
src_Trades-Unionist_2288,src_Geographical-Feature_2175
src_Queen_1081,src_Pope_3910
src_Political-Organisation_2535,src_Masonic-Lodge_1493
src_Location-Part-Relation_161,src_Religious-Practice_141
src_Intra-State-Group_3339,src_Leader_3069
src_Environment_2774,src_Management-Organisation_2634
src_Cultural-Organisation_4379,src_Geographical-Feature_1468
src_Non-Military-Conflict_3696,src_Category_1912
src_Illness_2445,src_Theologian_263
src_Emperor_4480,src_Ship_3138
src_Inventor_340,src_Settlement_4896
src_Diplomat_1976,src_Pamphlet_1590
src_Category_348,src_Professor_1442
src_Location-Part-Relation_3735,src_Political-Symbol_4948
src_Governmental-Organisation_4795,src_Party_2266
src_Uprising_1730,src_Ship_1462
src_Relic_2642,src_Life-Event_3198
src_Location_1228,src_Intellectual-Movement_2711
src_Professor_106,src_Cultural-Agreement_3087
src_Individual_230,src_Flavour_4350
src_Abbey_3063,src_Pollution_424
src_Symbol_1694,src_Commodity_3746
src_FuzzyTemporalInterval_4376,src_Religious-Ideology_2630
src_Commodity_588,src_Language_333
src_Educational-Organisation_2972,src_Cultural-Agreement_3159
src_Environment_3800,src_Event_66
src_Religious-Order_3461,src_Fictional-Event_3877
src_Landmark_3413,src_Time-Dependent_2488
src_Religious-Symbol_4152,src_Fictional-Person_746
src_Queen_1289,src_Language_2622
src_Armament_2627,src_Discoverer_4555
src_Jurist_1778,src_Military-Person_4007
src_Economist_686,src_Musician_3543
src_Category_4297,src_Category_3886
src_Saint_2042,src_Public-Oration_3647
src_Scientific-Instrument_4354,src_Person-Role_56
src_Commodity_2476,src_Church_4429
src_Secular-Movement_602,src_Cleric_2270
src_Treaty_4026,src_National-Symbol_831
src_Intra-State-Group_903,src_Philanthropist_1546
src_Sculptor_4108,src_Life-Event_1746
src_Religious-Ideology_627,src_Actor_3366
src_Artistic-Style_4140,src_Secular-Movement_4665
src_Treaty_1257,src_Badge_2898
src_Organisation_1142,src_Pope_3437
src_Disaster_1334,src_Professor_2637
src_Period-in-Office_2072,src_Sportsman_324
src_Film-Maker_825,src_Cleric_2920
src_Secular-Ideology_2714,src_Idea_4212
src_Economic-Organisation_4762,src_Trades-Union_1496
src_Individual_551,src_Time-Dependent_3454
src_Religious-Order_3030,src_Functionary_4739
src_Intellectual-Construct_1826,src_Measurable-Trend_973
src_Criminal_2769,src_Criminal_2719
src_Political-Organisation_217,src_Settlement_3726
src_Armament_554,src_Train_3559
src_Commodity_1965,src_Uprising_3552
src_Jurist_4354,src_Pope_3103
src_Natural-Object_2520,src_Work-of-Art_2419
src_Governmental-Organisation_4372,src_Philanthropist_981
src_Leader_1389,src_Jurist_2650
src_Professor_3790,src_National-Symbol_1032
src_Commodity_1746,src_Ideology_2674
src_Entertainer_1046,src_Author_3202
src_Cleric_2288,src_TemporalInterval_4563
src_Prince_2238,src_Political-Region_1920
src_Population-Movement_3065,src_Intellectual-Movement_3867
src_Animal_1913,src_Intra-State-Group_2734
src_Fictional-Person_697,src_Engineer_576
src_Religious-Movement_866,src_Settlement_4660
src_Inventor_2062,src_Village_1084
src_Pamphlet_1731,src_Uprising_3318
src_Location-Part-Relation_776,src_Vehicle_3792
src_Social-Group_4835,src_Secular-Movement_4301
src_Head-of-State_4744,src_Economic-Enterprise_2164
src_Church-Reformer_1991,src_Piece-of-Music_3009
src_Head-of-State_3044,src_International-Alliance_4330
src_Clerical-Leader_1786,src_Idea_2224
src_Psychologist_2097,src_Role_3104
src_Economist_1763,src_Diplomat_4773
src_Painting_1903,src_Category_4484
src_Diplomat_4381,src_Pastime_2780
src_Governmental-Organisation_1457,src_Saint_295
src_War_4490,src_FuzzyTemporalInterval_4090
src_Party_586,src_Uprising_3381
src_VicodiOI_4543,src_University_2591
src_Book_4664,src_Conductor_41
src_Actor_540,src_Politician_2717
src_Trades-Union_19,src_Vehicle_763
src_Settlement_1280,src_Illness_455
src_Disease_3446,src_Educational-Organisation_4443
src_Period_80,src_Religious-Leader_3021
src_Painter_4557,src_Geographical-Region_4092
src_Treaty_2800,src_Minister_748
src_Business-Leader_4629,src_Film-Maker_2148
src_Geographer_768,src_Sultan_4416
src_Social-Stratum_4224,src_Military-Person_1376
src_Functionary_4472,src_Period-in-Office_3332
src_Cathedral_4869,src_FuzzyTemporalInterval_2018
src_Secular-Ideology_2147,src_Scientific-Instrument_3262
src_Fictional-Person_1627,src_Saint_3301
src_Relic_1079,src_Philanthropist_365
src_Stereotype-Group_3799,src_Magnate_3028
src_Trades-Union_4315,src_Conductor_2420
src_Intellectual-Movement_2056,src_Intra-State-Group_3624
src_Philosopher_160,src_Head-of-State_3494
src_Animal_4274,src_Work-of-Art_129
src_Conductor_2680,src_Time-Dependent_1633
src_Author_2263,src_Landmark_1761
src_Animal_186,src_Entertainer_1622
src_Composer_3799,src_Piece-of-Music_2423
src_Prince_1155,src_Field-of-Knowledge_2692
src_Inventor_4761,src_Economic-Organisation_495
src_Diplomat_2485,src_Scientist_3465
src_Ideology_1167,src_Cultural-Organisation_2387
src_Newspaper_11,src_Role_203
src_Flavour_1998,src_Election_2535
src_Relic_1011,src_Time_4377
src_Queen_3674,src_Religious-Community_4446
src_Economic-Enterprise_2026,src_Movement_2404
src_War_2838,src_Symbol_152
src_Environment_3627,src_Ritual_3170
src_Painting_2794,src_Social-Stratum_4790
src_Structure_3744,src_Landmark_3871
src_Geographer_242,src_Political-Organisation_4113
src_League_726,src_King_259
src_Governmental-Organisation_1709,src_Political-Symbol_3800
src_International-Organisation_421,src_City_945
src_Engineer_747,src_Pollution_520
src_Party_1670,src_Liturgical-Object_2667
src_Journal_238,src_Religious-Community_475
src_Non-Military-Conflict_2898,src_Artistic-Style_65
src_Actor_2817,src_TemporalInterval_3484
src_Event_1145,src_Election_1977
src_Life-Event_3028,src_Life-Event_1359
src_Architect_2064,src_Person-Role_4357
src_Treaty_1901,src_Event_4459
src_Emperor_193,src_Art-Form_194
src_Trades-Union_3255,src_Clothing_729
src_Religious-Leader_295,src_Geographical-Discovery_3853
src_Book_2974,src_Location-Part-Relation_4476
src_Military-Organisation_3926,src_Sculpture_3718
src_League_4537,src_Artistic-Style_1920
src_Engineer_4527,src_Food_38
src_Location_639,src_Composer_4908
src_Religious-Symbol_625,src_Period_4090
src_Art-Form_4562,src_Minister_4042
src_City_2985,src_Cleric_983
src_Film-Maker_726,src_Pollution_2796
src_Professor_4306,src_Business-Leader_125
src_Inventor_3354,src_Crime_1862
src_Location_3525,src_Author_3231
src_Trade-Association_3957,src_Abstract-Notion_1160
src_City_2674,src_Ideology_1103
src_Country_3666,src_Time_883
src_Secular-Movement_1501,src_Cleric_395
src_Newspaper_2428,src_Religious-Symbol_1353
src_Stereotype-Group_2209,src_Diplomat_2436
src_Artistic-Movement_4458,src_Event_190
src_Economic-Symbol_1519,src_Measurable-Trend_4596
src_King_2107,src_Person_1451
src_Dancer_760,src_Ship_749
src_Cultural-Organisation_4747,src_Geographical-Feature_3415
src_Cultural-Agreement_2574,src_Disease_198
src_Dramaturge_964,src_Idea_3214
src_Clerical-Leader_2695,src_Event_2527
src_Pamphlet_3589,src_Language_1788
src_Train_4881,src_FuzzyTemporalInterval_521
src_Trade-Association_4766,src_Leader_328
src_Person-Role_2047,src_Writing_512
src_Stereotype-Group_2729,src_Artistic-Movement_1331
src_Location-Part-Relation_1898,src_Sportsman_1227
src_Time-Dependent_1186,src_Country_2552
src_Uprising_2975,src_Artist_4248
src_Newspaper_728,src_Landmark_3235
src_Ethnic-Group_3367,src_Commodity_4506
src_Monastery_2017,src_Church_2748
src_Ethnic-Group_602,src_Monastery_469
src_Magnate_4217,src_Religious-Movement_1283
src_Intellectual-Movement_891,src_International-Alliance_958
src_Trade-Association_1363,src_Religious-Order_2283
src_Jurist_3639,src_Religious-Organisation_4973
src_Book_4757,src_Military-Person_2601
src_Artistic-Movement_2621,src_International-Organisation_3052
src_Engineer_4144,src_Language_4835
src_Philosopher_3566,src_Newspaper_918
src_Engineer_398,src_Social-Stratum_3370
src_Emperor_3102,src_Piece-of-Music_1763
src_Religious-Symbol_2714,src_Legislation_1578
src_Pastime_1569,src_Disaster_648
src_Jurist_3307,src_Cathedral_4903
src_Disease_4110,src_Country_2745
src_Movement_3000,src_FuzzyTemporalInterval_2184
src_Event_615,src_Dynasty_793
src_Artefact_4276,src_Non-Military-Conflict_694
src_Abstract-Notion_1782,src_Pollution_870
src_Badge_1715,src_Geographical-Feature_4130
src_Saint_3833,src_Jurist_1191
src_Meeting_1883,src_Film-Maker_1684
src_Commodity_3911,src_Badge_3079
src_Book_4476,src_Ethnic-Group_368
src_Political-Region_2449,src_Intra-State-Group_4073
src_Cleric_2576,src_Illness_2848
src_Sculptor_745,src_Clerical-Leader_2499
src_Political-Organisation_4955,src_Pamphlet_2639
src_Event_3269,src_Abbey_4389
src_Discoverer_1299,src_Composer_1650
src_University_4868,src_Professor_4649
src_Other-Religious-Leader_1608,src_Animal_4335
src_Prince_2447,src_Military-Unit_2514
src_Armament_4269,src_Physician_3431
src_Ideology_1929,src_Cultural-Organisation_2927
src_Politician_1884,src_Natural-Object_1349
src_Liturgical-Object_2327,src_Sculptor_2310
src_Artist_462,src_Location-Part-Relation_1245
src_Cleric_305,src_Clothing_4843
src_Idea_4728,src_Leader_416
src_Category_4110,src_Period_3552
src_Object_2959,src_Head-of-Government_2709
src_Liturgical-Object_3011,src_University_3260
src_Pope_1477,src_FuzzyTemporalInterval_3863
src_Time-Dependent_1732,src_Conductor_4463
src_Discoverer_3808,src_Secular-Ideology_3723
src_Board_4761,src_Idea_4857
src_Country_897,src_Saint_4120
src_Train_978,src_Social-Stratum_2760
src_Pollution_1170,src_Meeting_782
src_Astronaut_4427,src_Church_1088
src_Stereotype-Group_3943,src_Religious-Practice_3601
src_Magnate_1176,src_Religious-Order_346
src_Trial_4790,src_Church_2598
src_Actor_3577,src_Non-Military-Conflict_2847
src_University_3494,src_Geographical-Feature_1346
src_Political-Region_727,src_Clothing_3772
src_Trades-Unionist_915,src_Fictional-Event_912
src_Geographer_2917,src_Economic-Enterprise_1062
src_Ritual_1895,src_Scientist_1833
src_Technical-Scientific-Advance_3751,src_Cultural-Agreement_925
src_Time_2906,src_Cathedral_1314
src_Artistic-Movement_2205,src_Treaty_170
src_Professor_3923,src_International-Alliance_2275
src_Composer_3225,src_Environment_4938
src_Discoverer_2925,src_Economic-Symbol_3741
src_FuzzyTemporalInterval_4764,src_International-Alliance_426
src_Animal_218,src_Engineer_2273
src_Cathedral_1605,src_Time-Dependent-Relation_434
src_Geographical-Feature_4370,src_Secular-Leader_4181
src_Church_3017,src_Measurable-Trend_1997
src_Field-of-Knowledge_4293,src_Cleric_3271
src_Painting_1003,src_Relic_4917
src_University_1628,src_Population-Movement_3041
src_Sculpture_1093,src_King_2944
src_Geographical-Region_788,src_Vehicle_3926
src_Jurist_2629,src_Disease_4407
src_Dancer_4554,src_Ecclesiarch_273
src_Event_897,src_Religious-Ideology_1020
src_Artefact_447,src_Politician_386
src_Church_3970,src_Pamphlet_409
src_Stereotype-Group_2157,src_Head-of-Government_4650
src_Individual_4340,src_Person-Role_3181
src_Trial_3199,src_Actor_1307
src_VicodiOI_4188,src_Ecclesiarch_735
src_Composer_4069,src_Work-of-Art_2258
src_Psychologist_3624,src_TemporalInterval_2291
src_Ecclesiarch_3677,src_Magnate_1951
src_League_2202,src_Ethnic-Group_538
src_Disaster_674,src_Religious-Movement_2458
src_Social-Stratum_2061,src_Artistic-Movement_2955
src_Event_3049,src_Ship_4669
src_Artefact_710,src_Location-Part-Relation_4655
src_Professor_150,src_Object_2782
src_Pastime_635,src_Train_742
src_Emperor_1843,src_Public-Oration_883
src_Idea_1903,src_Ecclesiarch_2956
src_Film-Maker_4033,src_Ethnic-Group_2877
src_Fictional-Event_4212,src_Ritual_3432
src_Jurist_3109,src_Engineer_2736
src_Religious-Community_1838,src_Building_3657
src_Fictional-Event_988,src_Economic-Symbol_3879
src_Secular-Movement_3334,src_Cathedral_3489
src_Food_3358,src_Economic-Organisation_3777
src_Painter_4036,src_Secular-Leader_4308
src_Representative-Institution_2342,src_Cleric_2432
src_Ethnic-Group_2892,src_Religious-Ideology_1807
src_Measurable-Trend_4223,src_Economic-Enterprise_3959
src_Idea_930,src_Engineer_4027
src_Economic-Organisation_4280,src_Ideology_3545
src_Role_2837,src_Minister_224
src_Vehicle_1393,src_Artistic-Style_1606
src_Dramaturge_1663,src_Sculpture_1468
src_Emperor_4507,src_Military-Person_991
src_Leader_2730,src_Newspaper_4036
src_Piece-of-Music_4636,src_Criminal_4879
src_Astronaut_4516,src_Musician_3119
src_Conceptual-Object_3744,src_Conceptual-Object_3042
src_Ecclesiarch_2099,src_Criminal_2984
src_Natural-Object_544,src_Entertainer_2614
src_Politician_3874,src_Artistic-Style_1738
src_Religious-Practice_3862,src_Election_1366
src_Conceptual-Object_2786,src_Economic-Process_683
src_Time-Dependent-Relation_1743,src_Organisation_243
src_Professor_2521,src_Intra-State-Group_4747
src_Location_4439,src_Time-Dependent-Relation_2291
src_Psychologist_3182,src_Language_3060
src_Publisher_3720,src_Philosopher_869
src_Work-of-Art_858,src_Discoverer_4753
src_Monastery_2299,src_Field-of-Knowledge_4552
src_Geographical-Region_1927,src_Emperor_1769
src_Astronaut_1332,src_Person_1457
src_Monastery_2685,src_Economic-Organisation_3010
src_TemporalInterval_2929,src_Inventor_2779
src_Ethnic-Group_2416,src_Writing_4584
src_Publisher_4188,src_Social-Group_2550
src_Conceptual-Object_3266,src_Author_4165
src_Cleric_2724,src_Person-Role_802
src_Masonic-Lodge_2079,src_Technical-Scientific-Advance_4072
src_Religious-Leader_3431,src_Disaster_563
src_Clothing_4387,src_Political-Region_4640
src_Criminal_2491,src_Physician_4484
src_Fictional-Person_1246,src_Publisher_4312
src_War_144,src_Pamphlet_598
src_Functionary_4880,src_Secular-Ideology_634
src_Pollution_2607,src_Election_4168
src_King_1164,src_Art-Form_2030
src_Organisation_517,src_Train_669
src_Dramaturge_3440,src_TemporalInterval_1682
src_Church-Reformer_3152,src_Religious-Symbol_4907
src_Discoverer_99,src_Musician_4968
src_Military-Unit_2144,src_Ethnic-Group_208
src_TemporalInterval_2814,src_Criminal_4589
src_Church_23,src_National-Symbol_4229
src_Artefact_2291,src_Geographer_3510
src_Public-Oration_1513,src_Liturgical-Object_557
src_Foreign-Minister_2632,src_Emperor_4850
src_Disaster_3796,src_Building_4300
src_Social-Stratum_1325,src_Organisation_1549
src_Time_353,src_Religious-Ideology_3225
src_Professor_2505,src_Election_1240
src_Professor_384,src_Period_758
src_Theologian_3448,src_Crime_4868
src_Clothing_4503,src_Masonic-Lodge_724
src_Journal_663,src_Business-Leader_1414
src_Artist_732,src_Criminal_4874
src_Other-Religious-Leader_2582,src_Artist_3889
src_Astronaut_3302,src_International-Organisation_3381
src_Architect_3220,src_Armament_2129
src_Sultan_543,src_Trades-Union_158
src_Head-of-Government_3847,src_Cleric_68
src_TemporalInterval_1996,src_Religious-Symbol_1329
src_Military-Organisation_4817,src_Religious-Ideology_2401
src_Idea_1970,src_Diplomat_1218
src_Physician_2003,src_Scientist_4082
src_Building_4579,src_Train_1247
src_Criminal_4829,src_Film-Maker_2979
src_Art-Form_4111,src_Building_4435
src_Jurist_907,src_FuzzyTemporalInterval_3266
src_Trades-Union_1379,src_Organisation_3446
src_Geographer_3505,src_Cleric_1495
src_Work-of-Art_4861,src_Political-Region_1039
src_Military-Unit_3807,src_Social-Stratum_1507
src_Election_212,src_Emperor_1516
src_Trades-Union_94,src_Author_506
src_Saint_3748,src_Fictional-Event_1398
src_Cultural-Organisation_2409,src_Newspaper_1682
src_Fictional-Person_1856,src_FuzzyTemporalInterval_336
src_Cultural-Agreement_1605,src_Intellectual-Movement_148
src_Sculptor_4838,src_Religious-Organisation_2118
src_Psychologist_688,src_Military-Person_824
src_Ritual_2094,src_Object_400
src_Pastime_1340,src_Economic-Enterprise_1354
src_Clerical-Leader_891,src_Military-Person_646
src_Location-Part-Relation_3877,src_Vehicle_1529
src_Criminal_351,src_Journalist_4331
src_Jurist_2015,src_Dramaturge_1268
src_Board_770,src_Architect_3643
src_Person-Role_4760,src_Head-of-State_3117
src_War_3044,src_Relic_2118
src_Social-Stratum_475,src_Philosopher_2152
src_Writing_3926,src_Publisher_2125
src_Building_1131,src_Religious-Organisation_170
src_Composer_1597,src_Pastime_74
src_Intellectual-Movement_4195,src_Journalist_3051
src_Military-Organisation_886,src_Journal_1994
src_Village_4060,src_Political-Symbol_2702
src_Pope_2914,src_Foreign-Minister_3339
src_Secular-Leader_143,src_University_62
src_War_3811,src_Ship_3176
src_Magnate_2662,src_Uprising_3097
src_Trades-Union_3005,src_Country_274
src_Economic-Enterprise_4207,src_Political-Region_574
src_Inventor_3534,src_Architect_4966
src_Role_1128,src_VicodiOI_200
src_University_1741,src_Crime_4819
src_Vehicle_4995,src_Newspaper_2570
src_Intra-State-Group_302,src_Geographer_1810
src_Time-Dependent_4347,src_University_4026
src_Creator_1555,src_Film-Maker_4030
src_Organisation_501,src_Magnate_768
src_Theologian_4876,src_Measurable-Trend_36
src_Inventor_4432,src_King_45
src_Water_1768,src_Liturgical-Object_3289
src_Ideology_3685,src_Time-Dependent-Relation_3575
src_Idea_4809,src_Public-Oration_3464
src_Astronaut_2630,src_Journalist_217
src_Movement_4524,src_Scientist_2803
src_Religious-Movement_1218,src_Train_3677
src_Relic_1830,src_Clerical-Leader_527
src_Architect_119,src_Village_2787
src_Economic-Process_4095,src_Role_3250
src_Engineer_4751,src_Sportsman_4793
src_Structure_1170,src_Natural-Object_3582
src_Treaty_1115,src_Religious-Movement_4970
src_Religious-Movement_1283,src_Election_4365
src_Inventor_1698,src_Flavour_3985
src_Economic-Process_2471,src_Geographical-Feature_4060
src_Ecclesiarch_3370,src_Period_4117
src_Organisation_2975,src_Political-Region_2250
src_Cultural-Organisation_3917,src_Disaster_2932
src_Location-Part-Relation_204,src_War_1784
src_Journal_2262,src_Representative-Institution_474
src_Board_4476,src_Ethnic-Group_3040
src_Philosopher_4441,src_Time-Dependent_584
src_Geographical-Feature_3443,src_Public-Oration_255
src_Religious-Movement_4133,src_Period_4631
src_Psychologist_138,src_Painter_532
src_Religious-Community_4877,src_Symbol_1636
src_Water_2724,src_Battle_921
