src_Religious-Community_4248,src_Sportsman_501
src_Journalist_2061,src_Conceptual-Object_3514
src_Person_1937,src_Artefact_1484
src_Field-of-Knowledge_4598,src_Field-of-Knowledge_3687
src_Village_3425,src_Commodity_3803
src_Dramaturge_1255,src_Fictional-Event_845
src_Work-of-Art_4568,src_Commodity_842
src_Management-Organisation_2875,src_Artistic-Movement_3082
src_Political-Symbol_4180,src_International-Organisation_2315
src_Period_3307,src_Physician_2161
src_Abstract-Notion_2342,src_Religious-Movement_1647
src_Artistic-Movement_4838,src_Trial_77
src_Philanthropist_823,src_Country_1727
src_Object_4560,src_FuzzyTemporalInterval_3661
src_Pastime_3347,src_Technical-Scientific-Advance_3428
src_Military-Person_4879,src_Measurable-Trend_264
src_Film-Maker_3504,src_Religious-Ideology_4140
src_Structure_3360,src_Discoverer_3856
src_Pastime_3423,src_Idea_1222
src_Treaty_2078,src_Legislation_3417
src_National-Symbol_2282,src_City_3834
src_Church_2339,src_Church_2240
src_Book_164,src_Person_1747
src_Religious-Leader_861,src_Liturgical-Object_205
src_Time_1075,src_Disaster_1166
src_Crime_4186,src_Scandal_2323
src_Trial_2097,src_VicodiOI_1723
src_Social-Stratum_2387,src_Scientist_4277
src_Author_1454,src_Minister_2192
src_Sculpture_3068,src_Piece-of-Music_2257
src_Journalist_4719,src_Book_43
src_Religious-Symbol_3498,src_Pollution_2406
src_Uprising_4154,src_War_4046
src_Economist_3171,src_Disease_1423
src_Vehicle_4319,src_Magnate_2218
src_Newspaper_809,src_Location_1055
src_Piece-of-Music_1112,src_Commodity_1247
src_Philosopher_1991,src_Other-Religious-Person_92
src_Cleric_913,src_Social-Stratum_3439
src_Painting_3729,src_Head-of-Government_2110
src_Non-Military-Conflict_704,src_Astronaut_3448
src_Journal_3304,src_Field-of-Knowledge_430
src_Sultan_765,src_Engineer_904
src_Saint_3932,src_Geographical-Discovery_4305
src_Field-of-Knowledge_4315,src_Masonic-Lodge_2841
src_Cultural-Agreement_351,src_TemporalInterval_101
src_Badge_2989,src_Head-of-Government_3060
src_Time-Dependent_2280,src_Clothing_4392
src_Individual_3345,src_Vehicle_3679
src_Painter_4085,src_Author_1526
src_Philosopher_1448,src_Idea_3345
src_Business-Leader_4463,src_Political-Symbol_3273
src_Period-in-Office_3899,src_Battle_722
src_Location_201,src_Fictional-Person_3120
src_Landmark_2599,src_Journal_2374
src_Pamphlet_4505,src_Business-Leader_3522
src_Dynasty_3073,src_Painting_4408
src_Election_2573,src_Fictional-Person_3890
src_Politician_2723,src_Painter_3793
src_FuzzyTemporalInterval_2343,src_Ideology_4546
src_Intellectual-Construct_348,src_Religious-Practice_2576
src_Period-in-Office_1737,src_Disease_321
src_Cleric_2691,src_Ethnic-Group_232
src_Religious-Symbol_1465,src_Armament_3599
src_Fictional-Event_389,src_Intra-State-Group_3935
src_Landmark_1526,src_Politician_414
src_Treaty_1346,src_Representative-Institution_2635
src_Population-Movement_2456,src_Sculpture_480
src_Business-Leader_3115,src_Intellectual-Construct_3293
src_Intellectual-Movement_2155,src_Economic-Process_3709
src_Church-Reformer_3950,src_Object_4727
src_Newspaper_3788,src_Landmark_3116
src_Food_2136,src_Illness_1503
src_TemporalInterval_4018,src_Religious-Symbol_4262
src_Geographical-Feature_1049,src_Uprising_2052
src_Other-Religious-Person_230,src_Trades-Union_3528
src_Functionary_3843,src_Religious-Order_1309
src_Time-Dependent_3387,src_Commodity_79
src_Intellectual-Movement_2371,src_Inventor_3615
src_Economic-Process_2166,src_Leader_2963
src_Ship_342,src_Geographical-Feature_885
src_Monastery_2862,src_Philanthropist_4398
src_Individual_1037,src_Period_3615
src_Creator_2892,src_Pope_1684
src_Time-Dependent-Relation_1689,src_Artistic-Style_2942
src_Sculptor_4,src_Disaster_3099
src_Train_4670,src_Technical-Scientific-Advance_1499
src_Building_362,src_Building_2138
src_Diplomat_828,src_Other-Religious-Leader_4101
src_Publisher_2046,src_Work-of-Art_963
src_Secular-Leader_1593,src_Sultan_4505
src_Trades-Union_1447,src_Scientific-Instrument_2010
src_Writing_671,src_Functionary_4785
src_International-Alliance_1411,src_Emperor_2909
src_Dramaturge_364,src_Other-Religious-Leader_64
src_Religious-Community_3781,src_Object_411
src_Train_572,src_International-Alliance_186
src_Magnate_2837,src_Governmental-Organisation_967
src_Scandal_2961,src_Political-Symbol_1742
src_Religious-Organisation_476,src_Population-Movement_3101
src_Ethnic-Group_3051,src_Newspaper_61
src_Population-Movement_2444,src_Vehicle_1953
src_Meeting_1680,src_Artistic-Style_3050
src_VicodiOI_2843,src_Fictional-Event_4236
src_Prince_4445,src_Election_3281
src_Minister_4336,src_Clerical-Leader_600
src_Prince_4577,src_Train_1666
src_Head-of-Government_2300,src_Pastime_4688
src_Food_1625,src_Politician_3428
src_Illness_2315,src_Train_1163
src_Social-Stratum_2846,src_Period-in-Office_348
src_Treaty_1104,src_Head-of-State_1912
src_Cultural-Organisation_1224,src_Object_510
src_Jurist_3563,src_Landmark_4329
src_Location_2982,src_Illness_4856
src_Commodity_2222,src_Uprising_1194
src_Fictional-Event_3987,src_Country_1635
src_Religious-Practice_3315,src_Public-Oration_488
src_Cultural-Agreement_2210,src_Trial_4547
src_Newspaper_3055,src_Legislation_2267
src_Writing_211,src_Ethnic-Group_2140
src_Ideology_938,src_Psychologist_614
src_Event_3195,src_Field-of-Knowledge_2116
src_Fictional-Event_2172,src_Artefact_2404
src_Religious-Community_1127,src_Church-Reformer_3046
src_Social-Stratum_4753,src_Creator_3418
src_Water_3737,src_Time-Dependent_115
src_Intellectual-Movement_4502,src_Ethnic-Group_1914
src_Treaty_2664,src_Economic-Enterprise_4648
src_Country_1777,src_Painting_4699
src_Party_4845,src_Location-Part-Relation_3196
src_Economic-Enterprise_4492,src_Sultan_811
src_Technical-Scientific-Advance_688,src_Jurist_3408
src_VicodiOI_3409,src_Armament_1807
src_Party_926,src_Publisher_1511
src_Economic-Organisation_319,src_Entertainer_3591
src_Organisation_182,src_Period-in-Office_4173
src_Prince_1571,src_Architect_2733
src_Masonic-Lodge_4334,src_Geographer_4810
src_Pamphlet_4664,src_VicodiOI_668
src_International-Organisation_2802,src_Business-Leader_2390
src_Work-of-Art_4631,src_National-Symbol_4146
src_Management-Organisation_4574,src_Head-of-State_1644
src_Minister_4255,src_Event_4976
src_Idea_3310,src_International-Alliance_4360
src_Intellectual-Movement_1597,src_Location-Part-Relation_4726
src_Social-Group_948,src_Geographical-Region_2627
src_Structure_2284,src_Art-Form_1402
src_Conductor_4242,src_Architect_3651
src_Religious-Practice_2783,src_Geographer_2911
src_Religious-Community_1195,src_Governmental-Organisation_197
src_Painting_4889,src_Idea_3168
src_Artist_4934,src_Sultan_4461
src_Scandal_67,src_Illness_4788
src_Church_754,src_Business-Leader_922
src_Prince_3286,src_Ritual_4104
src_Ship_2307,src_Jurist_2445
src_Book_4092,src_Economic-Enterprise_1595
src_Country_1643,src_Artefact_3528
src_Religious-Practice_4859,src_International-Organisation_3979
src_Representative-Institution_2417,src_Religious-Leader_1952
src_Sculptor_4017,src_Artistic-Style_1954
src_Social-Stratum_2685,src_Structure_2828
src_Disaster_1744,src_Vehicle_3324
src_Legislation_809,src_Social-Stratum_805
src_Crime_2499,src_Cultural-Agreement_4448
src_Relic_1737,src_Person-Role_2262
src_Musician_4071,src_Person_4861
src_Author_3699,src_Other-Religious-Person_4876
src_Economic-Symbol_387,src_Non-Military-Conflict_3700
src_Pope_4176,src_Philanthropist_2029
src_Object_1183,src_Religious-Community_42
src_Population-Movement_2016,src_Meeting_4458
src_Author_2904,src_Artefact_4692
src_Economic-Enterprise_2681,src_Business-Leader_3302
src_Queen_242,src_Actor_3986
src_Flavour_2969,src_Magnate_2350
src_Ritual_1484,src_Religious-Community_718
src_Actor_335,src_Creator_2752
src_Saint_4927,src_Technical-Scientific-Advance_1836
src_Head-of-Government_3525,src_Military-Organisation_2718
src_Liturgical-Object_3767,src_Foreign-Minister_1657
src_Period_4312,src_Trades-Union_4266
src_Country_1536,src_Intellectual-Movement_1358
src_Pope_4470,src_Period-in-Office_4385
src_Liturgical-Object_4233,src_Relic_3708
src_Queen_1446,src_Meeting_1082
src_Trial_4596,src_Artefact_1535
src_Magnate_3795,src_League_3758
src_Entertainer_2107,src_International-Organisation_2341
src_Disaster_4073,src_Board_3007
src_Cultural-Agreement_2596,src_Intra-State-Group_4982
src_Scientific-Instrument_4942,src_Business-Leader_4746
src_Sculptor_4214,src_Village_2379
src_Animal_4282,src_Country_1583
src_Astronaut_3185,src_Person_4280
src_City_3023,src_Saint_4221
src_Sculptor_3801,src_Professor_3243
src_Religious-Community_304,src_Location_4976
src_Religious-Movement_2963,src_Armament_821
src_VicodiOI_3661,src_Secular-Leader_3789
src_Jurist_1598,src_Person_1998
src_Engineer_1342,src_Intellectual-Construct_1466
src_Jurist_755,src_Astronaut_2786
src_Religious-Leader_1859,src_National-Symbol_3256
src_Dancer_2629,src_Sculptor_4856
src_Disease_2482,src_Object_2827
src_Trial_4010,src_Military-Person_391
src_Engineer_4480,src_Psychologist_4614
src_Representative-Institution_2951,src_Illness_3504
src_Disease_3086,src_Religious-Practice_1016
src_Trades-Unionist_1054,src_International-Organisation_897
src_Non-Military-Conflict_341,src_Economist_3731
src_Church-Reformer_1787,src_Pamphlet_2790
src_Economist_4826,src_Population-Movement_3585
src_Armament_1778,src_Actor_512
src_Legislation_2098,src_Location_2848
src_Scientific-Instrument_1147,src_Trade-Association_4287
src_Criminal_262,src_Landmark_1149
src_Secular-Ideology_4934,src_Leader_4929
src_Secular-Ideology_200,src_Time-Dependent_1386
src_Architect_1167,src_Painter_75
src_Artist_1580,src_League_1993
src_Object_3474,src_Idea_1508
src_Professor_2223,src_Liturgical-Object_3519
src_Technical-Scientific-Advance_751,src_Physician_3870
src_Magnate_3819,src_Field-of-Knowledge_748
src_Object_2815,src_Publisher_2894
src_Religious-Community_4681,src_University_4408
src_Pope_1972,src_Abstract-Notion_4865
src_Painter_2828,src_Economic-Organisation_2893
src_International-Alliance_4317,src_Relic_3919
src_Politician_2852,src_Dancer_489
src_Emperor_4751,src_Time_4042
src_Architect_1264,src_Election_2210
src_Author_700,src_Flavour_37
src_Military-Unit_2146,src_Publisher_4593
src_Period_3863,src_Prince_678
src_Religious-Community_2391,src_Actor_194
src_Artistic-Movement_750,src_Geographical-Discovery_1494
src_Church-Reformer_660,src_Pamphlet_4856
src_Pope_1622,src_Village_3765
src_Ship_3313,src_War_3931
src_Conceptual-Object_3610,src_Church-Reformer_1024
src_Disease_841,src_Animal_283
src_Geographer_2804,src_Landmark_4205
src_National-Symbol_440,src_International-Alliance_1643
src_Minister_4146,src_Natural-Object_2971
src_Scientific-Instrument_3643,src_Painting_1873
src_Masonic-Lodge_3882,src_Ritual_3533
src_Relic_2523,src_Intellectual-Construct_4114
src_Dancer_549,src_Field-of-Knowledge_4677
src_Clerical-Leader_4202,src_Intellectual-Movement_4936
src_Geographical-Region_1719,src_Life-Event_3482
src_Monastery_3603,src_Pollution_3949
src_Ideology_2493,src_Physician_1220
src_Trades-Unionist_1981,src_Engineer_4943
src_Social-Stratum_1429,src_International-Alliance_2333
src_Religious-Practice_3025,src_FuzzyTemporalInterval_836
src_Military-Organisation_1073,src_Party_1831
src_Trades-Union_1095,src_Trades-Union_2485
src_Movement_3740,src_Composer_2698
src_Philanthropist_2085,src_War_4940
src_Environment_946,src_Geographical-Region_2924
src_Entertainer_1503,src_Queen_15
src_Sculptor_2324,src_Saint_4872
src_Diplomat_3191,src_Sultan_4116
src_Abbey_2041,src_Location_1146
src_Church_1078,src_Language_4805
src_Artefact_2854,src_National-Symbol_2759
src_Leader_1032,src_Settlement_3900
src_Psychologist_2943,src_Geographical-Region_3735
src_Badge_3612,src_Journal_1525
src_Social-Group_4706,src_VicodiOI_4124
src_Piece-of-Music_753,src_Magnate_3432
src_Philosopher_3674,src_Clerical-Leader_754
src_City_3098,src_Measurable-Trend_1245
src_Ethnic-Group_4314,src_Relic_4039
src_Measurable-Trend_810,src_Architect_3408
src_Period-in-Office_710,src_Queen_458
src_Dynasty_2816,src_Period_1972
src_Economist_1149,src_Liturgical-Object_1957
src_Pastime_2740,src_Military-Organisation_474
src_Religious-Organisation_3497,src_Uprising_3796
src_Meeting_824,src_Pastime_1753
src_Inventor_2980,src_Dynasty_2581
src_International-Organisation_167,src_Masonic-Lodge_300
src_Criminal_2284,src_Religious-Ideology_4103
src_Other-Religious-Person_1536,src_Settlement_3049
src_Election_1447,src_Educational-Organisation_2789
src_Inventor_3683,src_Idea_2222
src_Composer_4175,src_Symbol_2498
src_King_3994,src_Queen_2060
src_Life-Event_2775,src_King_3893
src_Political-Organisation_3177,src_Inventor_2726
src_Painter_4148,src_Emperor_4036
src_International-Alliance_1695,src_Organisation_400
src_Country_1901,src_University_2914
src_Discoverer_3642,src_Social-Stratum_4801
src_Environment_3307,src_Military-Unit_3442
src_Painting_3158,src_Ship_1931
src_Water_841,src_Physician_3851
src_League_3806,src_Abstract-Notion_3488
src_Symbol_1452,src_Intra-State-Group_3932
src_Functionary_2649,src_Representative-Institution_1692
src_FuzzyTemporalInterval_3035,src_Movement_798
src_Scientist_982,src_Natural-Object_351
src_Uprising_3447,src_Animal_2719
src_Scientist_2855,src_Location-Part-Relation_3706
src_Village_3332,src_Object_4075
src_Engineer_2762,src_Dramaturge_2318
src_Physician_1014,src_FuzzyTemporalInterval_3826
src_Physician_4546,src_Symbol_1562
src_Psychologist_2044,src_Secular-Leader_4279
src_Jurist_4834,src_Scandal_4276
src_Cultural-Organisation_1920,src_Newspaper_2277
src_Religious-Ideology_4946,src_Trades-Unionist_1204
src_Other-Religious-Leader_3621,src_Commodity_4825
src_Trial_1967,src_Movement_2550
src_Creator_1911,src_Meeting_333
src_Journalist_319,src_Badge_814
src_Trades-Unionist_854,src_Economist_4144
src_Philanthropist_1906,src_Geographical-Feature_3619
src_Battle_3450,src_Illness_1160
src_Structure_2146,src_Newspaper_1630
src_University_2552,src_Time_4130
src_Social-Group_1867,src_Saint_1714
src_Clothing_4387,src_Head-of-State_1590
src_Relic_2979,src_Public-Oration_4659
src_Board_4027,src_Meeting_4325
src_Public-Oration_1626,src_Religious-Movement_4465
src_Clerical-Leader_3513,src_Artistic-Style_636
src_Religious-Leader_1299,src_War_3652
src_Artistic-Style_3392,src_Building_2673
src_Jurist_4457,src_Discoverer_4374
src_Work-of-Art_4453,src_Cathedral_1738
src_Category_4506,src_Actor_750
src_Landmark_1752,src_Religious-Practice_1059
src_Geographer_1983,src_Monastery_57
src_Foreign-Minister_1937,src_Social-Group_166
src_Entertainer_2801,src_Economic-Organisation_1849
src_Role_2491,src_Water_1802
src_Field-of-Knowledge_501,src_Geographical-Feature_3760
src_Water_467,src_Religious-Community_3774
src_Religious-Order_4785,src_International-Alliance_1659
src_Film-Maker_793,src_Philosopher_4596
src_Artistic-Movement_4644,src_Economic-Process_648
src_Conductor_3853,src_Pollution_3200
src_Secular-Ideology_169,src_Discoverer_2210
src_Disaster_163,src_Composer_4465
src_Author_3012,src_Country_3330
src_Sculptor_1743,src_Leader_3276
src_Trades-Union_4146,src_Sculpture_3093
src_Actor_1177,src_Economic-Symbol_830
src_Water_2941,src_Leader_1770
src_Church_490,src_Theologian_3696
src_Symbol_3462,src_Board_4402
src_Board_3917,src_Art-Form_4674
src_Stereotype-Group_1673,src_Entertainer_4160
src_Ship_1038,src_Language_4170
src_Language_3132,src_Journal_1561
src_Governmental-Organisation_1133,src_Crime_1819
src_National-Symbol_1559,src_Religious-Organisation_1531
src_Disaster_2852,src_Cleric_1233
src_Management-Organisation_4740,src_City_3463
src_Election_4740,src_Criminal_969
src_Measurable-Trend_2584,src_Journal_2544
src_Political-Region_1236,src_Psychologist_4411
src_Scientific-Instrument_4504,src_Trades-Union_474
src_Ethnic-Group_57,src_Geographical-Feature_289
src_Secular-Leader_308,src_Church-Reformer_1334
src_Publisher_1054,src_Head-of-State_4959
src_Election_80,src_Newspaper_2187
src_Publisher_3966,src_Religious-Symbol_1523
src_King_1781,src_Liturgical-Object_4756
src_Sultan_84,src_Military-Organisation_596
src_Conceptual-Object_3020,src_Military-Unit_702
src_Battle_4321,src_Water_324
src_Sculpture_2851,src_Geographical-Region_4680
src_Diplomat_3846,src_Inventor_3847
src_Legislation_380,src_Dancer_234
src_Entertainer_1309,src_Armament_1354
src_Geographical-Region_1653,src_Ship_2168
src_Physician_3604,src_Cultural-Agreement_2903
src_Physician_3674,src_Other-Religious-Leader_503
src_Sculptor_3817,src_Location_270
src_Individual_2333,src_Scandal_2220
src_Population-Movement_670,src_Astronaut_1307
src_Church-Reformer_622,src_Intellectual-Construct_2177
src_Legislation_1190,src_Population-Movement_2132
src_Environment_1795,src_Time-Dependent_4345
src_Natural-Object_4430,src_Management-Organisation_1665
src_Ritual_537,src_Water_4377
src_City_2284,src_Artistic-Movement_4012
src_Religious-Leader_1720,src_Religious-Leader_2471
src_Economic-Enterprise_4731,src_Settlement_2881
src_Stereotype-Group_4266,src_Landmark_2668
src_Fictional-Event_4821,src_Conceptual-Object_1916
src_Settlement_2099,src_Armament_723
src_University_3830,src_Social-Stratum_3863
src_Religious-Order_1762,src_Movement_1425
src_Queen_1487,src_Political-Symbol_3099
src_Prince_1295,src_Illness_2965
src_Water_3601,src_Artist_987
src_Disease_1506,src_Cleric_143
src_Individual_4629,src_Illness_62
src_Population-Movement_4466,src_Diplomat_1090
src_Commodity_826,src_Natural-Object_3948
src_Geographical-Region_195,src_Election_1139
src_Sculpture_2414,src_Building_2365
src_Idea_4374,src_Building_3001
src_Scientist_11,src_Scientific-Instrument_4639
src_Economic-Enterprise_3212,src_Pope_3053
src_Social-Stratum_1340,src_Newspaper_3959
src_Actor_4987,src_Astronaut_2889
src_Philanthropist_109,src_Time_3244
src_Functionary_3263,src_FuzzyTemporalInterval_3299
src_King_2085,src_Religious-Symbol_2640
src_Business-Leader_4249,src_Trades-Unionist_360
src_Movement_1007,src_Monastery_3920
src_FuzzyTemporalInterval_3179,src_Masonic-Lodge_2339
src_Intellectual-Movement_148,src_City_2809
src_Badge_4626,src_Idea_157
src_Person_2474,src_Scandal_2323
src_Religious-Organisation_1826,src_International-Alliance_2596
src_Emperor_216,src_Water_2887
src_Period-in-Office_3117,src_Symbol_150
src_Symbol_4167,src_Publisher_2538
src_Prince_3364,src_Artistic-Style_4260
src_Ecclesiarch_2666,src_Badge_4882
src_Creator_4555,src_Dynasty_4970
src_Composer_1758,src_Disaster_69
src_Measurable-Trend_361,src_Intellectual-Construct_2771
src_Philosopher_3658,src_Uprising_1319
src_Election_1573,src_Armament_1262
src_Ritual_2599,src_Author_274
src_Functionary_2026,src_Newspaper_2989
src_Governmental-Organisation_4977,src_Uprising_2876
src_Painting_2691,src_Other-Religious-Leader_651
src_Musician_2932,src_Religious-Community_3551
src_Publisher_2575,src_Economic-Enterprise_67
src_Commodity_4344,src_University_3522
src_Relic_4405,src_Economic-Symbol_373
src_Intra-State-Group_3765,src_Sportsman_2018
src_Sportsman_1609,src_Criminal_1802
src_FuzzyTemporalInterval_4447,src_Artist_1405
src_Painter_2181,src_Film-Maker_1677
src_Ship_4002,src_Philanthropist_395
src_Population-Movement_1192,src_Object_3369
src_Emperor_2838,src_Trial_2925
src_Pollution_3178,src_Conductor_3551
src_Ecclesiarch_436,src_Church-Reformer_2656
src_Abbey_1829,src_Abstract-Notion_4975
src_Ship_1822,src_Creator_1520
src_Prince_4613,src_Life-Event_3323
src_Dancer_1762,src_Fictional-Event_2511
src_Political-Symbol_616,src_Religious-Organisation_4321
src_Political-Organisation_672,src_Discoverer_2741
src_Commodity_1463,src_Ideology_3647
src_Religious-Community_767,src_Artistic-Movement_1775
src_Technical-Scientific-Advance_3443,src_Trades-Union_447
src_Philanthropist_4387,src_Commodity_4778
src_Commodity_1248,src_Language_1250
src_Intellectual-Movement_9,src_Disease_422
src_International-Organisation_4964,src_Artistic-Style_2518
src_Organisation_3009,src_Ethnic-Group_2821
src_Work-of-Art_2936,src_Creator_2058
src_Organisation_3747,src_Cultural-Organisation_2331
src_Treaty_4390,src_Geographical-Discovery_2375
src_Public-Oration_1578,src_Scientist_2053
src_Pope_729,src_Economist_550
src_Commodity_4315,src_Writing_3948
src_Writing_2495,src_Ship_406
src_Dramaturge_910,src_Pamphlet_3785
src_Artist_4162,src_Physician_2620
src_Social-Group_108,src_Jurist_1440
src_Leader_3098,src_Election_4450
src_Settlement_1774,src_Village_2711
src_Clothing_1580,src_Scientist_1771
src_Dramaturge_196,src_Conductor_3629
src_Individual_3933,src_Sultan_2
src_Entertainer_2979,src_Minister_3917
src_Time-Dependent_4959,src_International-Alliance_1760
src_Movement_4557,src_Commodity_2826
src_Religious-Practice_4571,src_Disease_3925
src_Stereotype-Group_1021,src_Commodity_2298
src_Educational-Organisation_2125,src_FuzzyTemporalInterval_996
src_Dramaturge_551,src_Liturgical-Object_1477
src_Military-Person_555,src_Writing_2449
src_Treaty_4444,src_Creator_3461
src_VicodiOI_3869,src_Time-Dependent_1195
src_Intellectual-Construct_2123,src_Time_4638
src_Philosopher_2694,src_Animal_1940
src_Architect_2921,src_Trade-Association_4524
src_Treaty_1137,src_Ecclesiarch_1621
src_Intellectual-Construct_2442,src_Religious-Movement_3953
src_Idea_1572,src_Political-Symbol_453
src_Physician_85,src_Diplomat_1814
src_Intra-State-Group_256,src_Armament_1881
src_Battle_691,src_Event_1622
src_Illness_4502,src_Cathedral_4554
src_Structure_2351,src_Treaty_1480
src_Astronaut_2259,src_Train_1820
src_Time-Dependent_3951,src_Jurist_1564
src_Military-Unit_4396,src_Masonic-Lodge_1131
src_Author_2833,src_Religious-Movement_914
src_Discoverer_1098,src_Religious-Order_2805
src_Leader_3718,src_Cleric_3488
src_Relic_2839,src_Conceptual-Object_3732
src_Public-Oration_4811,src_Location-Part-Relation_2610
src_Scientific-Instrument_2271,src_Criminal_51
src_Sportsman_514,src_Piece-of-Music_3801
src_Role_551,src_International-Alliance_3638
src_Pamphlet_4333,src_Educational-Organisation_439
src_Social-Stratum_1185,src_Intellectual-Construct_4148
src_Artist_2267,src_Military-Organisation_3695
src_Dramaturge_3278,src_Philosopher_3902
src_Sculpture_3240,src_Actor_1799
src_Religious-Symbol_961,src_Location-Part-Relation_3279
src_Water_2153,src_Social-Stratum_4350
src_Fictional-Event_4594,src_Governmental-Organisation_3547
src_Economic-Enterprise_765,src_Journalist_2712
src_Cleric_2176,src_Pope_3114
src_International-Organisation_2205,src_FuzzyTemporalInterval_3895
src_Magnate_3606,src_Educational-Organisation_3187
src_Individual_3715,src_Intellectual-Movement_4401
src_Trades-Union_4302,src_Conductor_2571
src_Scientific-Instrument_3814,src_Secular-Movement_4871
src_Cathedral_1792,src_Emperor_1070
src_Dancer_4277,src_Organisation_769
src_Language_3588,src_Badge_1834
src_Political-Organisation_1127,src_Philanthropist_3268
src_Legislation_1099,src_FuzzyTemporalInterval_4680
src_Philanthropist_2665,src_Professor_3494
src_Secular-Leader_2473,src_Political-Region_1940
src_Village_2159,src_Legislation_4462
src_Sportsman_573,src_Cultural-Organisation_210
src_Jurist_88,src_Ship_3030
src_Crime_479,src_Meeting_4169
src_Settlement_998,src_Armament_3226
src_Animal_1953,src_Artistic-Movement_2793
src_Secular-Movement_3371,src_Intra-State-Group_3897
src_Dynasty_1599,src_Location-Part-Relation_1454
src_Intra-State-Group_325,src_Artistic-Style_1760
src_Book_3326,src_Composer_2580
src_Jurist_1091,src_Crime_3292
src_Relic_2119,src_Entertainer_3890
src_Pope_1854,src_Geographical-Region_3238
src_Other-Religious-Person_3501,src_FuzzyTemporalInterval_4777
src_Film-Maker_1832,src_Discoverer_3654
src_Symbol_1274,src_Head-of-State_3868
src_Clothing_1975,src_Religious-Organisation_2306
src_Economic-Symbol_3854,src_League_792
src_Battle_3938,src_Architect_1509
src_Period_464,src_Philosopher_282
src_Organisation_1634,src_Author_2963
src_Newspaper_882,src_Theologian_2605
src_Badge_4066,src_Population-Movement_4513
src_Armament_2568,src_Train_1195
src_Period-in-Office_4128,src_War_1783
src_King_1705,src_Ideology_3401
src_Journal_865,src_Settlement_1255
src_Sultan_3796,src_Pollution_2293
src_Entertainer_3432,src_Religious-Organisation_101
src_Professor_556,src_Geographical-Region_2033
src_Field-of-Knowledge_2375,src_Time-Dependent-Relation_1342
src_Location-Part-Relation_996,src_Political-Region_1015
src_Building_4403,src_Fictional-Person_4403
src_Intellectual-Movement_2747,src_Military-Organisation_2540
src_Cultural-Organisation_2596,src_Intellectual-Construct_4725
src_Management-Organisation_185,src_Dramaturge_1711
src_Sculptor_346,src_Illness_2664
src_Religious-Organisation_2327,src_Scientific-Instrument_952
src_Clerical-Leader_3993,src_Disaster_3249
src_Architect_4027,src_Religious-Practice_1779
src_Public-Oration_581,src_Head-of-Government_402
src_Technical-Scientific-Advance_1209,src_Film-Maker_3101
src_Ethnic-Group_1854,src_Landmark_4011
src_National-Symbol_562,src_Other-Religious-Leader_171
src_Prince_333,src_Conductor_200
src_Role_4688,src_Religious-Practice_4519
src_Religious-Ideology_4508,src_Jurist_4991
src_Badge_4376,src_Movement_1228
src_Ecclesiarch_1858,src_Leader_568
src_Queen_3782,src_Journal_1903
src_Train_788,src_Politician_869
src_Ideology_3508,src_Period-in-Office_1542
src_Representative-Institution_2844,src_Politician_2145
src_Psychologist_3546,src_Liturgical-Object_106
src_Scientific-Instrument_1510,src_Church_1843
src_Newspaper_2959,src_Religious-Leader_4078
src_Ecclesiarch_661,src_Landmark_4753
src_Actor_1670,src_Water_303
src_Geographical-Region_4002,src_Location-Part-Relation_4919
src_Discoverer_1009,src_Religious-Leader_971
src_Ecclesiarch_2757,src_Scientific-Instrument_1480
src_Ideology_4402,src_Representative-Institution_2548
src_Period_1105,src_Fictional-Event_3945
src_Cultural-Agreement_3044,src_War_116
src_Political-Symbol_4276,src_Dynasty_2954
src_Pope_3222,src_Book_4768
src_Political-Region_1316,src_Population-Movement_2230
src_Field-of-Knowledge_1335,src_Environment_1071
src_Religious-Practice_3666,src_Painting_4159
src_Psychologist_4130,src_Religious-Ideology_4754
src_Cultural-Organisation_3322,src_Other-Religious-Leader_3165
src_Non-Military-Conflict_2708,src_Disaster_1699
src_Masonic-Lodge_3913,src_Crime_3078
src_Public-Oration_1800,src_Secular-Ideology_2504
src_Saint_317,src_Population-Movement_2332
src_Secular-Movement_2065,src_Event_2062
src_King_1840,src_Sculptor_204
src_Animal_4456,src_Architect_1720
src_Animal_4973,src_Head-of-Government_3083
src_Journalist_4305,src_Water_4231
src_University_2113,src_Church_4521
src_Criminal_4371,src_Head-of-Government_2617
src_Time-Dependent_2291,src_Geographer_1567
src_Period-in-Office_2404,src_Political-Region_3108
src_Inventor_1299,src_Economic-Process_3802
src_Conductor_568,src_Geographer_1793
src_Movement_862,src_Queen_4607
src_Military-Unit_618,src_Conceptual-Object_1987
src_Stereotype-Group_1368,src_Organisation_1951
src_Conductor_4248,src_Scandal_2743
src_Clerical-Leader_4160,src_Illness_674
src_Cleric_2539,src_Individual_1668
src_Abbey_1719,src_Artist_3589
src_Intellectual-Construct_884,src_Legislation_1754
src_Secular-Ideology_3400,src_Theologian_3894
src_Dancer_2344,src_Saint_1108
src_Publisher_1481,src_Cleric_844
src_Meeting_509,src_Composer_4583
src_Abstract-Notion_3528,src_Individual_1009
src_Landmark_2690,src_Population-Movement_2819
src_Intellectual-Construct_2591,src_Water_3425
src_Dancer_82,src_Dynasty_1438
src_Pope_3400,src_Art-Form_898
src_Ideology_3345,src_Sultan_4158
src_Dramaturge_2617,src_Person_652
src_Scientist_2100,src_Religious-Organisation_1117
src_Pope_1905,src_Cathedral_544
src_Organisation_4741,src_Ecclesiarch_2404
