src_Sportsman_2973,src_Ecclesiarch_3392
src_Dynasty_665,src_Professor_3094
src_Period_1018,src_Religious-Organisation_3080
src_Period_3910,src_Engineer_2742
src_Minister_1792,src_Stereotype-Group_4785
src_TemporalInterval_1460,src_Building_695
src_Ideology_3517,src_Role_636
src_National-Symbol_1701,src_Physician_3708
src_Geographical-Discovery_4687,src_Discoverer_4464
src_King_2456,src_Measurable-Trend_1539
src_Newspaper_4788,src_Cultural-Agreement_2448
src_Saint_1469,src_Governmental-Organisation_106
src_Political-Symbol_4407,src_Military-Organisation_1471
src_Church_1047,src_Water_2586
src_Period_1641,src_Individual_3324
src_Astronaut_1144,src_Clerical-Leader_4062
src_City_1064,src_Political-Region_1477
src_Country_3711,src_Symbol_4122
src_Diplomat_290,src_Secular-Movement_277
src_Politician_3741,src_Movement_2445
src_Emperor_4618,src_Monastery_2559
src_Ethnic-Group_3987,src_Military-Organisation_1777
src_Treaty_3954,src_Author_2562
src_Minister_4749,src_Musician_2192
src_Magnate_39,src_Party_4677
src_Population-Movement_305,src_Economic-Symbol_2526
src_Abbey_3432,src_Geographical-Region_3817
src_Church_1392,src_Astronaut_3611
src_Dramaturge_3711,src_Geographical-Discovery_4076
src_Journalist_2964,src_Social-Group_920
src_Jurist_2261,src_Abstract-Notion_2370
src_Geographical-Region_2672,src_Geographical-Feature_3590
src_Religious-Practice_649,src_Period_4460
src_King_2659,src_Environment_4852
src_Writing_122,src_Period_130
src_Board_4708,src_Engineer_4728
src_Disease_4680,src_Battle_1018
src_Movement_446,src_Time-Dependent_3658
src_Political-Symbol_2622,src_Religious-Community_1728
src_Pollution_1013,src_Clerical-Leader_3182
src_Period-in-Office_250,src_Engineer_2734
src_Location-Part-Relation_3263,src_Ideology_352
src_FuzzyTemporalInterval_3915,src_Period_1427
src_Cleric_1212,src_International-Alliance_3511
src_Ship_1754,src_Entertainer_885
src_Cleric_4926,src_Pope_4644
src_International-Organisation_73,src_Political-Region_57
src_Inventor_473,src_Masonic-Lodge_106
src_Masonic-Lodge_726,src_Conceptual-Object_167
src_Masonic-Lodge_1683,src_Board_4837
src_Symbol_4336,src_Functionary_3912
src_Geographical-Feature_2293,src_Sculptor_317
src_Fictional-Event_3744,src_Clothing_161
src_Queen_4191,src_Non-Military-Conflict_2746
src_Professor_3170,src_Disease_752
src_Ship_3439,src_Jurist_830
src_Geographer_793,src_Publisher_1067
src_Technical-Scientific-Advance_2498,src_Newspaper_1544
src_Scientist_4453,src_Scientific-Instrument_590
src_Battle_2561,src_Prince_317
src_Military-Unit_2112,src_Religious-Organisation_3931
src_Politician_4750,src_Military-Person_4423
src_Politician_3292,src_Diplomat_545
src_Economist_4035,src_League_504
src_Business-Leader_3518,src_Person-Role_3127
src_Architect_4777,src_Armament_2669
src_Event_886,src_Role_679
src_Period_1862,src_Geographical-Region_1996
src_Intra-State-Group_4748,src_Theologian_734
src_Piece-of-Music_45,src_Piece-of-Music_4352
src_Psychologist_2700,src_Management-Organisation_848
src_Film-Maker_2826,src_Social-Group_2634
src_Discoverer_2642,src_Country_614
src_Conductor_3139,src_Fictional-Person_287
src_Category_2790,src_Economist_833
src_Functionary_3255,src_Jurist_422
src_Physician_3529,src_Artistic-Movement_2317
src_Cultural-Agreement_3882,src_Environment_808
src_University_1534,src_Party_1401
src_Period-in-Office_2719,src_Religious-Practice_3232
src_Natural-Object_2761,src_International-Alliance_667
src_Field-of-Knowledge_4940,src_Food_1315
src_Minister_851,src_Economic-Enterprise_3775
src_Dramaturge_817,src_Engineer_4543
src_Badge_699,src_Economic-Symbol_1870
src_Time-Dependent-Relation_1288,src_Trial_597
src_University_2214,src_Intellectual-Construct_2792
src_Clerical-Leader_4526,src_Masonic-Lodge_3952
src_Book_1551,src_Flavour_4396
src_Ritual_1216,src_Religious-Community_3612
src_Conductor_3487,src_Foreign-Minister_4684
src_Religious-Leader_4895,src_Individual_202
src_Trades-Unionist_94,src_Economic-Process_1204
src_Pollution_1068,src_Period-in-Office_2257
src_Musician_1303,src_Stereotype-Group_1026
src_Theologian_4668,src_Dynasty_500
src_Educational-Organisation_3024,src_Criminal_4189
src_Economic-Enterprise_1580,src_Disease_2888
src_Economic-Symbol_775,src_Governmental-Organisation_4599
src_Economic-Enterprise_1645,src_Dramaturge_1644
src_Movement_4365,src_Conductor_68
src_Scientist_1073,src_Artefact_3000
src_Church_254,src_Prince_4865
src_Social-Group_4699,src_Creator_4920
src_Trades-Unionist_2415,src_Magnate_1896
src_Journal_3283,src_Stereotype-Group_3985
src_Pope_1526,src_Author_3721
src_Abbey_23,src_City_4272
src_Scientist_157,src_Measurable-Trend_352
src_Vehicle_699,src_Journal_3519
src_National-Symbol_911,src_Philanthropist_99
src_Diplomat_817,src_Illness_2465
src_Painter_345,src_Ritual_4458
src_Cleric_2881,src_Masonic-Lodge_2971
src_Writing_4434,src_Geographical-Feature_4583
src_Crime_2242,src_Conceptual-Object_4955
src_Geographical-Feature_4002,src_Other-Religious-Person_4598
src_University_2990,src_Artist_450
src_Theologian_3822,src_Liturgical-Object_1579
src_Trades-Union_1538,src_Ritual_851
src_Legislation_4426,src_War_4048
src_Country_1122,src_Economist_1315
src_King_2781,src_Architect_4582
src_TemporalInterval_1553,src_Object_4529
src_Badge_2392,src_Geographical-Region_2224
src_Movement_1543,src_Pope_485
src_Ideology_87,src_Technical-Scientific-Advance_3125
src_Artist_3872,src_Prince_3162
src_Church-Reformer_2029,src_Non-Military-Conflict_245
src_Ideology_2731,src_Cleric_4509
src_Individual_3756,src_Dramaturge_2545
src_Disaster_1736,src_Geographical-Discovery_4605
src_Governmental-Organisation_811,src_Governmental-Organisation_3708
src_Economic-Organisation_3497,src_Educational-Organisation_4843
src_Artistic-Movement_3309,src_Abbey_2910
src_Individual_4697,src_Religious-Ideology_3673
src_FuzzyTemporalInterval_912,src_Dancer_1733
src_Cultural-Agreement_4951,src_War_1429
src_Object_4442,src_Other-Religious-Leader_1843
src_Social-Stratum_2156,src_Theologian_228
src_City_590,src_Painting_2357
src_Relic_2736,src_Symbol_1745
src_Language_2661,src_Theologian_4000
src_Individual_2248,src_Water_2733
src_Relic_2349,src_Dynasty_436
src_Dramaturge_3563,src_Philanthropist_4902
src_Military-Organisation_2005,src_Illness_4426
src_City_3983,src_Food_3722
src_Musician_4190,src_Person_4159
src_Stereotype-Group_3768,src_Intellectual-Movement_58
src_Musician_3475,src_Masonic-Lodge_793
src_Pamphlet_4290,src_League_4154
src_Monastery_1313,src_Representative-Institution_4766
src_Location_897,src_Period-in-Office_845
src_Food_3663,src_Fictional-Person_4098
src_League_1047,src_Party_1146
src_Economic-Symbol_3431,src_Time_4695
src_Head-of-Government_3926,src_Physician_4315
src_Person-Role_4763,src_Treaty_1140
src_Election_4521,src_King_3419
src_Flavour_1328,src_Sculpture_312
src_Painting_4159,src_Military-Unit_2125
src_Time-Dependent-Relation_4637,src_Artist_3421
src_Religious-Practice_1976,src_Business-Leader_353
src_Jurist_3316,src_Film-Maker_1951
src_Social-Group_1245,src_Fictional-Event_776
src_Board_208,src_Time-Dependent-Relation_180
src_Religious-Ideology_2547,src_Engineer_3405
src_Ethnic-Group_4605,src_Painting_1396
src_Painting_4672,src_Religious-Organisation_3827
src_City_3459,src_Geographer_1760
src_Sculpture_4668,src_King_835
src_Dramaturge_2459,src_Secular-Ideology_2429
src_Technical-Scientific-Advance_2145,src_Population-Movement_3917
src_Diplomat_679,src_Queen_3112
src_Idea_195,src_Dancer_3211
src_Trades-Union_4566,src_Time-Dependent_1968
src_Trade-Association_2969,src_Journalist_1355
src_Economic-Enterprise_1197,src_Party_3704
src_Newspaper_49,src_Governmental-Organisation_579
src_Vehicle_2334,src_Clerical-Leader_1388
src_Masonic-Lodge_4663,src_Armament_2741
src_Legislation_3732,src_Psychologist_3713
src_Fictional-Person_2342,src_Other-Religious-Leader_1394
src_Economic-Process_3637,src_Fictional-Person_471
src_Person-Role_1692,src_Country_4937
src_Abstract-Notion_2230,src_Pastime_4976
src_Secular-Leader_4346,src_Educational-Organisation_2014
src_Prince_4490,src_Idea_2864
src_Country_2426,src_Location-Part-Relation_3333
src_Economic-Enterprise_171,src_Animal_3700
src_King_3679,src_Meeting_4478
src_Field-of-Knowledge_3439,src_Inventor_3229
src_Educational-Organisation_2328,src_Environment_3856
src_Building_4756,src_Time-Dependent-Relation_3324
src_Time_3228,src_Stereotype-Group_1312
src_Abbey_4699,src_Scandal_4517
src_Ship_3774,src_Artist_2584
src_Psychologist_2192,src_Abstract-Notion_950
src_Fictional-Person_1210,src_Queen_3923
src_Uprising_4839,src_Role_4926
src_Educational-Organisation_1758,src_Geographer_2900
src_Criminal_137,src_Village_1896
src_Leader_2578,src_Religious-Practice_4892
src_Uprising_4652,src_Life-Event_3319
src_Trades-Unionist_2439,src_Geographical-Region_459
src_Religious-Symbol_3454,src_Language_3953
src_Non-Military-Conflict_2819,src_Functionary_3092
src_Uprising_3507,src_Painting_1246
src_Pastime_2115,src_Criminal_1779
src_Political-Region_1985,src_Economic-Enterprise_704
src_Meeting_4904,src_Armament_767
src_Train_195,src_Period_2835
src_Intra-State-Group_3498,src_Building_3026
src_Meeting_3978,src_Head-of-State_2571
src_Psychologist_3863,src_Secular-Leader_3901
src_Economic-Process_333,src_Philanthropist_4962
src_Social-Stratum_4108,src_Conceptual-Object_399
src_Movement_4090,src_Publisher_1113
src_Measurable-Trend_1442,src_Time_1141
src_Actor_1562,src_VicodiOI_4579
src_Location-Part-Relation_4402,src_Role_784
src_Creator_2504,src_Vehicle_831
src_Badge_3761,src_Religious-Movement_3468
src_Economic-Organisation_1538,src_Management-Organisation_3773
src_Prince_1340,src_Secular-Ideology_229
src_Management-Organisation_4014,src_Location-Part-Relation_4765
src_Commodity_1653,src_Geographical-Feature_2553
src_Party_3806,src_Abbey_4493
src_Painting_2227,src_Educational-Organisation_466
src_Religious-Symbol_844,src_Conceptual-Object_3729
src_Stereotype-Group_1685,src_Treaty_4619
src_Pollution_814,src_Language_3355
src_University_3520,src_Military-Organisation_3408
src_Uprising_10,src_Treaty_2
src_Battle_1651,src_Head-of-State_2688
src_Publisher_2058,src_War_2676
src_Country_2890,src_War_372
src_International-Alliance_2049,src_Relic_3374
src_Theologian_2656,src_Conceptual-Object_3575
src_Masonic-Lodge_4388,src_Astronaut_400
src_Geographer_2675,src_Trades-Union_2941
src_Measurable-Trend_2786,src_Cathedral_1899
src_Life-Event_4091,src_Food_3910
src_Commodity_3204,src_Trades-Union_532
src_Other-Religious-Person_3746,src_Representative-Institution_3769
src_Book_1109,src_FuzzyTemporalInterval_3720
src_Geographical-Feature_1252,src_Queen_4731
src_Geographer_3538,src_Cultural-Organisation_1272
src_Educational-Organisation_3944,src_Ecclesiarch_3752
src_Location-Part-Relation_4642,src_Inventor_1148
src_Religious-Ideology_1974,src_Governmental-Organisation_1166
src_Art-Form_4686,src_Psychologist_4697
src_Water_4103,src_Ecclesiarch_4758
src_Architect_3106,src_Inventor_2765
src_Religious-Ideology_48,src_League_3556
src_Treaty_554,src_Political-Region_2951
src_Management-Organisation_3566,src_Trades-Union_764
src_Location_4277,src_Water_617
src_Treaty_2162,src_Abstract-Notion_4325
src_Pastime_3501,src_Actor_1208
src_Military-Person_2357,src_Author_975
src_Geographical-Feature_133,src_Water_2920
src_Jurist_3229,src_Pamphlet_2406
src_Book_1625,src_TemporalInterval_2297
src_Landmark_1430,src_Sculptor_4734
src_Religious-Movement_985,src_Movement_2103
src_Natural-Object_4978,src_Cathedral_2582
src_Author_309,src_Time_1859
src_Trial_4561,src_Intellectual-Movement_2815
src_Liturgical-Object_2145,src_Journal_3845
src_Party_2649,src_Prince_3100
src_Geographical-Region_4522,src_Time-Dependent_3547
src_Conceptual-Object_838,src_Prince_3218
src_Geographer_3440,src_Fictional-Event_1704
src_Location_3634,src_Artistic-Movement_599
src_War_3858,src_Board_1752
src_Entertainer_2038,src_Movement_2203
src_Theologian_2516,src_Language_1576
src_Religious-Leader_3246,src_Professor_1195
src_Conductor_3331,src_Painting_480
src_Non-Military-Conflict_2825,src_Liturgical-Object_3755
src_Ritual_2878,src_Social-Stratum_4986
src_Disaster_1926,src_Time-Dependent_2241
src_Building_527,src_International-Alliance_786
src_Film-Maker_304,src_Ship_2471
src_Church_2400,src_Non-Military-Conflict_237
src_Technical-Scientific-Advance_3603,src_Treaty_2295
src_Natural-Object_1502,src_Sculpture_4524
src_Ethnic-Group_3092,src_Film-Maker_2854
src_Dramaturge_3297,src_Creator_632
src_Professor_4043,src_Religious-Symbol_2283
src_Secular-Ideology_4057,src_Badge_3229
src_Armament_2036,src_Liturgical-Object_3598
src_Object_1690,src_Period_4920
src_Scandal_1273,src_Public-Oration_3299
src_Ritual_2360,src_Author_3475
src_Geographical-Discovery_1337,src_Art-Form_1119
src_Time-Dependent_2667,src_Religious-Practice_1718
src_Commodity_2236,src_Religious-Order_2591
src_Pastime_1060,src_King_4349
src_Field-of-Knowledge_4709,src_Film-Maker_3693
src_Fictional-Event_670,src_Author_2686
src_Person_1494,src_Functionary_4876
src_Intra-State-Group_2653,src_Economic-Organisation_2913
src_King_4422,src_Astronaut_529
src_FuzzyTemporalInterval_1305,src_Prince_2240
src_Intellectual-Movement_4718,src_Crime_1274
src_Minister_3348,src_National-Symbol_1062
src_Sultan_1087,src_Cleric_4352
src_Publisher_3535,src_Role_3786
src_Head-of-Government_3781,src_Minister_1854
src_Life-Event_2073,src_Film-Maker_3770
src_Church-Reformer_3006,src_Period_3937
src_Structure_311,src_Artist_3146
src_Religious-Community_1956,src_Uprising_3615
src_Structure_2932,src_Theologian_2885
src_Magnate_1398,src_Monastery_4146
src_Book_2339,src_Actor_2360
src_Religious-Practice_4730,src_Emperor_500
src_Time-Dependent-Relation_1231,src_National-Symbol_1651
src_Religious-Leader_2294,src_Piece-of-Music_4699
src_Foreign-Minister_3921,src_Battle_385
src_King_4009,src_Dynasty_2724
src_Educational-Organisation_1138,src_Church_1772
src_Foreign-Minister_4711,src_Secular-Ideology_1936
src_Religious-Organisation_908,src_Treaty_2892
src_War_4530,src_Minister_4539
src_Country_1676,src_Population-Movement_1359
src_Economic-Enterprise_2737,src_City_2298
src_Religious-Organisation_1115,src_Sultan_159
src_Scandal_452,src_Liturgical-Object_4266
src_Disaster_4440,src_Landmark_2801
src_Conceptual-Object_1053,src_Idea_2238
src_Crime_3654,src_Church-Reformer_2362
src_Ethnic-Group_4672,src_TemporalInterval_2519
src_Train_996,src_Military-Organisation_1826
src_Conceptual-Object_2139,src_Battle_2163
src_Engineer_1544,src_Architect_386
src_Church_1734,src_Board_4160
src_Board_2658,src_Geographer_4679
src_Queen_1788,src_Period-in-Office_3783
src_War_4079,src_Political-Organisation_3286
src_Film-Maker_1264,src_VicodiOI_3635
src_Governmental-Organisation_2795,src_International-Organisation_3136
src_Musician_3944,src_Philosopher_3641
src_Entertainer_3421,src_Geographical-Discovery_2877
src_Life-Event_4901,src_Intellectual-Construct_1568
src_Geographical-Region_2806,src_Publisher_3266
src_Intellectual-Construct_2088,src_Foreign-Minister_952
src_University_3034,src_Time-Dependent-Relation_4213
src_Commodity_2246,src_Time-Dependent_4780
src_Religious-Organisation_4996,src_Settlement_709
src_Church-Reformer_701,src_Location-Part-Relation_4186
src_Landmark_2614,src_Educational-Organisation_500
src_Language_2228,src_King_3223
src_Badge_1894,src_Scandal_4110
src_Entertainer_1382,src_Idea_3397
src_Scientist_330,src_Political-Organisation_2457
src_Geographical-Discovery_615,src_Time-Dependent-Relation_3342
src_Period_597,src_Trade-Association_3341
src_Object_1821,src_Discoverer_4271
src_International-Organisation_1814,src_Commodity_2643
src_Individual_3264,src_City_4280
src_VicodiOI_4328,src_Ecclesiarch_4752
src_Abbey_2937,src_Commodity_4481
src_Intellectual-Construct_1108,src_Settlement_3888
src_Economic-Organisation_1550,src_Clerical-Leader_4876
src_Sultan_3632,src_Philosopher_4885
src_International-Alliance_3812,src_FuzzyTemporalInterval_1767
src_Time-Dependent_4563,src_University_3895
src_League_611,src_Head-of-Government_3200
src_Scientific-Instrument_958,src_Religious-Leader_634
src_Religious-Ideology_198,src_Board_3321
src_Educational-Organisation_2028,src_Economic-Symbol_2653
src_Natural-Object_3383,src_Natural-Object_3827
src_Diplomat_2186,src_Governmental-Organisation_2487
src_Commodity_3454,src_Water_2444
src_Pastime_1639,src_Queen_4802
src_Badge_595,src_Journal_4235
src_Relic_4204,src_Inventor_3490
src_Minister_1311,src_Social-Group_1176
src_Intellectual-Construct_1149,src_Pollution_4716
src_Cathedral_3287,src_Environment_471
src_Public-Oration_4318,src_Vehicle_3345
src_Philosopher_208,src_Dynasty_4531
src_Building_1903,src_Language_594
src_Political-Organisation_1723,src_Sculpture_4756
src_VicodiOI_1600,src_Population-Movement_2387
src_Religious-Ideology_3114,src_Food_1315
src_Person-Role_1285,src_Party_1466
src_Village_857,src_Politician_2667
src_Language_1850,src_Religious-Practice_30
src_Art-Form_1157,src_Vehicle_1704
src_Country_1727,src_Movement_3050
src_Social-Stratum_3440,src_Ritual_2360
src_Trial_4452,src_Piece-of-Music_4137
src_Person-Role_1546,src_Educational-Organisation_654
src_Abstract-Notion_1758,src_Geographical-Feature_4297
src_Geographical-Feature_601,src_Dramaturge_4372
src_Clothing_4488,src_Symbol_1906
src_Religious-Order_3834,src_Governmental-Organisation_1878
src_Cultural-Agreement_2650,src_Philanthropist_1686
src_Train_3213,src_Physician_2883
src_Settlement_1821,src_Sportsman_3128
src_Queen_4636,src_Educational-Organisation_2445
src_Astronaut_2565,src_Ship_4271
src_Person_971,src_Physician_309
src_Religious-Community_3981,src_Field-of-Knowledge_4713
src_Geographical-Discovery_1577,src_Illness_3498
src_Abbey_4389,src_Author_4442
src_Village_1078,src_Scientist_3600
src_Painter_23,src_Ecclesiarch_1461
src_Secular-Movement_3803,src_Film-Maker_4923
src_Religious-Community_3293,src_Time-Dependent_1926
src_Work-of-Art_4876,src_Newspaper_923
src_Religious-Order_2261,src_Crime_3128
src_Settlement_3536,src_Dancer_2751
src_Church-Reformer_125,src_Scientist_1738
src_Painting_2647,src_Intellectual-Movement_1396
src_Diplomat_4742,src_Management-Organisation_4858
src_Writing_4491,src_Building_2893
src_Religious-Movement_924,src_Secular-Leader_2044
src_Artist_4159,src_Role_506
src_Art-Form_4203,src_Journalist_417
src_Composer_1794,src_Head-of-Government_3690
src_Category_1323,src_Book_979
src_Architect_389,src_Religious-Organisation_2467
src_Philosopher_4077,src_Political-Symbol_3885
src_Saint_120,src_Period_2310
src_Religious-Organisation_4148,src_Train_2340
src_Category_1912,src_Other-Religious-Person_2774
src_Economic-Process_2085,src_Economic-Organisation_2146
src_Flavour_436,src_Military-Person_503
src_Sculptor_3366,src_Intellectual-Movement_4424
src_League_3370,src_Water_2528
src_Military-Unit_2441,src_Person_936
src_Religious-Community_3606,src_Conductor_2115
src_Legislation_626,src_Natural-Object_1979
src_City_924,src_Geographical-Region_1786
src_Dancer_2357,src_Structure_3734
src_Creator_4848,src_Philanthropist_4705
src_Economic-Process_3128,src_Saint_2916
src_Board_4869,src_Other-Religious-Leader_3024
src_Commodity_4038,src_Organisation_3889
src_Secular-Leader_4906,src_Professor_2176
src_Technical-Scientific-Advance_354,src_Masonic-Lodge_907
src_International-Organisation_1438,src_Other-Religious-Leader_979
src_Role_472,src_Governmental-Organisation_2473
src_International-Alliance_4853,src_Cultural-Agreement_3949
src_Economic-Enterprise_351,src_Monastery_3517
src_Public-Oration_1143,src_Book_1487
src_Trades-Unionist_3008,src_National-Symbol_4172
src_Inventor_1535,src_Geographical-Region_4832
src_Creator_1967,src_Minister_362
src_Economic-Organisation_3570,src_War_116
src_FuzzyTemporalInterval_857,src_Language_2583
src_Business-Leader_3476,src_Author_2103
src_Newspaper_4333,src_Disease_1102
src_National-Symbol_1726,src_Religious-Organisation_2080
src_Settlement_2339,src_Uprising_3787
src_Political-Symbol_3762,src_Economic-Process_256
src_Conceptual-Object_1919,src_Pope_1898
src_Philanthropist_1460,src_TemporalInterval_3594
src_Badge_1166,src_Movement_949
src_King_1850,src_City_3
src_Diplomat_1582,src_Political-Organisation_756
src_Individual_3581,src_Engineer_4224
src_Other-Religious-Leader_1202,src_Liturgical-Object_2171
src_Trades-Unionist_1958,src_League_2708
src_Journalist_2124,src_Religious-Movement_833
src_Artistic-Movement_3305,src_Scientific-Instrument_3961
src_Animal_2209,src_Cultural-Agreement_1965
src_TemporalInterval_3404,src_Musician_3012
src_Intellectual-Movement_4736,src_Non-Military-Conflict_1297
src_Trades-Unionist_4072,src_Artistic-Style_1531
src_Role_2946,src_Professor_4297
src_Journalist_791,src_City_3848
src_Artistic-Style_483,src_Stereotype-Group_4970
src_Artist_12,src_Art-Form_3957
src_Trade-Association_2167,src_Food_4829
src_Fictional-Person_933,src_Crime_2902
src_Period-in-Office_1485,src_Economic-Enterprise_1491
src_Prince_508,src_Category_1524
src_Architect_2327,src_VicodiOI_2256
src_Train_1929,src_Person-Role_1815
src_Crime_2040,src_Painter_33
src_Creator_1089,src_Trade-Association_2953
src_Book_1484,src_Clothing_752
src_Religious-Organisation_1210,src_Social-Stratum_4119
src_Book_1666,src_Economist_3333
src_Board_4436,src_Minister_2432
src_Role_2989,src_Trial_796
src_Religious-Movement_1009,src_Scientific-Instrument_1141
src_Sculptor_4902,src_Time-Dependent-Relation_1739
src_Religious-Organisation_916,src_Politician_1505
src_Journal_2851,src_Pamphlet_1802
src_Time_3822,src_Uprising_2729
src_Treaty_2467,src_Meeting_3834
src_Criminal_4276,src_Military-Person_2651
src_Other-Religious-Leader_2423,src_Clothing_3633
src_Military-Person_3801,src_Artistic-Style_1544
src_Measurable-Trend_4098,src_Dramaturge_2274
src_Creator_618,src_League_2883
src_Village_658,src_Monastery_1967
src_Political-Organisation_2548,src_Train_3281
src_Armament_1796,src_Intellectual-Construct_1721
src_Religious-Order_4592,src_Trades-Unionist_2280
src_Discoverer_699,src_Trades-Union_2771
src_Church-Reformer_1367,src_Ritual_2010
src_Fictional-Person_1544,src_Painting_3548
src_Geographical-Region_1414,src_Fictional-Event_537
src_Politician_2283,src_FuzzyTemporalInterval_251
src_Intra-State-Group_2323,src_Ritual_1994
src_Settlement_2600,src_Secular-Ideology_2491
src_Prince_3701,src_Functionary_3148
src_Water_1259,src_Military-Unit_1838
src_International-Alliance_3463,src_Conceptual-Object_3487
src_Economic-Process_3004,src_Person_1476
src_Location-Part-Relation_3293,src_Population-Movement_1200
src_Cultural-Agreement_2915,src_Dancer_1403
src_Cleric_1428,src_TemporalInterval_4745
src_Scandal_221,src_Religious-Community_3525
src_Church-Reformer_2790,src_Event_90
src_Time_4675,src_Military-Person_2839
src_Board_396,src_TemporalInterval_2685
src_Vehicle_2106,src_Artefact_1222
src_Film-Maker_2457,src_Psychologist_4739
src_Economist_861,src_Flavour_153
src_Time-Dependent_2525,src_VicodiOI_4498
src_Animal_1637,src_Life-Event_668
src_Cultural-Agreement_3095,src_TemporalInterval_2072
src_Battle_2049,src_City_977
src_Individual_2322,src_Ideology_4878
src_Person-Role_405,src_Time-Dependent-Relation_4014
src_Movement_1672,src_Sculpture_2471
src_Environment_1919,src_Social-Group_1611
src_Dancer_2969,src_Creator_3528
src_Journalist_1396,src_Business-Leader_4850
src_FuzzyTemporalInterval_405,src_Painter_911
src_Book_543,src_Geographical-Region_2079
src_Economic-Organisation_2397,src_Economic-Organisation_3366
src_League_3155,src_Representative-Institution_2896
src_Economic-Organisation_1805,src_Election_2640
src_Engineer_51,src_Social-Stratum_4756
src_Dramaturge_1253,src_Magnate_4688
src_Board_1328,src_Book_4789
src_Political-Symbol_323,src_Criminal_1614
src_Clerical-Leader_2627,src_Trial_799
src_Sculpture_1017,src_Dynasty_643
src_Management-Organisation_710,src_Representative-Institution_2072
src_Other-Religious-Person_733,src_Sculpture_705
src_Masonic-Lodge_4830,src_Architect_1272
src_Cleric_2203,src_Journal_3814
src_Artistic-Movement_1803,src_Religious-Organisation_536
src_Ritual_4101,src_Structure_4487
src_Individual_4742,src_Professor_877
src_Field-of-Knowledge_3915,src_Illness_263
src_Discoverer_2402,src_Disaster_3707
src_Jurist_3443,src_Geographical-Discovery_4503
src_Dynasty_2612,src_Leader_1411
src_Representative-Institution_729,src_Ideology_4285
src_Election_3675,src_Educational-Organisation_1879
src_Idea_231,src_Pamphlet_2511
src_Church-Reformer_3335,src_Foreign-Minister_1715
src_Food_4990,src_National-Symbol_1374
src_Uprising_645,src_Sportsman_3316
src_Geographical-Region_1387,src_Head-of-Government_2046
src_Creator_1105,src_Church-Reformer_4786
src_Liturgical-Object_3250,src_Discoverer_2858
src_Church_4058,src_Architect_3823
src_Country_4310,src_Flavour_4426
src_Election_2065,src_Engineer_4726
src_Trade-Association_3407,src_Military-Person_4894
src_Village_4257,src_Village_447
src_Prince_1553,src_Armament_1361
src_Economic-Organisation_1448,src_Natural-Object_1023
src_Physician_1859,src_Conceptual-Object_2520
src_Religious-Community_900,src_Organisation_3802
src_Party_2365,src_City_4139
src_Person-Role_2319,src_Saint_4635
src_Geographical-Feature_2312,src_Religious-Order_4505
src_Armament_2027,src_Masonic-Lodge_2824
src_Badge_1266,src_Governmental-Organisation_1213
src_Location-Part-Relation_446,src_Election_2520
src_Head-of-Government_4407,src_Battle_4861
src_Prince_4639,src_Trial_1926
src_Cultural-Organisation_4752,src_Emperor_854
src_Entertainer_2214,src_Armament_4605
src_Criminal_2231,src_Settlement_3491
src_Election_623,src_Church-Reformer_371
src_Structure_4464,src_Economic-Symbol_3326
src_Newspaper_311,src_Church_2056
src_Geographical-Region_3010,src_Time-Dependent_4995
src_Engineer_3637,src_Person_118
src_Religious-Community_3516,src_Journalist_393
src_Movement_1594,src_Governmental-Organisation_3624
src_Economic-Symbol_2431,src_Sculpture_449
src_Ethnic-Group_313,src_Legislation_4588
src_Economic-Enterprise_66,src_Ritual_4671
src_Church-Reformer_1263,src_Musician_4395
src_Person_3736,src_Natural-Object_342
src_Fictional-Event_2531,src_Minister_2117
src_Writing_2203,src_Ecclesiarch_3710
src_Magnate_3222,src_Composer_2304
src_Intellectual-Movement_205,src_Idea_3127
src_Functionary_4628,src_Journalist_4976
src_Ethnic-Group_2745,src_Election_2205
src_Building_2177,src_Vehicle_3157
src_Other-Religious-Person_4582,src_Dancer_331
src_Ship_1781,src_Writing_498
src_Stereotype-Group_4427,src_Management-Organisation_3370
src_Emperor_4568,src_Vehicle_4457
src_Disease_2180,src_Intra-State-Group_609
src_Magnate_1485,src_Economic-Organisation_2161
src_International-Alliance_3507,src_Trades-Union_2947
src_Philosopher_3555,src_Non-Military-Conflict_2082
src_Dramaturge_2335,src_Fictional-Event_1302
src_Religious-Symbol_3238,src_Religious-Practice_478
src_Pamphlet_1896,src_Cultural-Organisation_3160
src_Election_3482,src_Leader_4919
src_Psychologist_3952,src_Vehicle_2402
src_Economic-Organisation_1896,src_Armament_4149
src_Clerical-Leader_4971,src_Fictional-Person_3935
src_Village_2183,src_Clerical-Leader_1695
src_Economic-Organisation_1911,src_Board_859
src_Entertainer_1388,src_Legislation_758
src_Representative-Institution_2412,src_War_3365
src_Educational-Organisation_2177,src_Organisation_4503
src_Psychologist_4989,src_Leader_4391
src_Abbey_2433,src_Field-of-Knowledge_4143
src_Symbol_1853,src_Painting_2923
src_Country_2306,src_Philosopher_231
src_Village_1747,src_Ship_2957
src_Book_4785,src_Ritual_3855
src_Book_3293,src_Artefact_2829
src_Liturgical-Object_4689,src_Liturgical-Object_660
src_Political-Region_96,src_Church-Reformer_2635
src_Military-Unit_156,src_Psychologist_4603
src_Church-Reformer_3054,src_Religious-Movement_315
src_Artist_1063,src_Liturgical-Object_501
src_Battle_3549,src_Political-Organisation_145
