src_Location-Part-Relation_2721,src_Journalist_4145
src_Geographical-Region_1324,src_Badge_2994
src_Pastime_3603,src_Role_112
src_Sculpture_2278,src_Church_733
src_Secular-Movement_2934,src_Engineer_615
src_Role_3410,src_Uprising_1420
src_Village_4259,src_Religious-Leader_1961
src_Natural-Object_2151,src_Secular-Leader_3807
src_Economist_4033,src_Actor_1587
src_Monastery_4178,src_Structure_2920
src_Illness_1193,src_Ecclesiarch_442
src_Artistic-Style_3366,src_Movement_410
src_Life-Event_484,src_Symbol_1849
src_Functionary_2652,src_Actor_4779
src_Artistic-Movement_1766,src_Church_410
src_Stereotype-Group_4251,src_Political-Organisation_1476
src_Saint_2334,src_FuzzyTemporalInterval_3026
src_Economic-Symbol_4529,src_Economic-Process_4533
src_Location-Part-Relation_771,src_University_767
src_Philanthropist_1167,src_National-Symbol_1979
src_Author_120,src_Actor_3091
src_Field-of-Knowledge_3000,src_Trade-Association_3276
src_Intra-State-Group_608,src_Sculptor_2112
src_VicodiOI_3729,src_Idea_2535
src_Uprising_2666,src_Intellectual-Construct_1211
src_Masonic-Lodge_4051,src_Religious-Community_463
src_Cultural-Agreement_4677,src_Role_2746
src_Legislation_692,src_Magnate_2166
src_Representative-Institution_2053,src_Painter_3280
src_Religious-Leader_2457,src_Time_4267
src_Structure_500,src_Prince_2302
src_Ecclesiarch_2479,src_Religious-Movement_4662
src_Time-Dependent_4761,src_Other-Religious-Leader_97
src_Landmark_4820,src_Movement_729
src_Governmental-Organisation_4196,src_Fictional-Event_4368
src_Actor_4458,src_Work-of-Art_1742
src_Secular-Leader_927,src_Badge_3741
src_Cultural-Agreement_2404,src_Religious-Ideology_2829
src_Economic-Enterprise_4126,src_Population-Movement_4217
src_Painter_3927,src_Musician_4556
src_Abstract-Notion_935,src_Cathedral_1193
src_Technical-Scientific-Advance_4106,src_Physician_4839
src_Train_3090,src_Landmark_3341
src_Intellectual-Construct_3725,src_Cathedral_3975
src_Actor_1066,src_Pamphlet_3261
src_Other-Religious-Person_3205,src_Minister_4493
src_Saint_3842,src_Author_3860
src_Time_3230,src_Sculpture_1142
src_Time-Dependent_65,src_Crime_1295
src_Church-Reformer_2063,src_Functionary_2445
src_Inventor_4822,src_Dramaturge_1741
src_Trades-Unionist_2153,src_Masonic-Lodge_2974
src_TemporalInterval_987,src_Dancer_3469
src_Symbol_392,src_Management-Organisation_1510
src_Abbey_4581,src_Movement_3164
src_Governmental-Organisation_1736,src_Scandal_4446
src_Film-Maker_386,src_Painting_487
src_Animal_1456,src_Writing_1551
src_Treaty_1465,src_Writing_2259
src_Philosopher_2346,src_Journal_4565
src_Prince_349,src_Journal_4977
src_Author_2840,src_Psychologist_1638
src_Illness_1410,src_Conductor_3901
src_Artistic-Movement_656,src_Conductor_4410
src_Cultural-Organisation_1998,src_Other-Religious-Leader_1004
src_Time-Dependent_2577,src_Educational-Organisation_690
src_Diplomat_496,src_Building_3947
src_Scientist_3587,src_Cathedral_722
src_Clothing_3060,src_Cathedral_3821
src_Professor_2187,src_Badge_984
src_Religious-Symbol_2349,src_Battle_3355
src_Geographical-Discovery_1844,src_Armament_909
src_Geographer_1433,src_International-Organisation_2178
src_Building_1950,src_Relic_1352
src_Economic-Organisation_1264,src_Cleric_3619
src_Saint_2874,src_Social-Stratum_2872
src_FuzzyTemporalInterval_4173,src_Measurable-Trend_3260
src_TemporalInterval_51,src_Time-Dependent_2897
src_Newspaper_1787,src_Pastime_1153
src_Philanthropist_1014,src_Artistic-Movement_4522
src_Clothing_4576,src_Work-of-Art_839
src_Settlement_2714,src_Theologian_4927
src_Church-Reformer_1341,src_Sportsman_3629
src_Party_2137,src_Criminal_3347
src_Location_1579,src_Time_2635
src_Governmental-Organisation_4076,src_Pope_1451
src_Monastery_94,src_Economist_972
src_Religious-Community_2539,src_Illness_815
src_Food_2998,src_Person_3733
src_Actor_3258,src_Management-Organisation_3946
src_Sculpture_673,src_Individual_2485
src_Social-Stratum_3764,src_Dramaturge_1127
src_Measurable-Trend_146,src_Settlement_4821
src_Musician_4332,src_Inventor_163
src_Secular-Leader_4661,src_Scientific-Instrument_4343
src_Minister_3446,src_Landmark_4008
src_Artistic-Style_407,src_Religious-Organisation_4873
src_Musician_2530,src_National-Symbol_949
src_Ritual_3730,src_Painting_80
src_Journal_2313,src_Ecclesiarch_4776
src_Secular-Movement_118,src_Fictional-Event_3855
src_Jurist_157,src_Technical-Scientific-Advance_2750
src_Entertainer_4009,src_University_3519
src_Trade-Association_1413,src_Film-Maker_3215
src_Musician_344,src_Environment_438
src_Art-Form_3598,src_City_437
src_Abbey_3627,src_Trades-Union_338
src_Vehicle_2218,src_Church_1155
src_Commodity_4844,src_Writing_3045
src_National-Symbol_1429,src_Country_719
src_Religious-Order_1576,src_Religious-Organisation_368
src_Movement_74,src_Landmark_4970
src_International-Alliance_4396,src_Meeting_3065
src_Philosopher_3482,src_Field-of-Knowledge_1012
src_Life-Event_600,src_Saint_1063
src_Entertainer_3588,src_Illness_2546
src_Theologian_3711,src_Queen_4602
src_Church-Reformer_3230,src_Ideology_1658
src_Train_1909,src_Newspaper_806
src_Fictional-Person_2386,src_Geographer_2363
src_Geographical-Region_1127,src_Natural-Object_174
src_Masonic-Lodge_289,src_Psychologist_2096
src_Professor_574,src_Location_1866
src_Pope_2107,src_Foreign-Minister_4691
src_Natural-Object_3875,src_Pope_3283
src_Uprising_1036,src_Artefact_3691
src_Newspaper_3132,src_Measurable-Trend_2964
src_Scientist_3601,src_Journal_880
src_Pamphlet_1597,src_Psychologist_4256
src_Artist_4328,src_Business-Leader_2587
src_Philanthropist_2256,src_Conductor_4168
src_Settlement_3371,src_League_2697
src_Water_2197,src_Political-Region_2212
src_Political-Symbol_2141,src_Battle_3055
src_Religious-Practice_1705,src_Military-Organisation_2654
src_Scientific-Instrument_2290,src_Symbol_1796
src_Functionary_1819,src_Time_3684
src_Clothing_3411,src_Foreign-Minister_1395
src_Environment_3794,src_Location_93
src_Ritual_4167,src_Language_152
src_Geographical-Discovery_3800,src_Badge_3936
src_Functionary_419,src_Pastime_2432
src_Geographical-Feature_3857,src_Intellectual-Construct_2698
src_Secular-Ideology_1523,src_Composer_507
src_Cultural-Organisation_44,src_International-Organisation_478
src_Magnate_2950,src_Social-Group_2619
src_Masonic-Lodge_4848,src_Head-of-State_44
src_Queen_357,src_Structure_2468
src_Other-Religious-Leader_3008,src_Stereotype-Group_2724
src_Engineer_2619,src_Intra-State-Group_1340
src_Field-of-Knowledge_383,src_Diplomat_770
src_Artistic-Movement_662,src_Geographical-Feature_538
src_Location-Part-Relation_4636,src_Sculptor_2114
src_Abstract-Notion_3076,src_Intellectual-Construct_1248
src_Building_4575,src_Train_3106
src_Language_2639,src_League_2074
src_Engineer_905,src_Economic-Enterprise_3572
src_Saint_2177,src_Public-Oration_4693
src_Scandal_696,src_Scientific-Instrument_2059
src_Symbol_1912,src_Clothing_179
src_Architect_4480,src_Dramaturge_419
src_Management-Organisation_4074,src_Artistic-Movement_4452
src_Criminal_1250,src_Flavour_1531
src_Meeting_274,src_Functionary_2428
src_Saint_4456,src_Minister_155
src_Artist_4553,src_Film-Maker_4241
src_Ideology_4830,src_Artefact_4624
src_Role_1260,src_Publisher_3052
src_Intellectual-Movement_4971,src_Vehicle_4917
src_Category_316,src_Head-of-State_4212
src_TemporalInterval_3061,src_Minister_2770
src_Scandal_4985,src_Religious-Practice_112
src_Cleric_360,src_Abbey_4366
src_TemporalInterval_94,src_Other-Religious-Leader_4124
src_Vehicle_1999,src_Animal_4030
src_Movement_4448,src_Intra-State-Group_3591
src_Religious-Practice_601,src_Economic-Enterprise_1910
src_Period-in-Office_1974,src_Population-Movement_2965
src_Cultural-Agreement_2173,src_Relic_3172
src_Location-Part-Relation_114,src_Military-Person_2753
src_Board_4525,src_Ethnic-Group_4513
src_Astronaut_3829,src_Economic-Symbol_4296
src_Cultural-Organisation_750,src_Military-Unit_1089
src_Geographical-Discovery_3278,src_Economic-Symbol_922
src_Conductor_4606,src_Politician_2463
src_VicodiOI_2532,src_Fictional-Person_2210
src_Religious-Organisation_900,src_Clothing_1108
src_Religious-Organisation_4415,src_Time-Dependent_1659
src_Object_1812,src_University_4567
src_Measurable-Trend_1434,src_Flavour_1730
src_Leader_136,src_Painting_356
src_Educational-Organisation_1139,src_Political-Symbol_896
src_Trades-Union_3727,src_Entertainer_4919
src_Sculpture_3665,src_Psychologist_4271
src_University_4809,src_Sculpture_4471
src_League_701,src_Disaster_1770
src_Person-Role_4096,src_Field-of-Knowledge_1133
src_Public-Oration_2257,src_Saint_2183
src_Secular-Movement_1672,src_Location_1204
src_Actor_4683,src_Piece-of-Music_1926
src_Dramaturge_975,src_Movement_2120
src_Period-in-Office_794,src_Criminal_2960
src_Publisher_1565,src_Landmark_3953
src_Monastery_71,src_Trades-Unionist_2666
src_Building_4013,src_Cleric_3351
src_Social-Stratum_2853,src_Jurist_146
src_Idea_1362,src_Philosopher_2885
src_National-Symbol_2010,src_Liturgical-Object_3574
src_Religious-Practice_3514,src_Educational-Organisation_1807
src_Sculptor_3427,src_Inventor_2673
src_Head-of-Government_3070,src_Geographical-Discovery_1230
src_Astronaut_43,src_Masonic-Lodge_1360
src_Water_3911,src_Masonic-Lodge_928
src_Other-Religious-Leader_1764,src_Entertainer_2734
src_Meeting_2922,src_Religious-Leader_1634
src_Time-Dependent_2011,src_Secular-Ideology_2590
src_Geographical-Feature_4492,src_Liturgical-Object_384
src_Conductor_2936,src_Head-of-State_3815
src_Criminal_4287,src_Educational-Organisation_4153
src_Head-of-State_27,src_Cultural-Agreement_326
src_Political-Organisation_2243,src_Management-Organisation_2405
src_Inventor_2632,src_Train_2857
src_Period-in-Office_1604,src_Trades-Union_1360
src_Life-Event_3459,src_Musician_2512
src_Technical-Scientific-Advance_4042,src_Time-Dependent_4846
src_Church-Reformer_532,src_Time-Dependent_301
src_Disease_1164,src_Politician_1975
src_Religious-Organisation_836,src_Religious-Order_4082
src_Educational-Organisation_1516,src_Cultural-Organisation_4250
src_Trial_198,src_Fictional-Person_2391
src_Piece-of-Music_3277,src_Masonic-Lodge_4611
src_Ship_3774,src_Theologian_850
src_Film-Maker_991,src_Board_3086
src_Head-of-Government_917,src_Other-Religious-Person_4614
src_Writing_793,src_National-Symbol_691
src_Military-Organisation_1002,src_Ideology_2887
src_Economist_1518,src_Time-Dependent_2074
src_Newspaper_3409,src_Religious-Community_3818
src_Trades-Union_3161,src_Trades-Union_2942
src_Dancer_3072,src_Minister_647
src_Composer_1168,src_Queen_2356
src_Work-of-Art_1533,src_Village_4128
src_Astronaut_251,src_Business-Leader_4770
src_Relic_2529,src_Technical-Scientific-Advance_4457
src_Cathedral_3565,src_Relic_258
src_Other-Religious-Person_1815,src_Book_4328
src_Train_1706,src_Psychologist_1214
src_Ethnic-Group_1540,src_Economic-Organisation_3267
src_Educational-Organisation_3583,src_Secular-Movement_1107
src_Non-Military-Conflict_4384,src_Religious-Symbol_3214
src_Sculpture_661,src_Trial_480
src_Actor_2236,src_City_100
src_Board_430,src_Disease_709
src_Actor_834,src_Period_4035
src_Scandal_3246,src_Religious-Symbol_3174
src_Intellectual-Construct_4800,src_Physician_163
src_Clerical-Leader_1322,src_League_1696
src_Artist_1572,src_Sculptor_141
src_Physician_4252,src_Economic-Process_4528
src_Political-Symbol_2408,src_Role_3453
src_Religious-Leader_1476,src_Publisher_2609
src_Entertainer_439,src_Relic_2609
src_Author_1784,src_Abstract-Notion_436
src_Intra-State-Group_702,src_Work-of-Art_1265
src_Inventor_972,src_Functionary_4702
src_Religious-Order_684,src_Non-Military-Conflict_703
src_Food_4746,src_Category_1191
src_Architect_273,src_Magnate_1750
src_Geographical-Feature_1179,src_Time-Dependent_3584
src_Musician_4882,src_National-Symbol_1653
src_Geographical-Discovery_1980,src_Abbey_978
src_Sultan_3299,src_Settlement_2363
src_Pollution_4746,src_Trade-Association_4523
src_Meeting_4851,src_Public-Oration_1234
src_Event_1565,src_Person_1641
src_Illness_4491,src_Monastery_1997
src_Measurable-Trend_1912,src_Abstract-Notion_4702
src_Foreign-Minister_3126,src_TemporalInterval_619
src_Writing_671,src_Armament_2396
src_Other-Religious-Person_1490,src_Sportsman_3284
src_Foreign-Minister_1679,src_Secular-Movement_632
src_Artistic-Movement_2126,src_Geographical-Discovery_3752
src_Trades-Unionist_4248,src_Stereotype-Group_3930
src_Sultan_65,src_Religious-Practice_2501
src_Newspaper_4702,src_Dancer_824
src_Professor_3977,src_City_4831
src_Psychologist_1003,src_Painting_2791
src_Dramaturge_1881,src_Religious-Practice_3992
src_Dramaturge_3815,src_Intra-State-Group_660
src_Abbey_1000,src_Piece-of-Music_2791
src_Landmark_3520,src_Piece-of-Music_4765
src_Secular-Leader_4729,src_Book_3642
src_Writing_3313,src_Diplomat_842
src_Economic-Process_4205,src_Life-Event_4742
src_Other-Religious-Person_4407,src_Ritual_175
src_Pollution_2922,src_Vehicle_2027
src_Church-Reformer_2286,src_Battle_4129
src_Geographer_1471,src_Scientific-Instrument_3418
src_Animal_1912,src_Functionary_1942
src_Disease_2933,src_Physician_2784
src_Idea_358,src_Location_4504
src_Train_1783,src_Church-Reformer_4595
src_Military-Organisation_988,src_Location_744
src_Fictional-Event_434,src_Church_2985
src_Disaster_3097,src_Inventor_1532
src_Water_1429,src_Liturgical-Object_4173
src_Politician_2508,src_Ideology_1275
src_Film-Maker_778,src_Idea_308
src_Monastery_3207,src_Conceptual-Object_4661
src_Language_2115,src_Period_2729
src_Vehicle_4656,src_Category_1205
src_Organisation_4821,src_Cathedral_4790
src_Representative-Institution_2139,src_Pamphlet_1496
src_Flavour_1839,src_Economic-Enterprise_261
src_Geographical-Discovery_1432,src_Pollution_2414
src_Animal_3139,src_Intellectual-Movement_1416
src_Field-of-Knowledge_50,src_Disease_2046
src_Symbol_4908,src_Individual_886
src_Role_1134,src_Time_4971
src_Composer_3846,src_League_1615
src_Geographer_4096,src_Representative-Institution_3155
src_Settlement_225,src_Sultan_2060
src_Physician_3201,src_Geographical-Region_3635
src_Criminal_382,src_Individual_954
src_Artist_3859,src_Theologian_3046
src_Flavour_1215,src_Non-Military-Conflict_2445
src_Military-Organisation_2178,src_Environment_3221
src_Ethnic-Group_2515,src_Church_3351
src_Criminal_2468,src_Author_2142
src_Conceptual-Object_1311,src_Inventor_4024
src_Treaty_3722,src_Philosopher_1056
src_Emperor_2677,src_Entertainer_1829
src_Secular-Leader_2980,src_University_2434
src_Pamphlet_4760,src_Category_4539
src_Foreign-Minister_4448,src_Diplomat_2257
src_Time_1750,src_Artistic-Movement_954
src_Geographical-Discovery_244,src_Religious-Order_448
src_Economic-Enterprise_28,src_Structure_116
src_Pope_4679,src_Sultan_4919
src_Dancer_2557,src_International-Organisation_3613
src_Psychologist_2755,src_Politician_4502
src_Journal_3563,src_Conductor_3818
src_Business-Leader_4045,src_Architect_4240
src_Saint_812,src_Magnate_4356
src_Economic-Symbol_2507,src_Church-Reformer_4763
src_Social-Group_3845,src_Dramaturge_2876
src_Geographical-Discovery_2732,src_VicodiOI_2612
src_Clerical-Leader_2370,src_Painter_3398
src_Functionary_1995,src_Musician_3205
src_Theologian_4780,src_Person_1911
src_Dancer_3124,src_Cultural-Organisation_1529
src_Scientist_3768,src_Leader_2065
src_Musician_4821,src_Psychologist_3404
src_Other-Religious-Person_1646,src_Magnate_916
src_Religious-Practice_4414,src_Election_4701
src_TemporalInterval_911,src_National-Symbol_884
src_Economic-Symbol_3193,src_Stereotype-Group_2604
src_Religious-Practice_4430,src_Time-Dependent-Relation_2647
src_Clerical-Leader_2994,src_VicodiOI_3982
src_Environment_928,src_War_2389
src_Structure_847,src_Pastime_3902
src_Saint_1931,src_Conductor_1264
src_Scientific-Instrument_2064,src_Illness_3092
src_Intellectual-Construct_4834,src_University_851
src_Religious-Symbol_1112,src_Cultural-Organisation_2127
src_Country_878,src_Cultural-Agreement_2333
src_Painter_2937,src_Pamphlet_4324
src_Social-Group_4734,src_Musician_533
src_Disaster_3308,src_Secular-Ideology_4166
src_Badge_2568,src_Newspaper_4325
src_Political-Symbol_1814,src_Head-of-Government_1813
src_Location-Part-Relation_301,src_Country_2032
src_Clothing_3476,src_Role_2666
src_Building_2664,src_Scandal_4789
src_Language_4167,src_Politician_4318
src_Location_4399,src_Scientific-Instrument_835
src_Armament_3376,src_Diplomat_256
src_Intellectual-Construct_272,src_Uprising_37
src_Geographical-Discovery_2205,src_Ecclesiarch_741
src_Country_3349,src_Badge_126
src_Monastery_2745,src_Newspaper_608
src_Meeting_3736,src_Painter_1859
src_Clothing_856,src_Psychologist_1161
src_Dancer_3519,src_Geographical-Discovery_2717
src_Head-of-Government_295,src_Journal_2727
src_Abbey_2992,src_Physician_1654
src_Emperor_792,src_Intra-State-Group_4360
src_Film-Maker_2917,src_Actor_1529
src_Saint_4323,src_Geographical-Feature_533
src_Politician_3033,src_Dancer_4492
src_Secular-Leader_886,src_International-Alliance_225
src_Liturgical-Object_1017,src_Conductor_822
src_Leader_4702,src_Monastery_0
src_Social-Stratum_1204,src_Time-Dependent-Relation_3419
src_Religious-Leader_3555,src_Film-Maker_4698
src_Inventor_2051,src_Public-Oration_3245
src_Masonic-Lodge_1111,src_Queen_3015
src_Time-Dependent_2417,src_Liturgical-Object_242
src_Structure_2207,src_Person-Role_4777
src_Relic_3723,src_Journal_4274
src_Geographer_960,src_Economic-Enterprise_3535
src_Fictional-Event_1168,src_Entertainer_2216
src_Conductor_1482,src_Public-Oration_238
src_Prince_2177,src_Environment_398
src_Food_3008,src_Artistic-Movement_4728
src_Role_706,src_Artistic-Style_1347
src_Religious-Organisation_4974,src_Geographical-Feature_703
src_Inventor_4975,src_Vehicle_4318
src_War_489,src_Battle_2735
src_Ship_2911,src_Saint_2305
src_Astronaut_2658,src_Art-Form_4545
src_Religious-Organisation_2980,src_Person-Role_2760
src_Battle_467,src_Party_2852
src_Person_249,src_Conductor_569
src_Religious-Ideology_1463,src_Political-Organisation_3732
src_Inventor_3922,src_Idea_532
src_Journal_4390,src_Church-Reformer_4365
src_Economic-Process_3006,src_Organisation_3898
src_Secular-Ideology_1934,src_Party_735
src_Creator_4280,src_Ecclesiarch_2400
src_Period-in-Office_4882,src_Management-Organisation_1657
src_Secular-Leader_825,src_Inventor_858
src_Piece-of-Music_1239,src_Measurable-Trend_4255
src_Professor_3679,src_Measurable-Trend_2730
src_Pope_4482,src_Professor_3581
src_Conceptual-Object_721,src_TemporalInterval_4416
src_Person_1642,src_Population-Movement_787
src_Sultan_393,src_Political-Region_345
src_Ecclesiarch_3851,src_Geographical-Feature_2553
src_Clothing_4856,src_Art-Form_2650
src_Scientific-Instrument_4345,src_Religious-Organisation_1114
src_Pamphlet_4644,src_Economist_2779
src_Military-Unit_3641,src_Emperor_4346
src_Landmark_1132,src_Village_3710
src_Economic-Organisation_707,src_Military-Organisation_4226
src_TemporalInterval_2034,src_Religious-Order_4902
src_Cleric_4338,src_Painter_4040
src_Disease_760,src_Ritual_2811
src_Physician_4089,src_Intellectual-Construct_2985
src_University_1667,src_Intra-State-Group_2643
src_Trades-Unionist_3071,src_Actor_1593
src_Dancer_2147,src_Religious-Order_1711
src_Engineer_2628,src_Sculpture_4879
src_Dynasty_3280,src_Painting_757
src_Person-Role_1393,src_Geographical-Feature_4180
src_Economic-Process_2214,src_TemporalInterval_4882
src_Military-Person_3260,src_Economic-Organisation_4562
src_Engineer_1385,src_Organisation_870
src_Secular-Movement_1297,src_Illness_2766
src_Religious-Ideology_785,src_Intellectual-Construct_2065
src_TemporalInterval_1329,src_Head-of-State_247
src_Landmark_3367,src_Ship_2426
src_Disaster_3158,src_Legislation_2543
src_Location_1910,src_Conceptual-Object_4068
src_Educational-Organisation_1540,src_VicodiOI_2199
src_Church-Reformer_3946,src_Country_4888
src_Composer_2258,src_Ship_3684
src_Cathedral_4595,src_Treaty_480
src_VicodiOI_4934,src_Political-Region_174
src_Structure_971,src_Category_375
src_Jurist_2228,src_Entertainer_1045
src_Election_2563,src_Prince_4468
src_Board_695,src_Badge_3964
src_Publisher_3410,src_Structure_4045
src_Entertainer_2830,src_Stereotype-Group_1216
src_Musician_2989,src_Trades-Union_1102
src_Food_2128,src_Other-Religious-Person_3664
src_Composer_495,src_VicodiOI_4209
src_Secular-Ideology_3303,src_Commodity_1020
src_Religious-Symbol_4722,src_Train_3765
src_Painting_2841,src_Illness_2671
src_Representative-Institution_3084,src_Clerical-Leader_754
src_Public-Oration_929,src_Disease_1622
src_Painter_347,src_Politician_1520
src_Trade-Association_4426,src_Economic-Symbol_1888
src_Political-Region_3008,src_FuzzyTemporalInterval_1221
src_Settlement_1388,src_University_4294
src_Secular-Movement_3584,src_Fictional-Event_3397
src_Philanthropist_2836,src_Religious-Organisation_2898
src_Minister_1293,src_University_2250
src_Other-Religious-Leader_1152,src_Illness_169
src_Commodity_928,src_Business-Leader_659
src_Animal_2512,src_Ethnic-Group_1915
src_Period-in-Office_259,src_Artefact_1062
src_Role_2494,src_Badge_4031
src_Art-Form_2734,src_Political-Organisation_1584
src_Economic-Symbol_2414,src_Film-Maker_185
src_Election_1673,src_Pollution_584
src_Social-Stratum_3702,src_Foreign-Minister_3718
src_Architect_1090,src_Governmental-Organisation_4354
src_Building_3895,src_Ecclesiarch_4460
src_Publisher_3337,src_Movement_1320
src_Diplomat_433,src_Cultural-Organisation_932
src_Role_835,src_Party_896
src_Illness_3018,src_City_442
src_Pamphlet_2548,src_Legislation_1882
src_Film-Maker_1800,src_Intellectual-Construct_113
src_Emperor_3587,src_Jurist_1657
src_Commodity_1921,src_Religious-Community_3712
src_Trades-Union_2001,src_Theologian_4215
src_Time_4762,src_Clothing_1617
src_Object_1705,src_Film-Maker_171
src_Food_4309,src_Economic-Organisation_2463
src_Battle_1649,src_Crime_2756
src_Minister_2376,src_Ethnic-Group_5
src_Field-of-Knowledge_2960,src_Head-of-Government_4636
src_TemporalInterval_1117,src_Sculpture_643
src_Economic-Enterprise_4709,src_Journalist_2311
src_Water_3868,src_Jurist_1298
src_Head-of-State_2758,src_Religious-Leader_2179
src_Person_4337,src_Idea_1204
src_Public-Oration_3694,src_Life-Event_3000
src_Leader_3900,src_Musician_487
src_Trade-Association_2060,src_Artistic-Movement_4847
src_Disease_636,src_Religious-Ideology_816
src_Politician_2843,src_Creator_3997
src_Religious-Practice_4211,src_Language_1874
src_Sultan_484,src_Art-Form_4830
src_Saint_4316,src_Political-Region_4982
src_Pope_4525,src_Religious-Symbol_1267
src_Journal_2895,src_Period-in-Office_3450
src_Pamphlet_1013,src_Inventor_1542
src_International-Organisation_4172,src_Queen_2852
src_Natural-Object_229,src_Psychologist_2571
src_Fictional-Event_3355,src_Time-Dependent_2966
src_Battle_2936,src_Piece-of-Music_3127
src_Religious-Community_1410,src_Abstract-Notion_3961
src_Armament_2299,src_Train_1074
src_Intellectual-Movement_1238,src_Artistic-Movement_1699
src_League_3669,src_Work-of-Art_2774
src_Ritual_1904,src_Liturgical-Object_3147
src_Person_3735,src_Geographical-Region_103
src_Newspaper_2801,src_Intellectual-Construct_665
src_Creator_1021,src_Religious-Movement_474
src_Criminal_1245,src_Country_1089
src_Economic-Enterprise_4291,src_King_4376
src_Clerical-Leader_4036,src_King_1550
src_Philosopher_2441,src_Intellectual-Movement_2010
src_Journal_1324,src_Treaty_2321
src_Creator_399,src_Party_3004
src_Location-Part-Relation_3256,src_Writing_3281
src_Physician_4624,src_VicodiOI_4515
src_Sculptor_619,src_International-Alliance_4449
src_Jurist_339,src_Religious-Ideology_4129
src_Trade-Association_2749,src_Artistic-Movement_887
src_Astronaut_4685,src_Crime_1702
src_Secular-Leader_924,src_Abbey_89
src_Relic_2503,src_Pamphlet_2910
src_Dramaturge_4172,src_Trades-Union_615
src_Intellectual-Construct_3358,src_Musician_839
src_Cleric_4511,src_Time-Dependent-Relation_1526
src_Object_2717,src_Crime_4417
src_Legislation_1189,src_Painter_185
src_Economic-Symbol_1108,src_Book_3182
src_King_4109,src_Religious-Ideology_4567
src_Secular-Movement_140,src_Professor_1041
src_Symbol_1257,src_Country_1850
src_Other-Religious-Person_784,src_Country_809
src_Clerical-Leader_54,src_Musician_4883
src_Election_4950,src_Person-Role_1324
src_Animal_4057,src_Creator_3457
src_Cathedral_1675,src_Badge_2694
src_Location-Part-Relation_3802,src_Cathedral_537
src_Philanthropist_778,src_Trades-Union_1105
src_Political-Symbol_956,src_Physician_348
src_Measurable-Trend_2869,src_Time-Dependent_2260
src_Pollution_2642,src_Technical-Scientific-Advance_1238
src_Time-Dependent-Relation_834,src_Field-of-Knowledge_967
src_Individual_116,src_Philosopher_2570
src_Other-Religious-Leader_4350,src_Engineer_1994
src_Church-Reformer_4447,src_Food_3489
src_Organisation_1309,src_Monastery_1499
src_Sultan_200,src_Political-Region_4898
src_Author_3544,src_Artist_2974
src_Clothing_4817,src_Fictional-Event_4929
src_Country_4020,src_Head-of-Government_3268
src_Jurist_3442,src_Water_2025
src_Politician_113,src_Actor_367
src_Composer_2001,src_Water_1155
src_Secular-Leader_1160,src_Diplomat_233
src_Business-Leader_2185,src_Intellectual-Movement_3415
src_Movement_1668,src_Economist_3362
src_Party_935,src_Time-Dependent_2208
src_Time-Dependent-Relation_1057,src_Masonic-Lodge_2489
src_Cleric_4719,src_Inventor_1698
src_Book_4336,src_Commodity_4039
src_Stereotype-Group_907,src_Structure_949
src_Book_3832,src_Artistic-Movement_1865
src_Person_4180,src_Secular-Leader_2824
src_Functionary_1998,src_Geographical-Feature_1397
src_Period_4198,src_Cathedral_336
src_Military-Organisation_2822,src_Religious-Symbol_1073
src_Political-Symbol_1960,src_Writing_3025
src_Role_4430,src_Criminal_3904
src_Representative-Institution_4473,src_Geographical-Region_825
src_Illness_33,src_Geographical-Discovery_4854
src_Creator_3372,src_Time-Dependent-Relation_3545
src_Structure_3082,src_VicodiOI_1065
src_FuzzyTemporalInterval_3540,src_Period-in-Office_3845
src_Object_2388,src_Architect_1320
src_Location_864,src_Economic-Enterprise_2465
src_Secular-Leader_1689,src_Representative-Institution_3213
src_International-Organisation_880,src_Pastime_1339
src_Settlement_3167,src_TemporalInterval_924
src_Secular-Leader_1789,src_Pollution_2198
src_Author_795,src_Cultural-Agreement_4163
src_Prince_156,src_City_3850
src_Fictional-Person_4666,src_Foreign-Minister_3490
src_Economic-Symbol_1771,src_Masonic-Lodge_3279
src_Natural-Object_1563,src_Disaster_1818
src_Crime_290,src_Person-Role_1257
src_Professor_606,src_Religious-Practice_4856
src_Geographer_739,src_Religious-Community_802
src_Pamphlet_1231,src_Military-Organisation_1688
src_Creator_650,src_Author_1701
src_Sportsman_4227,src_Role_4435
src_Philosopher_2326,src_Sultan_526
src_Criminal_3672,src_Landmark_2276
src_Sportsman_4485,src_Writing_2053
src_Scandal_1905,src_Role_868
src_Secular-Ideology_1211,src_Politician_3786
src_Trades-Union_576,src_Foreign-Minister_2211
src_Psychologist_1315,src_Saint_2559
src_Geographer_3418,src_Book_3200
src_International-Organisation_252,src_Religious-Organisation_3027
src_Governmental-Organisation_126,src_Military-Organisation_1549
src_Religious-Leader_1653,src_Prince_4619
src_Philosopher_381,src_Artistic-Style_3494
src_Settlement_424,src_Pollution_3657
src_Food_2867,src_Work-of-Art_3784
src_Uprising_2946,src_Painter_4271
src_Architect_2988,src_Individual_668
src_Fictional-Event_489,src_Time-Dependent_306
src_Building_991,src_Emperor_2155
src_Artefact_3164,src_University_1217
src_Population-Movement_1350,src_Country_448
src_Non-Military-Conflict_1766,src_Piece-of-Music_964
src_Treaty_2564,src_Architect_787
src_Military-Unit_571,src_Geographer_3327
src_Animal_973,src_Religious-Practice_363
src_Illness_4737,src_Social-Stratum_678
