src_Location_4978,src_Abbey_597
src_Ideology_3474,src_Economist_1620
src_Ethnic-Group_4626,src_Author_4377
src_Country_1061,src_Ethnic-Group_955
src_Artistic-Style_4365,src_Astronaut_2488
src_Leader_2944,src_Religious-Leader_4375
src_Village_3302,src_Natural-Object_1831
src_Geographical-Region_1477,src_Business-Leader_4579
src_Pamphlet_2537,src_Pastime_1552
src_Ecclesiarch_1959,src_Ecclesiarch_4205
src_Location-Part-Relation_4568,src_Conductor_3654
src_Idea_2715,src_Religious-Order_365
src_Sportsman_4419,src_Symbol_1509
src_Astronaut_4640,src_Sculpture_3036
src_Other-Religious-Leader_865,src_Cultural-Agreement_4917
src_Geographical-Feature_519,src_Sculpture_1663
src_Diplomat_508,src_Vehicle_4958
src_Ecclesiarch_674,src_Artefact_500
src_Political-Region_681,src_Religious-Ideology_3323
src_Functionary_1040,src_TemporalInterval_2249
src_Criminal_3525,src_Ship_3977
src_Sculpture_3591,src_Illness_2706
src_Clerical-Leader_272,src_Scientific-Instrument_526
src_Location_3361,src_Conceptual-Object_3273
src_Head-of-Government_2989,src_International-Alliance_2540
src_Abstract-Notion_2295,src_Social-Stratum_4997
src_Disease_1960,src_Treaty_4093
src_Intra-State-Group_4520,src_Masonic-Lodge_3606
src_Scientific-Instrument_2726,src_Village_446
src_Economic-Process_2691,src_Minister_4388
src_Other-Religious-Leader_2584,src_Food_4670
src_VicodiOI_1615,src_Non-Military-Conflict_1716
src_Sculpture_1943,src_Secular-Movement_4253
src_Economic-Symbol_4250,src_Pamphlet_2525
src_Trades-Unionist_4193,src_Disease_1135
src_Discoverer_1959,src_Person-Role_1773
src_Physician_250,src_Water_1889
src_Trial_1782,src_Party_2390
src_Painter_867,src_Painter_792
src_Economic-Process_4311,src_Period_957
src_Liturgical-Object_175,src_Astronaut_2582
src_Intra-State-Group_4230,src_Symbol_974
src_Uprising_856,src_Conductor_423
src_King_3064,src_Public-Oration_4275
src_Entertainer_446,src_Uprising_4141
src_University_1364,src_Building_4340
src_Commodity_2047,src_Military-Organisation_201
src_Building_747,src_Treaty_3110
src_Ritual_2183,src_Artist_67
src_Painter_4712,src_Economic-Organisation_2902
src_Philanthropist_962,src_Politician_534
src_Cathedral_2961,src_Pastime_885
src_Sultan_253,src_Scandal_791
src_Cultural-Agreement_19,src_Head-of-Government_1651
src_Intra-State-Group_4448,src_Publisher_109
src_Cultural-Organisation_2528,src_Disease_2821
src_VicodiOI_2117,src_Diplomat_3608
src_Journalist_2924,src_Population-Movement_4712
src_Professor_3106,src_Book_2859
src_Journalist_1380,src_Sportsman_957
src_Social-Group_2203,src_Person-Role_1051
src_Journal_4797,src_Sultan_3349
src_Conceptual-Object_2320,src_Minister_1919
src_Queen_1722,src_Religious-Movement_3485
src_Election_517,src_Technical-Scientific-Advance_1704
src_Monastery_3470,src_Trial_2953
src_Board_4580,src_Journal_4840
src_Technical-Scientific-Advance_1597,src_Musician_4217
src_Religious-Movement_2660,src_Flavour_1476
src_Conceptual-Object_1407,src_Commodity_4008
src_Cathedral_2421,src_Painter_2252
src_Pastime_621,src_Pamphlet_2705
src_Relic_4913,src_City_1583
src_Religious-Leader_3290,src_Pope_2379
src_Vehicle_1276,src_Organisation_4042
src_Criminal_530,src_Trades-Unionist_3828
src_Piece-of-Music_2941,src_Writing_3487
src_Stereotype-Group_885,src_Pope_2743
src_Trial_1626,src_Natural-Object_3144
src_Military-Unit_1684,src_International-Organisation_3656
src_Clothing_3279,src_Art-Form_3043
src_Ship_1443,src_Trial_1947
src_Technical-Scientific-Advance_1303,src_Other-Religious-Leader_668
src_Village_3981,src_Secular-Leader_3194
src_Cathedral_1081,src_Geographical-Region_3512
src_Governmental-Organisation_3763,src_Philosopher_774
src_Role_780,src_International-Organisation_2814
src_Sculpture_3549,src_Pope_2555
src_University_1458,src_Field-of-Knowledge_3934
src_Composer_4062,src_Cathedral_1630
src_Public-Oration_4392,src_Sportsman_2659
src_Ship_4811,src_Location_992
src_Pamphlet_3908,src_Commodity_3802
src_Magnate_2204,src_Time-Dependent-Relation_4369
src_Time-Dependent_1341,src_Military-Organisation_611
src_Intra-State-Group_2754,src_Economist_1111
src_Film-Maker_3855,src_Badge_2772
src_Ritual_3591,src_Other-Religious-Person_4583
src_Time-Dependent-Relation_3132,src_Ecclesiarch_723
src_Conductor_32,src_Painting_1408
src_Movement_43,src_Symbol_1410
src_Religious-Movement_454,src_Other-Religious-Leader_2037
src_Conceptual-Object_2323,src_Book_1042
src_Sculpture_184,src_Disease_4137
src_Individual_2976,src_Religious-Movement_1235
src_Monastery_81,src_Military-Person_3122
src_Trades-Unionist_2821,src_Natural-Object_2167
src_Fictional-Person_1104,src_Settlement_2896
src_Ecclesiarch_1440,src_Pamphlet_4188
src_Treaty_4195,src_Saint_3988
src_Geographical-Discovery_4618,src_Location_2648
src_Natural-Object_2690,src_Scandal_4011
src_Pope_3307,src_Relic_1477
src_Ecclesiarch_3946,src_Flavour_2475
src_Abbey_3561,src_Location_1556
src_Idea_4639,src_Disaster_906
src_Philanthropist_994,src_Foreign-Minister_3059
src_Symbol_2279,src_Monastery_2740
src_Vehicle_1964,src_Educational-Organisation_297
src_Non-Military-Conflict_374,src_Book_4379
src_Field-of-Knowledge_1740,src_Pollution_3342
src_Painting_4540,src_Flavour_1046
src_Ritual_2723,src_Publisher_2998
src_Conceptual-Object_3600,src_Management-Organisation_900
src_Intra-State-Group_2066,src_Military-Unit_2796
src_Technical-Scientific-Advance_608,src_Technical-Scientific-Advance_4504
src_Category_1607,src_Engineer_1505
src_Badge_3230,src_Military-Unit_4748
src_Philosopher_445,src_Legislation_44
src_Environment_4668,src_Religious-Organisation_4272
src_Structure_1136,src_Religious-Ideology_4944
src_Religious-Leader_1488,src_Sculptor_745
src_Social-Group_2454,src_Individual_827
src_Journal_3784,src_Armament_492
src_Governmental-Organisation_2942,src_Sculpture_4419
src_Conductor_3327,src_Discoverer_3506
src_Food_2660,src_Scientific-Instrument_1433
src_Masonic-Lodge_382,src_Politician_115
src_Vehicle_3171,src_Measurable-Trend_1751
src_Scientific-Instrument_387,src_Work-of-Art_4870
src_Cleric_281,src_Philanthropist_3603
src_Political-Symbol_2572,src_Professor_236
src_Church_2614,src_Treaty_3348
src_Ideology_4052,src_Artistic-Movement_3066
src_Political-Symbol_4684,src_Architect_2633
src_Natural-Object_4661,src_Head-of-Government_3973
src_Location_2024,src_Book_1935
src_Educational-Organisation_2812,src_Conceptual-Object_4565
src_Engineer_543,src_Intellectual-Movement_1001
src_Illness_1424,src_Idea_4412
src_Political-Organisation_841,src_Head-of-Government_543
src_Pamphlet_555,src_Legislation_3550
src_Symbol_2425,src_Criminal_138
src_Political-Organisation_3431,src_Structure_4809
src_Saint_3771,src_Representative-Institution_4819
src_Stereotype-Group_537,src_Board_3156
src_Religious-Symbol_1012,src_Time-Dependent-Relation_4761
src_Building_4512,src_Life-Event_217
src_King_1085,src_Queen_1473
src_Object_646,src_Philosopher_4964
src_Crime_1584,src_Life-Event_150
src_Idea_2342,src_Individual_2459
src_Engineer_1745,src_Film-Maker_1176
src_Foreign-Minister_3284,src_Water_4205
src_Language_3661,src_FuzzyTemporalInterval_4830
src_Disease_4536,src_Minister_1117
src_Time-Dependent-Relation_278,src_Magnate_406
src_Location-Part-Relation_2026,src_Cultural-Organisation_3719
src_Legislation_4140,src_Architect_873
src_Business-Leader_2375,src_Scientific-Instrument_3999
src_Cleric_4557,src_Inventor_2922
src_Jurist_626,src_Leader_126
src_Sculpture_573,src_Language_2989
src_Religious-Order_2331,src_Prince_1990
src_Flavour_350,src_TemporalInterval_1778
src_Intellectual-Construct_2267,src_Battle_883
src_Physician_241,src_Measurable-Trend_2736
src_Economic-Enterprise_1485,src_Military-Person_3041
src_Scientific-Instrument_4571,src_Philosopher_196
src_Trades-Unionist_4286,src_King_2754
src_Religious-Organisation_1193,src_City_3434
src_Armament_1142,src_Other-Religious-Leader_4447
src_King_3851,src_Dynasty_1336
src_Other-Religious-Leader_3637,src_Dynasty_3028
src_Geographical-Feature_3820,src_Cultural-Agreement_1743
src_Country_2902,src_Landmark_1614
src_Functionary_839,src_Church-Reformer_739
src_Head-of-State_4998,src_Stereotype-Group_3917
src_Dynasty_4059,src_Artefact_640
src_Structure_2917,src_Geographical-Discovery_4436
src_Religious-Symbol_3968,src_Work-of-Art_493
src_Public-Oration_4459,src_Period_3318
src_Pollution_239,src_Flavour_4538
src_City_3524,src_Food_3873
src_Military-Organisation_4782,src_Saint_4075
src_Country_3284,src_Cathedral_4452
src_Object_1361,src_Scientific-Instrument_2020
src_Trades-Unionist_747,src_Painter_977
src_Diplomat_2009,src_TemporalInterval_3972
src_Painting_186,src_Foreign-Minister_4789
src_Pope_4153,src_Economic-Symbol_4988
src_Time_3564,src_Creator_4437
src_Role_4923,src_Other-Religious-Leader_975
src_Intellectual-Movement_1405,src_Head-of-State_785
src_Military-Person_3662,src_Election_4081
src_Minister_2798,src_Food_3395
src_Flavour_2811,src_Country_4722
src_Economic-Organisation_1542,src_Geographer_758
src_Uprising_1683,src_International-Organisation_3554
src_Cleric_2106,src_Economic-Enterprise_856
src_Settlement_1538,src_Painter_3268
src_Work-of-Art_3973,src_Intellectual-Construct_4154
src_TemporalInterval_2703,src_Person-Role_1621
src_Governmental-Organisation_1560,src_Magnate_2516
src_Scientific-Instrument_713,src_Board_3195
src_Foreign-Minister_2379,src_League_532
src_Religious-Practice_3635,src_War_4527
src_Discoverer_2145,src_Train_4061
src_Ethnic-Group_2784,src_Religious-Leader_1221
src_Geographical-Feature_800,src_Inventor_1442
src_Cleric_1007,src_Measurable-Trend_4473
src_Population-Movement_414,src_Religious-Organisation_1314
src_Time-Dependent_1831,src_Cultural-Agreement_114
src_Management-Organisation_2716,src_Engineer_1307
src_Relic_4915,src_Period_3225
src_Engineer_735,src_Jurist_3641
src_Clerical-Leader_1960,src_Musician_2624
src_Journalist_3825,src_Social-Group_5
src_Economic-Symbol_1450,src_Creator_3780
src_Management-Organisation_4164,src_Economist_3032
src_Religious-Movement_2178,src_VicodiOI_2260
src_Geographer_679,src_Country_4551
src_TemporalInterval_394,src_Church-Reformer_3474
src_Religious-Leader_4294,src_Settlement_1638
src_Journalist_3550,src_Political-Organisation_3495
src_National-Symbol_4389,src_Masonic-Lodge_2767
src_Technical-Scientific-Advance_2284,src_Religious-Order_680
src_Dynasty_4709,src_Artistic-Movement_3346
src_Trade-Association_4908,src_Vehicle_3629
src_Flavour_22,src_Intellectual-Construct_4388
src_Publisher_617,src_Professor_3574
src_Flavour_1043,src_Minister_762
src_Minister_3230,src_Abbey_3734
src_Ritual_3360,src_University_540
src_Trial_2530,src_Intellectual-Construct_4522
src_Philanthropist_1918,src_Person-Role_548
src_Engineer_1123,src_Time-Dependent-Relation_2312
src_Trades-Union_3318,src_Economic-Process_2358
src_Dramaturge_4502,src_Artist_3498
src_Leader_4417,src_Politician_3824
src_Governmental-Organisation_1117,src_International-Organisation_1570
src_Person_1070,src_Political-Symbol_1784
src_Ritual_4710,src_National-Symbol_2277
src_Crime_1524,src_Trades-Unionist_579
src_Sculpture_1555,src_Psychologist_4514
src_City_3562,src_Location_3770
src_Commodity_2164,src_Meeting_4210
src_Event_902,src_Film-Maker_4348
src_Treaty_3446,src_Management-Organisation_4015
src_Party_515,src_Party_2832
src_Time_127,src_Publisher_454
src_Secular-Ideology_4160,src_Location_3729
src_Physician_1934,src_Politician_231
src_International-Alliance_2792,src_Scientist_2058
src_Diplomat_1735,src_Clothing_3225
src_Person_2492,src_Religious-Organisation_3002
src_Religious-Community_1805,src_Disaster_2345
src_Magnate_2250,src_Election_143
src_International-Organisation_3894,src_Period_233
src_Cathedral_4953,src_Military-Organisation_3900
src_Film-Maker_4530,src_Intra-State-Group_2010
src_National-Symbol_4938,src_Time-Dependent-Relation_4868
src_Geographical-Feature_2548,src_Disease_3645
src_Church_3984,src_Newspaper_1142
src_Battle_2839,src_Other-Religious-Leader_3587
src_Newspaper_3496,src_Theologian_1953
src_Functionary_97,src_Badge_2674
src_University_3017,src_Pope_3303
src_Religious-Organisation_3082,src_Commodity_3080
src_Criminal_2989,src_Educational-Organisation_3675
src_Professor_1894,src_Other-Religious-Leader_4423
src_FuzzyTemporalInterval_1782,src_Economic-Process_996
src_Dancer_3334,src_Pollution_3106
src_Trades-Unionist_4753,src_Fictional-Person_1266
src_Head-of-Government_2651,src_Uprising_1740
src_Field-of-Knowledge_3678,src_Legislation_1349
src_Scandal_2427,src_Composer_4909
src_Secular-Leader_109,src_Pastime_2707
src_Writing_3153,src_Economic-Process_470
src_Illness_4289,src_Stereotype-Group_4441
src_Astronaut_4969,src_Governmental-Organisation_2529
src_Time-Dependent-Relation_1569,src_Political-Region_814
src_Psychologist_464,src_Sultan_4284
src_Secular-Ideology_3842,src_Artistic-Style_3173
src_Jurist_3816,src_Clerical-Leader_4132
src_Public-Oration_1157,src_Writing_2352
src_Language_2497,src_Pastime_2220
src_Foreign-Minister_4767,src_Scandal_2879
src_Economic-Organisation_2417,src_National-Symbol_253
src_Secular-Leader_3819,src_Entertainer_1657
src_Theologian_3717,src_Disaster_4069
src_Treaty_4145,src_Prince_4624
src_Monastery_1813,src_Crime_266
src_FuzzyTemporalInterval_2891,src_Non-Military-Conflict_103
src_Cultural-Organisation_2907,src_Magnate_4502
src_Minister_2530,src_Language_2476
src_King_2604,src_Commodity_3642
src_Train_3380,src_Time-Dependent-Relation_3344
src_Foreign-Minister_1605,src_Train_180
src_University_201,src_Newspaper_3667
src_Leader_2702,src_Category_2379
src_Pollution_3617,src_Painter_2747
src_Role_2578,src_Non-Military-Conflict_823
src_Entertainer_3095,src_Population-Movement_1155
src_Pamphlet_4612,src_Period_3803
src_Ritual_4184,src_Religious-Movement_3526
src_Religious-Order_2684,src_Political-Organisation_1637
src_Queen_3316,src_Church_1491
src_Field-of-Knowledge_2176,src_Journalist_2898
src_Geographical-Discovery_3292,src_Village_4335
src_Ritual_2530,src_Non-Military-Conflict_3836
src_Abbey_1538,src_FuzzyTemporalInterval_289
src_National-Symbol_4792,src_Leader_1117
src_Magnate_3091,src_Ritual_3854
src_Location_1270,src_Musician_43
src_Criminal_2079,src_Treaty_827
src_Astronaut_2901,src_Philanthropist_3492
src_Religious-Symbol_495,src_Jurist_3513
src_FuzzyTemporalInterval_4552,src_Flavour_3801
src_Intellectual-Movement_1686,src_Religious-Leader_40
src_Military-Organisation_633,src_Trades-Unionist_636
src_Composer_1665,src_Entertainer_3318
src_Governmental-Organisation_3072,src_Sultan_2627
src_Sultan_1782,src_Country_4119
src_Economic-Enterprise_3004,src_Individual_917
src_Intellectual-Movement_3240,src_Time-Dependent-Relation_3916
src_Pollution_511,src_Author_1057
src_Organisation_2176,src_Time-Dependent-Relation_3989
src_Geographical-Discovery_2677,src_Armament_532
src_Scientist_3357,src_Landmark_4746
src_Meeting_4301,src_Country_2241
src_Architect_397,src_Philosopher_2419
src_Cathedral_4422,src_Artefact_752
src_Other-Religious-Leader_4617,src_Period_821
src_Treaty_2539,src_Category_3793
src_Ritual_101,src_Geographical-Feature_2821
src_Structure_1135,src_Life-Event_4472
src_Village_244,src_Abbey_3876
src_Educational-Organisation_2313,src_Role_2880
src_Scandal_2927,src_Person-Role_2371
src_Vehicle_961,src_Cathedral_4346
src_Other-Religious-Leader_3095,src_Clerical-Leader_734
src_Political-Symbol_3232,src_Measurable-Trend_229
src_Water_2462,src_Military-Unit_3643
src_Time_4875,src_Creator_2988
src_Head-of-State_1930,src_Masonic-Lodge_937
src_Treaty_9,src_Emperor_3109
src_Emperor_3794,src_Criminal_1219
src_Political-Symbol_4328,src_Measurable-Trend_2294
src_Church-Reformer_1710,src_Queen_3716
src_Military-Unit_2947,src_Management-Organisation_2856
src_Publisher_3874,src_Person-Role_667
src_Musician_2142,src_Geographical-Feature_4590
src_Non-Military-Conflict_891,src_Other-Religious-Leader_3974
src_Language_2831,src_Secular-Leader_692
src_Dancer_4224,src_Inventor_312
src_Environment_4327,src_Uprising_2889
src_Inventor_1498,src_Inventor_4052
src_Economic-Symbol_1423,src_Ecclesiarch_3575
src_Cultural-Organisation_2059,src_Dynasty_3817
src_Sculptor_3635,src_Scandal_1936
src_Non-Military-Conflict_2690,src_Author_1566
src_Cathedral_2234,src_Sculptor_1328
src_University_510,src_Cathedral_4332
src_Period-in-Office_2171,src_Trades-Union_3047
src_Pastime_3822,src_Theologian_4057
src_Fictional-Person_432,src_Trades-Union_2646
src_Military-Person_2711,src_Pollution_4105
src_Liturgical-Object_2606,src_Stereotype-Group_335
src_Object_4933,src_Religious-Order_1765
src_Landmark_3907,src_Governmental-Organisation_2934
src_Film-Maker_4975,src_Religious-Movement_2269
src_Person_2406,src_Astronaut_4612
src_Landmark_2351,src_Composer_2719
src_Idea_755,src_Prince_2592
src_Philosopher_2280,src_Professor_3288
src_Geographical-Region_684,src_Abstract-Notion_1838
src_King_1902,src_Cultural-Organisation_4479
src_Leader_2200,src_Technical-Scientific-Advance_2266
src_Religious-Ideology_3752,src_Secular-Movement_2758
src_Work-of-Art_3911,src_Church-Reformer_3267
src_Building_1761,src_Jurist_3698
src_National-Symbol_1658,src_Economic-Symbol_2402
src_Movement_3642,src_Time-Dependent-Relation_1768
src_Politician_3823,src_Clerical-Leader_4362
src_Military-Unit_4826,src_Jurist_1552
src_Engineer_2284,src_Ideology_3975
src_Liturgical-Object_4030,src_Geographical-Region_2923
src_Trades-Unionist_3143,src_Head-of-Government_2697
src_Movement_4608,src_Architect_3694
src_War_4172,src_International-Organisation_1960
src_Clerical-Leader_643,src_Musician_3359
src_Dramaturge_2101,src_Flavour_463
src_Book_2420,src_Philosopher_4756
src_Secular-Ideology_2283,src_Religious-Practice_3234
src_Entertainer_1755,src_Economic-Symbol_3889
src_Badge_2284,src_Politician_2297
src_Leader_3575,src_VicodiOI_3416
src_Scandal_2266,src_Clerical-Leader_1493
src_Cathedral_3749,src_Astronaut_584
src_Magnate_2058,src_Stereotype-Group_2616
src_Person-Role_3818,src_Business-Leader_536
src_Inventor_3153,src_Period-in-Office_4567
src_Scandal_2051,src_Ethnic-Group_4786
src_Public-Oration_705,src_Film-Maker_137
src_Geographer_3371,src_Political-Symbol_139
src_Village_4314,src_Building_3422
src_Political-Organisation_405,src_Religious-Practice_3855
src_Sultan_456,src_FuzzyTemporalInterval_2082
src_Religious-Ideology_4886,src_Stereotype-Group_2791
src_Military-Unit_4747,src_Religious-Ideology_3713
src_Political-Symbol_908,src_Location_3436
src_Sculptor_2546,src_Abstract-Notion_4466
src_Dramaturge_1521,src_Functionary_1106
src_Architect_1918,src_Politician_575
src_Animal_1087,src_Social-Stratum_1344
src_Artistic-Movement_4781,src_Military-Unit_4400
src_Meeting_301,src_Flavour_4580
src_Ideology_2996,src_Geographical-Discovery_4349
src_Treaty_1056,src_Country_4170
src_Dramaturge_867,src_Saint_3723
src_Geographer_2450,src_Head-of-Government_411
src_Diplomat_4965,src_Theologian_3283
src_Politician_2351,src_Landmark_2447
src_Jurist_148,src_Religious-Movement_1584
src_Technical-Scientific-Advance_4290,src_VicodiOI_2869
src_VicodiOI_1801,src_Professor_135
src_Trades-Union_1700,src_Person-Role_976
src_Artistic-Style_3313,src_Settlement_894
src_Journalist_1421,src_Intra-State-Group_3881
src_Diplomat_3096,src_Artistic-Movement_4071
src_Inventor_992,src_King_1537
src_Religious-Leader_122,src_Cultural-Organisation_2828
src_Engineer_4427,src_Jurist_430
src_Board_4684,src_Religious-Organisation_266
src_Ecclesiarch_4860,src_Geographical-Discovery_3194
src_Village_2183,src_Economic-Process_2320
src_Pamphlet_2692,src_Idea_4337
src_Writing_709,src_Actor_4054
src_Language_3439,src_Economic-Symbol_1529
src_Physician_18,src_Election_1792
src_Film-Maker_162,src_Geographer_3489
src_Church-Reformer_4395,src_Disease_4819
src_Fictional-Event_3676,src_Diplomat_2884
src_Painting_1834,src_Religious-Leader_452
src_Landmark_1053,src_Art-Form_3909
src_King_2967,src_Book_2749
src_Geographer_3424,src_Category_978
src_Management-Organisation_1688,src_Pastime_3474
src_VicodiOI_100,src_Battle_2891
src_Film-Maker_4441,src_Jurist_485
src_Conceptual-Object_4087,src_Geographical-Discovery_4874
src_Role_484,src_Work-of-Art_4159
src_Prince_4066,src_Prince_4027
src_Religious-Leader_2498,src_Ethnic-Group_3776
src_Physician_2719,src_Cleric_4234
src_Economist_920,src_Category_4811
src_Art-Form_493,src_Head-of-State_1409
src_Event_1403,src_Legislation_4341
src_Artistic-Movement_3602,src_Time-Dependent-Relation_1057
src_Abstract-Notion_3947,src_Jurist_1637
src_Artefact_4439,src_Military-Person_3813
src_Clothing_4003,src_Landmark_4379
src_Actor_1504,src_Religious-Ideology_4172
src_Time_2134,src_Political-Symbol_2594
src_Magnate_2473,src_Badge_4694
src_Geographical-Discovery_532,src_Dramaturge_3287
src_Time_201,src_Time-Dependent_1956
src_Author_4170,src_Cathedral_457
src_Sculpture_410,src_Conceptual-Object_2913
src_Business-Leader_1837,src_Economic-Symbol_4897
src_Non-Military-Conflict_3558,src_Artistic-Movement_1509
src_Fictional-Event_2047,src_Intellectual-Movement_3873
src_University_4155,src_Period-in-Office_1494
src_Work-of-Art_648,src_Religious-Community_3943
src_Conductor_2792,src_Secular-Ideology_782
src_Sculptor_238,src_Other-Religious-Person_224
src_Governmental-Organisation_1653,src_International-Organisation_1506
src_Musician_1324,src_Other-Religious-Leader_2183
src_Prince_678,src_Book_63
src_Sultan_3462,src_Author_2605
src_War_2296,src_Geographical-Discovery_1029
src_Economic-Organisation_2043,src_Military-Person_2272
src_Queen_1930,src_Field-of-Knowledge_1525
src_Object_1354,src_Artistic-Style_478
src_Disaster_101,src_Religious-Movement_4212
src_Badge_4525,src_Composer_3656
src_Film-Maker_2324,src_Engineer_768
src_Geographical-Feature_4792,src_Journalist_2042
src_Public-Oration_4356,src_Religious-Ideology_295
src_Religious-Practice_1258,src_Field-of-Knowledge_4071
src_Building_2501,src_Abstract-Notion_3173
src_Pollution_522,src_Pamphlet_3502
src_Art-Form_3990,src_Vehicle_2004
src_City_546,src_Abbey_3266
src_Philosopher_28,src_Water_1627
src_Animal_112,src_Geographical-Region_235
src_Film-Maker_3355,src_Train_2993
src_International-Organisation_1695,src_Person_719
src_Musician_4771,src_FuzzyTemporalInterval_2024
src_Intra-State-Group_3858,src_Pope_1973
src_Disease_3572,src_Religious-Organisation_2724
src_Journal_2609,src_War_254
src_Abstract-Notion_1497,src_FuzzyTemporalInterval_603
src_Magnate_4538,src_National-Symbol_1701
src_Emperor_4769,src_Secular-Leader_1901
src_Economic-Enterprise_2873,src_Entertainer_4317
src_Location-Part-Relation_1185,src_Flavour_1620
src_Governmental-Organisation_1007,src_Film-Maker_3807
src_Prince_4242,src_Fictional-Person_434
src_Conceptual-Object_598,src_Journal_1595
src_TemporalInterval_2721,src_Movement_1095
src_Treaty_4730,src_Language_4363
src_Time-Dependent-Relation_2289,src_Professor_305
src_Theologian_4153,src_Fictional-Event_3213
src_Battle_3698,src_Pamphlet_1979
src_University_1188,src_Fictional-Event_4423
src_Population-Movement_2149,src_League_4713
src_Journalist_1715,src_Head-of-Government_2355
src_Dancer_174,src_Village_48
src_Musician_4588,src_Actor_3730
src_Scientist_1976,src_Religious-Symbol_3216
src_Animal_765,src_Ethnic-Group_4083
src_Cleric_4556,src_Representative-Institution_4699
src_Cathedral_1829,src_Theologian_3634
src_Location_1401,src_Event_4733
src_Pamphlet_2038,src_Object_3251
src_Entertainer_4676,src_Discoverer_1371
src_Economist_4853,src_Church-Reformer_1406
src_Object_146,src_Conceptual-Object_4814
src_Military-Organisation_2008,src_International-Organisation_3586
src_Trade-Association_4089,src_International-Alliance_1951
src_Theologian_3110,src_Landmark_2652
src_Religious-Symbol_4162,src_Masonic-Lodge_2346
src_Trade-Association_2114,src_Board_3022
src_Period-in-Office_1297,src_Food_509
src_Fictional-Event_4656,src_Political-Symbol_707
src_Treaty_723,src_Ecclesiarch_2575
src_Other-Religious-Person_2278,src_Conductor_4686
src_Landmark_2774,src_National-Symbol_4451
src_Scientific-Instrument_4276,src_Scientific-Instrument_1536
src_Religious-Ideology_1404,src_Functionary_4124
src_War_4404,src_University_2993
src_Scientist_4959,src_Environment_784
src_Liturgical-Object_2386,src_Economic-Organisation_2684
src_City_790,src_Inventor_2208
src_Period-in-Office_3212,src_Secular-Ideology_2957
src_Secular-Leader_1255,src_Representative-Institution_627
src_Object_1802,src_Natural-Object_1891
src_Sportsman_1138,src_Art-Form_3640
src_National-Symbol_2878,src_Food_4160
src_Psychologist_748,src_Object_4970
src_Head-of-Government_4445,src_Religious-Leader_70
src_Philosopher_72,src_Party_1443
src_Event_1069,src_Flavour_4561
src_Uprising_3679,src_Food_1108
src_Non-Military-Conflict_2444,src_Publisher_3521
src_Ideology_2305,src_Legislation_936
src_Composer_2702,src_Art-Form_1870
src_Dynasty_2618,src_Monastery_3622
src_Social-Stratum_3863,src_Ritual_276
src_National-Symbol_4277,src_Composer_4230
src_Building_4293,src_Queen_4911
src_Musician_3595,src_Cultural-Organisation_4000
src_Philosopher_1791,src_Commodity_3221
src_Measurable-Trend_2493,src_Time-Dependent-Relation_2778
src_Category_2480,src_International-Alliance_864
src_Functionary_2341,src_Religious-Symbol_1344
src_Individual_3019,src_Monastery_499
src_Train_1297,src_Stereotype-Group_4316
src_Religious-Community_1720,src_Sculptor_3186
src_Structure_456,src_Politician_901
src_Entertainer_1342,src_Religious-Leader_3476
src_Fictional-Event_1314,src_Cathedral_3609
src_Pamphlet_2526,src_Religious-Community_1018
src_Art-Form_4435,src_Role_3469
src_Astronaut_3110,src_Idea_4863
src_Event_3976,src_Diplomat_865
src_Composer_3259,src_Cultural-Organisation_2119
src_Pollution_3551,src_Sultan_3694
src_Clothing_2037,src_Trades-Unionist_3162
src_Secular-Movement_3963,src_Cultural-Organisation_3233
src_War_4766,src_Illness_2095
src_Intellectual-Construct_94,src_Language_1199
src_Economic-Enterprise_971,src_Art-Form_4739
src_Intra-State-Group_4509,src_Religious-Order_3185
src_Abstract-Notion_4865,src_Period-in-Office_402
src_Trial_1687,src_Political-Symbol_319
src_Newspaper_4424,src_Film-Maker_986
src_Conceptual-Object_30,src_Geographical-Discovery_4798
src_Astronaut_4187,src_Country_1501
src_Ship_763,src_Painter_2452
src_Non-Military-Conflict_214,src_Dynasty_1108
src_Cultural-Agreement_1229,src_National-Symbol_1544
src_Abbey_3286,src_King_2118
src_Public-Oration_2987,src_Art-Form_4852
src_Life-Event_4460,src_Military-Organisation_4585
src_Non-Military-Conflict_1949,src_Ideology_4909
src_Architect_2738,src_Life-Event_2797
src_Geographical-Region_3694,src_Trial_3583
src_Economist_3499,src_Jurist_2262
src_Sculptor_668,src_Management-Organisation_4266
src_Time_4567,src_Armament_2576
src_Artistic-Movement_846,src_Journalist_330
src_Role_820,src_Population-Movement_4522
src_Battle_1948,src_Location_2688
src_Artefact_2485,src_Ritual_470
src_Pamphlet_3747,src_Military-Unit_4516
src_Armament_4527,src_Entertainer_1380
src_Saint_2006,src_Economic-Enterprise_4692
src_Scientist_2854,src_National-Symbol_628
src_Musician_965,src_Structure_347
src_Religious-Leader_676,src_Political-Organisation_4483
src_Secular-Ideology_937,src_Scientific-Instrument_3677
src_Economist_4994,src_Journalist_1802
src_Cultural-Organisation_4349,src_Criminal_4223
src_Board_1165,src_Film-Maker_1619
src_Church_446,src_Category_641
src_Religious-Organisation_4322,src_Public-Oration_2389
src_Ecclesiarch_2228,src_Author_165
src_Saint_1985,src_Life-Event_2309
src_Geographical-Feature_1286,src_Artefact_4975
src_Scandal_781,src_Country_3645
src_Musician_1865,src_Religious-Ideology_3788
src_Flavour_2353,src_Political-Organisation_2551
