src_Religious-Organisation_1208,src_Politician_919
src_Idea_3253,src_Artist_3786
src_Journal_869,src_Secular-Leader_1570
src_Foreign-Minister_3261,src_Film-Maker_643
src_Church_1543,src_League_1428
src_Artefact_1053,src_Ethnic-Group_1621
src_Liturgical-Object_1298,src_VicodiOI_360
src_Foreign-Minister_4429,src_Water_558
src_Writing_2471,src_Fictional-Person_4795
src_Publisher_4694,src_Church_2320
src_Fictional-Event_1762,src_Psychologist_2163
src_Organisation_1572,src_Time-Dependent-Relation_1133
src_Political-Organisation_1367,src_Battle_2928
src_Trial_62,src_Philosopher_3562
src_Leader_4565,src_Language_3170
src_Environment_2276,src_City_3622
src_Role_1550,src_Economic-Organisation_3855
src_Politician_1712,src_Dancer_4250
src_Treaty_3284,src_Emperor_1651
src_Landmark_1557,src_Country_4928
src_Person_4901,src_Other-Religious-Leader_1767
src_Professor_2803,src_Ship_1781
src_Measurable-Trend_3112,src_Cleric_692
src_Meeting_784,src_Object_456
src_Prince_854,src_Object_4295
src_Publisher_2271,src_Environment_187
src_Discoverer_657,src_VicodiOI_4349
src_Sultan_1757,src_Artistic-Movement_671
src_Board_2391,src_Newspaper_517
src_League_1686,src_Leader_1545
src_Fictional-Person_559,src_Writing_3739
src_Intellectual-Movement_3460,src_Commodity_2257
src_Fictional-Person_4018,src_Time-Dependent-Relation_2712
src_Military-Unit_3256,src_Ethnic-Group_1175
src_Armament_4187,src_Scientist_2284
src_Newspaper_1110,src_Political-Symbol_2222
src_Creator_2567,src_Measurable-Trend_223
src_Cleric_1645,src_Conductor_4899
src_Engineer_1205,src_Governmental-Organisation_897
src_Secular-Leader_3724,src_Crime_1437
src_Location-Part-Relation_1407,src_Pamphlet_935
src_Intra-State-Group_3294,src_Dramaturge_3404
src_Time-Dependent-Relation_2479,src_Disease_3974
src_Religious-Leader_1654,src_Religious-Order_3859
src_Structure_1842,src_Religious-Community_2327
src_Work-of-Art_2595,src_Religious-Practice_4351
src_Trade-Association_3664,src_Trades-Union_68
src_Organisation_3085,src_Natural-Object_447
src_Piece-of-Music_1513,src_FuzzyTemporalInterval_1175
src_Population-Movement_3685,src_Trade-Association_3148
src_Intra-State-Group_4113,src_Author_2071
src_Settlement_2225,src_National-Symbol_3520
src_Pamphlet_4596,src_Period_2163
src_Treaty_4565,src_Functionary_128
src_Meeting_506,src_Intellectual-Movement_1390
src_Scientific-Instrument_1362,src_Disaster_1324
src_Artefact_1532,src_Religious-Order_4316
src_Secular-Ideology_3058,src_Cultural-Organisation_788
src_Jurist_1252,src_Ecclesiarch_1833
src_Secular-Movement_2825,src_Religious-Order_4170
src_Prince_569,src_Ideology_4726
src_Masonic-Lodge_4221,src_Film-Maker_4460
src_Architect_4528,src_Conceptual-Object_4893
src_Military-Person_2007,src_Sculpture_2368
src_Meeting_547,src_International-Alliance_1682
src_Pamphlet_3112,src_Food_999
src_Time-Dependent_3077,src_Period_1713
src_Settlement_2428,src_Secular-Movement_4020
src_Geographical-Discovery_4164,src_Abbey_3364
src_Other-Religious-Leader_2585,src_Country_4012
src_Leader_214,src_Dynasty_348
src_Economic-Process_4600,src_Secular-Leader_3374
src_Village_1891,src_Abbey_3461
src_Artist_2811,src_Work-of-Art_2706
src_Church-Reformer_2089,src_Art-Form_3820
src_Scientist_549,src_Cleric_1627
src_Head-of-State_858,src_Cultural-Agreement_2922
src_Economic-Enterprise_3861,src_Journal_1655
src_Scientist_1687,src_Idea_4679
src_Party_3794,src_Trial_2875
src_Period-in-Office_1224,src_Church-Reformer_1553
src_Dramaturge_2311,src_Water_873
src_VicodiOI_1993,src_Film-Maker_3253
src_Settlement_2256,src_Trial_3627
src_Theologian_1463,src_Economist_2274
src_Ritual_2619,src_Political-Organisation_1247
src_Saint_992,src_Organisation_1987
src_Religious-Community_712,src_Author_3114
src_Environment_2974,src_Political-Symbol_1779
src_Environment_2505,src_Election_3055
src_Political-Symbol_4412,src_Diplomat_152
src_Fictional-Event_3306,src_Population-Movement_2751
src_International-Alliance_1199,src_Philosopher_1730
src_Piece-of-Music_3457,src_Crime_2824
src_Badge_4213,src_Representative-Institution_2474
src_Leader_3758,src_Economic-Symbol_681
src_Foreign-Minister_609,src_TemporalInterval_1046
src_Symbol_2948,src_Theologian_4425
src_Dynasty_812,src_Person_4673
src_Church_3302,src_Time-Dependent-Relation_652
src_Management-Organisation_1621,src_VicodiOI_2117
src_Emperor_2650,src_Philosopher_2576
src_Professor_1850,src_Inventor_1290
src_Architect_401,src_Period_2041
src_Natural-Object_4860,src_Painting_2397
src_Time_940,src_Landmark_4571
src_Village_4615,src_Time_84
src_Educational-Organisation_1688,src_Clerical-Leader_1134
src_Political-Region_4654,src_Life-Event_494
src_Party_2819,src_Theologian_1321
src_Illness_2699,src_Ship_2622
src_Landmark_1068,src_Religious-Organisation_2977
src_Painter_2540,src_Other-Religious-Person_558
src_Scandal_3046,src_Structure_2232
src_Role_3527,src_Technical-Scientific-Advance_2438
src_Saint_4469,src_Secular-Ideology_2248
src_Author_2182,src_Business-Leader_1740
src_King_406,src_Life-Event_4671
src_Publisher_2803,src_Scientist_1410
src_Work-of-Art_4555,src_Philanthropist_747
src_Newspaper_1549,src_Physician_1709
src_Village_4525,src_Composer_4517
src_Intra-State-Group_4752,src_Engineer_4305
src_Religious-Order_1055,src_League_4207
src_Discoverer_1393,src_Geographical-Discovery_2568
src_Country_2521,src_Economic-Symbol_1695
src_Theologian_4671,src_Non-Military-Conflict_2202
src_League_3658,src_Cultural-Organisation_3140
src_Journalist_2827,src_Fictional-Person_2812
src_Battle_4445,src_Newspaper_3645
src_Geographer_4080,src_Representative-Institution_1035
src_Trades-Unionist_1844,src_Sultan_1695
src_Uprising_3387,src_Intra-State-Group_2375
src_Pastime_775,src_Non-Military-Conflict_2557
src_Legislation_1691,src_Flavour_2386
src_Newspaper_2318,src_Time-Dependent_1735
src_Painter_2553,src_Intellectual-Construct_1120
src_Head-of-State_3706,src_Location_2230
src_Religious-Community_4729,src_Environment_3239
src_Illness_920,src_Clothing_107
src_Minister_4831,src_Abstract-Notion_2462
src_Astronaut_2597,src_Jurist_477
src_Natural-Object_923,src_Journalist_1215
src_Fictional-Person_4874,src_League_3938
src_Painting_3589,src_Writing_934
src_Scientist_3745,src_Settlement_1082
src_Language_2248,src_Business-Leader_1393
src_Period-in-Office_4485,src_Military-Person_4840
src_Vehicle_2882,src_Business-Leader_2479
src_Relic_1838,src_Trial_2258
src_Head-of-Government_146,src_Landmark_907
src_Location-Part-Relation_3186,src_Environment_1262
src_Pollution_809,src_Business-Leader_1481
src_Religious-Practice_4909,src_Representative-Institution_4741
src_Clothing_113,src_Village_1261
src_Clerical-Leader_2129,src_Country_3154
src_Dramaturge_4504,src_Environment_2560
src_Scandal_3614,src_Church-Reformer_2729
src_Musician_1934,src_Musician_436
src_Disaster_4795,src_Scandal_298
src_Measurable-Trend_682,src_Functionary_2461
src_Art-Form_1994,src_Economic-Enterprise_757
src_Jurist_3672,src_Religious-Leader_4135
src_Educational-Organisation_1111,src_Time-Dependent_28
src_Governmental-Organisation_2293,src_Architect_1316
src_Settlement_4921,src_Ship_454
src_Individual_753,src_Author_853
src_Philanthropist_2847,src_Creator_3848
src_Queen_1091,src_Sultan_3006
src_Painter_2028,src_Location-Part-Relation_1683
src_Head-of-Government_1144,src_Illness_2364
src_Publisher_3076,src_Dynasty_4299
src_Psychologist_2277,src_Religious-Movement_2632
src_Professor_1244,src_Trades-Unionist_2764
src_Minister_1431,src_Actor_4242
src_Role_1405,src_Event_3397
src_TemporalInterval_3106,src_Jurist_1952
src_Political-Region_4344,src_Monastery_150
src_Geographer_1614,src_Journalist_231
src_Category_10,src_Entertainer_4603
src_Political-Organisation_1587,src_Work-of-Art_2510
src_Politician_3402,src_Minister_3008
src_VicodiOI_3486,src_Criminal_3400
src_Environment_3046,src_Individual_3236
src_Idea_2993,src_Military-Person_2879
src_Event_1953,src_Religious-Ideology_2736
src_Stereotype-Group_486,src_Musician_4715
src_Religious-Ideology_55,src_Sultan_4375
src_Governmental-Organisation_1628,src_Book_3771
src_Entertainer_2815,src_VicodiOI_765
src_Location-Part-Relation_3696,src_Psychologist_2177
src_Cultural-Organisation_504,src_Pastime_3898
src_Political-Organisation_2661,src_University_4112
src_Sculpture_3324,src_Leader_2454
src_University_172,src_Symbol_3774
src_Idea_2967,src_Functionary_4364
src_Abstract-Notion_2468,src_Musician_1212
src_Religious-Ideology_3231,src_Religious-Organisation_633
src_Treaty_3883,src_Category_2219
src_Armament_2358,src_Individual_619
src_Publisher_2922,src_Time_1598
src_National-Symbol_2883,src_Sultan_1524
src_Scientist_948,src_Sportsman_444
src_Church-Reformer_3540,src_Composer_1366
src_Other-Religious-Leader_4206,src_Clerical-Leader_148
src_Engineer_2351,src_Philosopher_325
src_King_3537,src_Uprising_360
src_Life-Event_1940,src_Newspaper_570
src_Queen_3827,src_Non-Military-Conflict_4581
src_Philosopher_2612,src_Religious-Organisation_3973
src_Economic-Enterprise_1097,src_Actor_3111
src_Legislation_4284,src_Artistic-Movement_2304
src_Fictional-Event_3088,src_Social-Stratum_3535
src_FuzzyTemporalInterval_3026,src_Queen_3704
src_Conceptual-Object_230,src_Political-Region_4054
src_Sportsman_3822,src_Sultan_4180
src_Piece-of-Music_2957,src_Jurist_505
src_Cleric_3970,src_Philanthropist_1774
src_Journal_4112,src_Newspaper_3908
src_Dynasty_234,src_Time-Dependent_3591
src_Educational-Organisation_532,src_Movement_713
src_Treaty_4357,src_City_3652
src_Philanthropist_4472,src_Liturgical-Object_3528
src_Author_2697,src_Religious-Ideology_3053
src_University_1596,src_Landmark_1230
src_Flavour_2546,src_Scientific-Instrument_4450
src_Religious-Practice_3293,src_Theologian_1384
src_Pastime_2891,src_Vehicle_830
src_Other-Religious-Leader_1503,src_Criminal_1486
src_Entertainer_1954,src_Writing_4750
src_Military-Unit_1393,src_Political-Symbol_618
src_Psychologist_248,src_Entertainer_1848
src_Business-Leader_212,src_Masonic-Lodge_3608
src_Population-Movement_870,src_Journalist_334
src_Ship_3940,src_Representative-Institution_1830
src_Religious-Practice_1705,src_Monastery_4746
src_Military-Person_2965,src_Pollution_1419
src_Artist_3919,src_Economic-Process_929
src_Other-Religious-Person_2830,src_Professor_4209
src_Party_4007,src_Philanthropist_4594
src_Flavour_3177,src_Water_1780
src_Composer_4364,src_Philosopher_1830
src_Secular-Leader_112,src_Time_3946
src_Ritual_4946,src_Meeting_975
src_Functionary_4505,src_Pollution_170
src_Location-Part-Relation_2055,src_Leader_91
src_Religious-Organisation_2179,src_Period_175
src_Secular-Leader_19,src_Commodity_2663
src_Criminal_622,src_Geographical-Feature_1532
src_Idea_1800,src_Professor_974
src_Train_4519,src_Geographical-Discovery_272
src_Water_1914,src_Painter_1209
src_Water_4049,src_Liturgical-Object_105
src_Village_4079,src_Religious-Community_1941
src_Jurist_1812,src_Cleric_4698
src_Idea_3967,src_Building_290
src_Ecclesiarch_2649,src_Ritual_974
src_Religious-Organisation_3484,src_Representative-Institution_1169
src_City_2971,src_Pastime_3028
src_Field-of-Knowledge_1955,src_Prince_1851
src_Crime_1959,src_Stereotype-Group_3067
src_City_2953,src_University_1446
src_City_2452,src_FuzzyTemporalInterval_317
src_Badge_2871,src_Publisher_944
src_Sultan_132,src_Conceptual-Object_2325
src_Ecclesiarch_3022,src_Sculpture_2459
src_Cultural-Agreement_2784,src_Natural-Object_650
src_Publisher_4835,src_Artist_1602
src_Pastime_3600,src_Geographical-Region_3652
src_Time_4107,src_Event_1312
src_Political-Symbol_1464,src_Ecclesiarch_3060
src_Ritual_2008,src_Vehicle_4349
src_Geographical-Discovery_2603,src_Building_3669
src_Cathedral_33,src_International-Organisation_2570
src_Ethnic-Group_3172,src_Sultan_2919
src_Geographical-Discovery_3309,src_Political-Region_3033
src_Ecclesiarch_3807,src_King_2944
src_Representative-Institution_1001,src_Individual_1160
src_Clerical-Leader_3508,src_Entertainer_4075
src_Cathedral_2524,src_Cultural-Organisation_2596
src_Battle_2604,src_Symbol_4123
src_Political-Region_2674,src_Political-Symbol_1888
src_Author_3505,src_Economic-Process_2190
src_Actor_2998,src_Sculptor_4037
src_Country_4818,src_Publisher_2931
src_Role_2349,src_Religious-Community_4657
src_Location_108,src_Water_1518
src_Political-Organisation_2801,src_Building_3266
src_Diplomat_2105,src_Economic-Symbol_3425
src_Artefact_2188,src_Prince_1922
src_Social-Stratum_3701,src_Economic-Enterprise_1866
src_Disease_1224,src_Journal_4082
src_Theologian_291,src_Newspaper_4906
src_Emperor_3517,src_Village_224
src_Commodity_3476,src_Person-Role_1409
src_Crime_3339,src_International-Alliance_4747
src_Crime_3239,src_Time-Dependent-Relation_2781
src_Train_1723,src_Engineer_3643
src_Musician_2882,src_Economic-Organisation_161
src_Period-in-Office_2337,src_Religious-Order_3044
src_Train_3607,src_Pastime_1784
src_Dynasty_2268,src_Cathedral_649
src_Trade-Association_599,src_Location_3337
src_Ship_3908,src_Geographical-Feature_4098
src_Cultural-Agreement_970,src_Journal_529
src_Category_3531,src_Natural-Object_2952
src_Religious-Ideology_1516,src_Intra-State-Group_4079
src_Masonic-Lodge_1460,src_Disease_918
src_Intellectual-Movement_1314,src_Role_4000
src_Geographical-Feature_4759,src_Pastime_4383
src_Masonic-Lodge_1458,src_Psychologist_3369
src_Role_4770,src_Economic-Organisation_1172
src_University_606,src_Minister_1771
src_Technical-Scientific-Advance_2728,src_Religious-Movement_1437
src_Disaster_889,src_Secular-Ideology_2462
src_Location-Part-Relation_262,src_Politician_1332
src_King_567,src_Economic-Organisation_2848
src_Time_3872,src_Water_2639
src_Governmental-Organisation_3577,src_Geographer_741
src_Jurist_2448,src_Geographical-Feature_4869
src_Other-Religious-Leader_3607,src_Food_118
src_Settlement_4031,src_Liturgical-Object_3845
src_Geographical-Feature_227,src_Life-Event_1155
src_Pope_2378,src_Individual_1348
src_Intellectual-Movement_2948,src_Journal_4276
src_Ideology_1981,src_Political-Region_3981
src_Artistic-Style_2464,src_Ritual_3233
src_Educational-Organisation_795,src_Train_2816
src_Clerical-Leader_4584,src_Non-Military-Conflict_4343
src_Religious-Organisation_867,src_Measurable-Trend_3557
src_Geographical-Feature_1167,src_Artefact_2915
src_Individual_3276,src_FuzzyTemporalInterval_3016
src_Vehicle_2675,src_University_1070
src_Geographical-Feature_642,src_Fictional-Event_252
src_Conceptual-Object_3794,src_Time-Dependent_913
src_Role_3629,src_Sportsman_2370
src_Scandal_2950,src_Intellectual-Construct_264
src_Scandal_4761,src_Sportsman_1121
src_Field-of-Knowledge_153,src_Theologian_3209
src_Structure_184,src_Field-of-Knowledge_2325
src_Artist_3625,src_Board_2267
src_Musician_1881,src_Ecclesiarch_4593
src_Idea_3372,src_Religious-Practice_2497
src_Person_1596,src_Time-Dependent-Relation_38
src_Geographical-Feature_4813,src_Author_4831
src_Criminal_4923,src_Badge_1732
src_Location-Part-Relation_3837,src_Disaster_3601
src_Location_4571,src_Political-Region_30
src_Party_3858,src_Church_944
src_Person_4664,src_Location_3776
src_Battle_1946,src_Social-Group_1150
src_Journalist_3836,src_Sculpture_3986
src_Engineer_3296,src_University_974
src_International-Alliance_2047,src_Armament_779
src_Event_1878,src_Military-Unit_4415
src_Population-Movement_2520,src_Religious-Practice_1760
src_Abstract-Notion_2057,src_Political-Organisation_4232
src_Leader_3890,src_Theologian_996
src_Jurist_4688,src_Management-Organisation_2363
src_Journalist_1167,src_Artistic-Movement_4959
src_Treaty_1277,src_Election_4939
src_Abstract-Notion_3785,src_Secular-Ideology_1442
src_Movement_1801,src_Train_3759
src_National-Symbol_4827,src_Structure_3935
src_Settlement_1611,src_Social-Group_2255
src_International-Alliance_388,src_Secular-Ideology_4338
src_Geographical-Feature_3234,src_Relic_1275
src_Secular-Ideology_443,src_Journalist_4484
src_Writing_2006,src_Political-Symbol_457
src_Fictional-Person_779,src_Geographical-Feature_3596
src_Uprising_842,src_Trades-Unionist_1774
src_Inventor_2824,src_Economic-Enterprise_438
src_Emperor_3364,src_Building_1457
src_Role_3032,src_Environment_3270
src_Religious-Community_2387,src_Philosopher_724
src_Location-Part-Relation_4467,src_Religious-Community_3235
src_Economic-Symbol_1872,src_Author_1748
src_Art-Form_1555,src_Cultural-Organisation_718
src_Other-Religious-Leader_2557,src_Water_4350
src_Legislation_4332,src_Animal_1866
src_Work-of-Art_3176,src_Art-Form_2794
src_Fictional-Person_3748,src_Individual_2827
src_Prince_200,src_Clerical-Leader_4674
src_Board_4028,src_Magnate_1145
src_Prince_2806,src_Pope_4593
src_Publisher_4028,src_Settlement_4852
src_League_13,src_Conceptual-Object_725
src_Pamphlet_3450,src_Period_3767
src_Idea_1115,src_Newspaper_4318
src_Masonic-Lodge_1803,src_Military-Person_2054
src_Queen_2437,src_Religious-Community_487
src_Religious-Leader_4144,src_Ritual_521
src_Cultural-Organisation_350,src_Stereotype-Group_2
src_Disease_339,src_Party_929
src_Location-Part-Relation_1856,src_Category_1894
src_Disease_2902,src_Artistic-Style_160
src_Cleric_1144,src_Politician_922
src_Scientist_4634,src_Foreign-Minister_1075
src_Book_1230,src_Ideology_3880
src_Pamphlet_3245,src_Book_3193
src_Scientist_2434,src_Psychologist_2725
src_Category_2770,src_Economic-Process_1450
src_King_3600,src_Flavour_3437
src_Board_2797,src_Religious-Ideology_514
src_Religious-Practice_3924,src_Religious-Community_3473
src_Piece-of-Music_3500,src_Author_4717
src_VicodiOI_3526,src_Person-Role_546
src_Political-Region_3982,src_Intellectual-Construct_3778
src_Trades-Unionist_583,src_Scientist_4644
src_Trial_415,src_Ship_2403
src_Author_42,src_Journalist_4038
src_Battle_3826,src_Movement_777
src_Village_2811,src_National-Symbol_1871
src_Journalist_2837,src_Political-Region_4769
src_Measurable-Trend_2915,src_Political-Region_736
src_Artist_88,src_Trade-Association_2395
src_Journal_1297,src_Architect_1661
src_Abstract-Notion_2741,src_Engineer_4415
src_Political-Region_3305,src_Ethnic-Group_2597
src_Pollution_2417,src_Author_2328
src_VicodiOI_2025,src_Intellectual-Construct_3032
src_Person_921,src_Creator_139
src_Armament_4351,src_Musician_2406
src_Cathedral_4334,src_City_2262
src_Environment_2276,src_Painter_1284
src_Armament_2553,src_Fictional-Person_2035
src_Work-of-Art_4299,src_League_4687
src_Composer_1959,src_Religious-Community_2692
src_International-Organisation_3553,src_Economic-Symbol_4960
src_Religious-Ideology_2749,src_Sportsman_1054
src_Painting_4559,src_Art-Form_4208
src_Scandal_3068,src_Category_3912
src_Board_51,src_Inventor_2883
src_Badge_4094,src_Crime_3242
src_Fictional-Event_218,src_Political-Organisation_1119
src_Book_3806,src_Social-Stratum_1056
src_Time-Dependent-Relation_3393,src_Dynasty_2227
src_Cultural-Agreement_172,src_Magnate_351
src_Trades-Union_4926,src_Astronaut_2450
src_Category_94,src_Philosopher_244
src_Scientific-Instrument_4347,src_Philanthropist_3255
src_Fictional-Person_2712,src_Physician_2090
src_Time-Dependent-Relation_1403,src_Train_984
src_Discoverer_4900,src_Educational-Organisation_2314
src_Jurist_707,src_Organisation_246
src_Economic-Enterprise_4786,src_Abbey_4617
src_Economic-Process_2242,src_Liturgical-Object_4664
src_Book_2001,src_VicodiOI_4535
src_Other-Religious-Leader_3440,src_Non-Military-Conflict_2421
src_Time_203,src_Religious-Practice_220
src_Astronaut_3834,src_Philanthropist_3568
src_Category_4093,src_Economist_1444
src_Prince_4436,src_Religious-Order_2171
src_Minister_243,src_Sculptor_3905
src_Military-Unit_3405,src_Discoverer_3087
src_Intra-State-Group_1072,src_Church_1589
src_Legislation_3822,src_Armament_3911
src_Entertainer_772,src_Professor_983
src_Composer_1794,src_Composer_2027
src_Pamphlet_211,src_Politician_1290
src_Social-Stratum_2415,src_Psychologist_1208
src_Monastery_556,src_League_2523
src_Religious-Movement_4740,src_Actor_1226
src_Uprising_1535,src_Fictional-Event_2249
src_Clothing_4640,src_Liturgical-Object_3947
src_University_3614,src_Field-of-Knowledge_253
src_Animal_2121,src_Liturgical-Object_3643
src_Abbey_1004,src_Field-of-Knowledge_4865
src_Trial_650,src_Religious-Practice_3936
src_Battle_2288,src_Ethnic-Group_3931
src_Structure_3394,src_Scientific-Instrument_4677
src_Author_970,src_Individual_4296
src_Book_1444,src_Queen_1452
src_Philanthropist_1525,src_Movement_259
src_Pollution_3209,src_Publisher_2261
src_Category_4355,src_Liturgical-Object_4693
src_Flavour_3743,src_Intellectual-Movement_111
src_Military-Person_3812,src_Social-Stratum_364
src_Ideology_3061,src_FuzzyTemporalInterval_1508
src_Musician_1534,src_Work-of-Art_1702
src_Pamphlet_4572,src_Population-Movement_3719
src_Foreign-Minister_2077,src_Scientific-Instrument_1060
src_Uprising_3719,src_Painting_4718
src_Religious-Leader_4028,src_Scientific-Instrument_3850
src_Writing_4131,src_Head-of-State_3897
src_Country_2378,src_Technical-Scientific-Advance_4675
src_King_4359,src_Ecclesiarch_1075
src_Technical-Scientific-Advance_4046,src_Time_1495
src_Object_3333,src_Dynasty_4798
src_Ideology_1171,src_Measurable-Trend_846
src_Sultan_4279,src_Business-Leader_4729
src_Trades-Unionist_4852,src_Scientist_115
src_Physician_1938,src_Politician_627
src_Train_1496,src_Party_3379
src_Head-of-State_3189,src_Dynasty_3094
src_Crime_543,src_Cultural-Agreement_1942
src_Military-Person_1178,src_Military-Unit_4542
src_University_506,src_Functionary_770
src_Political-Symbol_1588,src_Animal_906
src_Location_3910,src_Cultural-Agreement_2101
src_Journalist_2407,src_Illness_4583
src_Criminal_3009,src_Actor_441
src_Minister_227,src_Badge_3922
src_Religious-Symbol_507,src_Business-Leader_2271
src_Religious-Organisation_3425,src_Pamphlet_1188
src_Physician_2430,src_Time-Dependent_1855
src_Saint_4579,src_Conceptual-Object_1693
src_Artist_1990,src_Flavour_3619
src_Water_4776,src_Geographical-Feature_1371
src_Settlement_2058,src_Book_3617
src_Head-of-Government_4205,src_City_3625
src_Professor_2048,src_Badge_4656
src_Village_4212,src_Abstract-Notion_2011
src_Sculpture_4652,src_Structure_1295
src_Geographical-Region_2568,src_Life-Event_374
src_Military-Person_1577,src_Commodity_434
src_International-Alliance_1423,src_Battle_4546
src_Dancer_1869,src_Trade-Association_2607
src_Leader_3094,src_Art-Form_2305
src_Foreign-Minister_1753,src_Period-in-Office_4083
src_Monastery_64,src_Pope_1991
src_Flavour_975,src_Governmental-Organisation_4071
src_Idea_4111,src_Pamphlet_4297
src_Dramaturge_1858,src_Time_4310
src_Cultural-Agreement_2649,src_Cathedral_2648
src_Sportsman_4136,src_Religious-Order_990
src_Economic-Organisation_1499,src_Church-Reformer_1925
src_Physician_4363,src_Magnate_1436
src_Religious-Movement_4985,src_Movement_4068
src_Art-Form_3123,src_Military-Person_2210
src_League_1908,src_Pamphlet_931
src_Sportsman_2573,src_Philosopher_4979
src_Saint_2545,src_Trades-Union_1033
src_Ritual_4631,src_Scandal_379
src_Criminal_416,src_Journalist_1041
src_Geographical-Feature_4897,src_Election_3112
src_Politician_3506,src_National-Symbol_366
src_Religious-Leader_3308,src_Film-Maker_3813
src_Water_170,src_Dancer_2727
src_Engineer_4878,src_Religious-Order_3868
src_FuzzyTemporalInterval_1029,src_Publisher_3162
src_Party_348,src_Trades-Unionist_4017
src_Trades-Unionist_4961,src_Professor_1265
src_Ecclesiarch_63,src_Religious-Order_4251
src_Church_1625,src_Commodity_3530
src_Writing_3295,src_Architect_3788
src_Political-Region_1406,src_Economic-Process_168
src_Criminal_2402,src_Cultural-Organisation_1286
src_Astronaut_1431,src_Astronaut_333
src_War_3245,src_Abstract-Notion_4637
src_Scientific-Instrument_946,src_Period_1754
src_Author_4417,src_Musician_4857
src_Masonic-Lodge_4336,src_Political-Symbol_2546
src_National-Symbol_23,src_Governmental-Organisation_4066
src_Intellectual-Construct_3652,src_Uprising_1332
src_Location-Part-Relation_1612,src_Secular-Movement_2532
src_Pastime_4788,src_Secular-Leader_3584
src_Economic-Process_93,src_Art-Form_4187
src_Structure_4830,src_Inventor_3135
src_Saint_4451,src_Geographical-Region_4125
src_Election_3356,src_Geographical-Feature_3940
src_Individual_2856,src_Pamphlet_813
src_Building_360,src_Election_575
src_Psychologist_2784,src_Pollution_1651
src_Monastery_2800,src_Location_2678
src_Intellectual-Construct_2449,src_Foreign-Minister_4574
src_Painter_4282,src_TemporalInterval_3923
src_Religious-Ideology_4730,src_Pamphlet_3604
src_Period-in-Office_3200,src_Pamphlet_1787
src_League_4559,src_Symbol_702
src_Magnate_4509,src_Church-Reformer_1027
src_Water_3523,src_Time-Dependent-Relation_4519
src_Abstract-Notion_4782,src_Board_499
src_Board_4219,src_Astronaut_2987
src_Trades-Unionist_2650,src_Trial_4212
src_Intellectual-Movement_2769,src_Legislation_3434
src_Treaty_4338,src_International-Alliance_2691
src_Country_4431,src_Time-Dependent-Relation_2436
src_Landmark_2825,src_Legislation_2445
src_Natural-Object_1935,src_Role_4163
src_Composer_1532,src_Physician_1707
src_Minister_2993,src_Business-Leader_3358
src_International-Organisation_1746,src_Category_4549
src_Armament_1501,src_Pope_1602
src_Environment_3756,src_Head-of-Government_3768
src_Religious-Symbol_4228,src_Water_3137
src_Abbey_1766,src_Diplomat_1234
src_Non-Military-Conflict_4658,src_Field-of-Knowledge_3532
src_Clerical-Leader_348,src_Engineer_2738
src_Scientific-Instrument_2895,src_Psychologist_1738
src_Flavour_3949,src_Period_610
src_Pollution_4129,src_Musician_873
src_Individual_307,src_Legislation_1815
src_Economic-Symbol_4354,src_Ship_2817
src_Disaster_4849,src_Illness_3933
src_Pamphlet_3592,src_Criminal_1438
src_Inventor_3859,src_Newspaper_253
src_Painting_2271,src_Location-Part-Relation_3892
src_Vehicle_456,src_Trades-Unionist_3728
src_Secular-Leader_1033,src_Saint_2251
src_Artefact_1115,src_Clerical-Leader_4666
src_Village_3910,src_Symbol_1842
src_Treaty_2149,src_Magnate_3698
src_Trial_1131,src_Architect_3245
src_Church_2708,src_Battle_798
src_Secular-Leader_4263,src_Symbol_3152
src_Trades-Unionist_3719,src_Prince_1137
src_Geographical-Feature_4601,src_Trade-Association_1115
src_Disease_4648,src_Fictional-Event_1039
src_Religious-Order_883,src_Abstract-Notion_2806
src_Sportsman_2208,src_Non-Military-Conflict_373
src_Population-Movement_57,src_Educational-Organisation_140
src_Head-of-State_693,src_Political-Region_4867
src_Military-Organisation_4370,src_Artistic-Movement_1305
src_City_2918,src_Economist_4379
src_Abstract-Notion_2869,src_Uprising_3262
src_Diplomat_2021,src_International-Alliance_1081
src_Ritual_4845,src_Organisation_9
src_Intra-State-Group_44,src_Location_1666
src_Non-Military-Conflict_2326,src_Party_2743
src_Conductor_4704,src_Dynasty_1759
src_Economic-Organisation_1437,src_Individual_2988
src_Religious-Leader_4569,src_Architect_657
src_Dancer_4330,src_Philanthropist_655
src_Person_4559,src_Fictional-Person_940
src_Party_3033,src_Church-Reformer_1049
src_Military-Person_4054,src_Sculpture_1158
src_Religious-Practice_1164,src_Dramaturge_2356
src_Fictional-Person_642,src_Composer_190
src_Landmark_4282,src_Vehicle_4997
src_Piece-of-Music_1979,src_Population-Movement_1407
src_Geographer_1955,src_Meeting_3563
src_Trades-Unionist_530,src_Trades-Union_2636
src_Liturgical-Object_4746,src_Trades-Unionist_4648
src_Relic_2538,src_Book_1875
src_Secular-Ideology_3017,src_Other-Religious-Person_3837
src_Military-Organisation_615,src_Writing_2820
src_Psychologist_3511,src_Environment_3031
src_Fictional-Event_3081,src_Saint_2473
src_Actor_4741,src_Intellectual-Movement_4702
src_Military-Person_4898,src_Trades-Union_2821
src_Religious-Order_612,src_Building_1962
src_Jurist_4235,src_Cleric_2647
src_Architect_4144,src_Artist_2478
src_Political-Symbol_3811,src_Cultural-Organisation_710
