src_Non-Military-Conflict_2618,src_Measurable-Trend_215
src_Meeting_1163,src_Physician_1822
src_Religious-Community_565,src_Person-Role_2094
src_Trades-Union_3498,src_Event_1458
src_International-Alliance_2880,src_Political-Organisation_4388
src_Period_4899,src_Foreign-Minister_69
src_Writing_3645,src_Entertainer_2647
src_Clerical-Leader_3290,src_Philanthropist_4894
src_Film-Maker_2730,src_Creator_2021
src_Piece-of-Music_1760,src_Intra-State-Group_1121
src_Economist_3047,src_Film-Maker_2708
src_Idea_1821,src_Criminal_1232
src_Fictional-Event_1455,src_Religious-Ideology_4509
src_Commodity_3427,src_Landmark_4001
src_Economist_1381,src_Philosopher_3299
src_Time-Dependent_4105,src_Artist_3252
src_Election_4799,src_Location_227
src_Dramaturge_4269,src_Religious-Practice_3764
src_Public-Oration_4414,src_Religious-Ideology_1420
src_Election_168,src_Water_4475
src_Artefact_363,src_Trades-Union_1806
src_Church-Reformer_4558,src_Geographical-Region_416
src_Cultural-Agreement_1323,src_National-Symbol_2628
src_Vehicle_4987,src_Author_1386
src_Movement_4852,src_Landmark_4203
src_Monastery_2470,src_Meeting_3619
src_Environment_4013,src_Vehicle_4995
src_Life-Event_1641,src_Political-Organisation_3023
src_Armament_2201,src_Scandal_1482
src_Building_1918,src_Political-Organisation_2252
src_Creator_1228,src_Trade-Association_1790
src_Train_4083,src_Representative-Institution_4930
src_Philosopher_1852,src_Relic_993
src_Settlement_94,src_Movement_3530
src_Writing_4753,src_TemporalInterval_652
src_Trades-Unionist_770,src_Management-Organisation_4073
src_Pollution_3844,src_Election_399
src_Economic-Symbol_768,src_Architect_2579
src_Structure_2795,src_Inventor_316
src_Piece-of-Music_94,src_Saint_177
src_Military-Person_1291,src_Religious-Leader_4265
src_Head-of-State_3499,src_Building_1294
src_Crime_4828,src_Liturgical-Object_1356
src_Head-of-Government_3928,src_National-Symbol_4203
src_Religious-Ideology_3601,src_Inventor_4926
src_Religious-Ideology_1896,src_Social-Group_136
src_Food_1284,src_Philosopher_2243
src_Journal_3392,src_Scientist_4612
src_Clerical-Leader_3902,src_Person_3062
src_Economic-Organisation_3055,src_Cultural-Organisation_3937
src_Composer_2444,src_Geographical-Feature_1951
src_Secular-Movement_4446,src_Foreign-Minister_595
src_Author_3570,src_Cultural-Agreement_1934
src_Scandal_3793,src_Cultural-Organisation_4351
src_Military-Organisation_260,src_Pope_3054
src_Religious-Order_188,src_Public-Oration_4606
src_Landmark_4415,src_Language_4061
src_Pastime_3455,src_Landmark_1569
src_Uprising_3868,src_Geographical-Feature_544
src_Jurist_4810,src_Astronaut_188
src_Secular-Leader_2149,src_Politician_3241
src_Water_2897,src_Field-of-Knowledge_172
src_Cultural-Agreement_3414,src_Sultan_1435
src_Criminal_912,src_Election_211
src_Film-Maker_1916,src_Composer_913
src_Economic-Symbol_567,src_Fictional-Person_1953
src_Trial_3945,src_Criminal_204
src_Religious-Ideology_3966,src_Book_3738
src_Conceptual-Object_925,src_Ship_780
src_Saint_4274,src_Trade-Association_1428
src_Political-Symbol_1110,src_Ecclesiarch_3723
src_Economist_3262,src_Abbey_759
src_Period_4553,src_Church_3448
src_Head-of-State_1666,src_Representative-Institution_4805
src_Role_1422,src_Flavour_1031
src_Dramaturge_3063,src_Settlement_2945
src_Astronaut_775,src_Symbol_3058
src_Population-Movement_505,src_Movement_2650
src_Prince_1176,src_Person_349
src_Trades-Unionist_2027,src_Country_2558
src_Educational-Organisation_1656,src_International-Organisation_27
src_Landmark_4925,src_FuzzyTemporalInterval_4369
src_Astronaut_3903,src_Musician_2948
src_Disease_2785,src_Physician_1941
src_Trades-Unionist_3166,src_Painter_977
src_Functionary_473,src_Religious-Order_3481
src_Measurable-Trend_3193,src_Fictional-Person_1315
src_Geographical-Feature_2507,src_National-Symbol_101
src_Religious-Leader_1039,src_Country_457
src_Dancer_517,src_Functionary_1177
src_Clothing_1800,src_Legislation_4688
src_Fictional-Person_3040,src_Art-Form_907
src_City_1734,src_Discoverer_1706
src_Functionary_2704,src_Pope_735
src_Life-Event_1492,src_Crime_1498
src_Pastime_1105,src_Period_3958
src_VicodiOI_3417,src_National-Symbol_2172
src_Art-Form_2323,src_Board_4258
src_Pollution_3670,src_Geographical-Region_919
src_Work-of-Art_2079,src_Cathedral_3229
src_Trial_291,src_Representative-Institution_4220
src_Religious-Organisation_88,src_Book_3847
src_Art-Form_4765,src_Religious-Practice_3110
src_Religious-Symbol_2899,src_Artistic-Movement_3951
src_Politician_939,src_Jurist_2921
src_Painter_4918,src_Trades-Union_1302
src_Organisation_3252,src_Religious-Practice_4084
src_Economic-Organisation_2564,src_Trades-Unionist_201
src_Minister_290,src_Sculpture_3825
src_Cultural-Organisation_2142,src_Abstract-Notion_2038
src_Religious-Movement_457,src_University_3914
src_Time_3947,src_Musician_1299
src_Journal_2968,src_Trades-Union_4307
src_Intra-State-Group_4257,src_Economic-Enterprise_1987
src_Category_2078,src_Sultan_332
src_Religious-Order_2337,src_Public-Oration_4666
src_Painter_1069,src_Secular-Leader_110
src_Monastery_2966,src_Building_4590
src_Economic-Organisation_2931,src_Magnate_723
src_Political-Organisation_4230,src_Event_638
src_Art-Form_3676,src_Pastime_599
src_Country_4175,src_Trade-Association_4124
src_Engineer_1896,src_Psychologist_4747
src_Head-of-Government_1866,src_Abbey_1388
src_Location_3083,src_Battle_2542
src_Country_659,src_Minister_1356
src_Musician_1423,src_Vehicle_3236
src_Time-Dependent-Relation_2623,src_Architect_484
src_Building_4467,src_Creator_1513
src_Head-of-State_2957,src_Military-Person_4037
src_Animal_367,src_Economic-Organisation_3780
src_Monastery_4917,src_Stereotype-Group_3132
src_Social-Group_4973,src_Philosopher_14
src_Philosopher_3387,src_Water_845
src_Film-Maker_417,src_Pollution_1402
src_Religious-Practice_4388,src_Astronaut_3154
src_Object_1169,src_Religious-Symbol_2148
src_Fictional-Event_2870,src_Social-Stratum_3827
src_League_4814,src_Board_1580
src_Representative-Institution_2364,src_Author_2108
src_Dynasty_393,src_Ritual_2914
src_Social-Stratum_4728,src_Religious-Ideology_3660
src_Pamphlet_2102,src_Category_3937
src_Economist_1511,src_Military-Organisation_426
src_Geographical-Feature_2283,src_Geographer_1366
src_Treaty_1792,src_Individual_1784
src_Fictional-Event_1545,src_Geographical-Region_3927
src_Geographer_4116,src_Cultural-Organisation_3490
src_Political-Organisation_4082,src_King_3733
src_Religious-Organisation_959,src_Abbey_4469
src_Period-in-Office_3545,src_Foreign-Minister_4012
src_Trial_4213,src_Language_1778
src_Religious-Community_4292,src_Ritual_3664
src_International-Organisation_373,src_Theologian_3602
src_Environment_3101,src_Educational-Organisation_2952
src_Period-in-Office_121,src_Non-Military-Conflict_641
src_Creator_2276,src_Landmark_4389
src_Religious-Practice_2748,src_Landmark_4604
src_Scientist_1766,src_Creator_2992
src_Food_2602,src_Stereotype-Group_1597
src_Location_737,src_Religious-Organisation_2337
src_Meeting_4002,src_Train_2011
src_Ethnic-Group_3493,src_Religious-Organisation_4876
src_Sportsman_1903,src_Military-Organisation_1596
src_Newspaper_4140,src_Animal_1947
src_Ethnic-Group_130,src_Artefact_1966
src_Military-Unit_4473,src_Armament_1745
src_Representative-Institution_3137,src_Artistic-Style_2615
src_Trade-Association_3885,src_Engineer_179
src_Piece-of-Music_1787,src_Scandal_4921
src_Sculpture_2189,src_Badge_3935
src_Crime_3337,src_Country_2137
src_Meeting_1300,src_Geographical-Region_662
src_Conductor_3662,src_International-Organisation_3853
src_Economic-Process_175,src_National-Symbol_411
src_Church_2952,src_Time-Dependent_4140
src_Business-Leader_4628,src_FuzzyTemporalInterval_3642
src_Work-of-Art_4388,src_Sultan_2111
src_Diplomat_3385,src_Relic_4452
src_Geographer_3157,src_Time_3348
src_Scientist_987,src_Scandal_3352
src_VicodiOI_1149,src_Architect_2383
src_Vehicle_1939,src_Film-Maker_2633
src_Animal_329,src_Secular-Movement_4336
src_Other-Religious-Person_4978,src_Natural-Object_3732
src_Liturgical-Object_632,src_Cleric_3538
src_Person-Role_4022,src_Philanthropist_4920
src_Functionary_2509,src_Conceptual-Object_4007
src_Film-Maker_914,src_Abbey_3557
src_Trades-Unionist_1488,src_Artist_3902
src_Non-Military-Conflict_4306,src_Vehicle_1895
src_Film-Maker_2633,src_Object_7
src_King_4323,src_Art-Form_2227
src_Publisher_2573,src_Badge_2956
src_Publisher_2087,src_Art-Form_630
src_Artistic-Movement_469,src_Physician_48
src_Philanthropist_199,src_Art-Form_2579
src_Person-Role_1806,src_Military-Unit_2344
src_Dynasty_2494,src_Work-of-Art_4083
src_Leader_803,src_Cleric_3542
src_Armament_1396,src_Political-Organisation_3579
src_Fictional-Person_4325,src_TemporalInterval_4634
src_Religious-Community_3256,src_Sculpture_739
src_Cathedral_275,src_University_1265
src_Entertainer_2301,src_Scandal_4580
src_Country_4401,src_Entertainer_3337
src_Cathedral_45,src_Dynasty_3495
src_Cleric_4949,src_Minister_1544
src_Pope_1352,src_Queen_1730
src_Environment_2053,src_Geographical-Feature_793
src_Event_1342,src_Publisher_2403
src_Foreign-Minister_3377,src_Vehicle_4152
src_Structure_4528,src_Person-Role_508
src_Event_2927,src_Entertainer_2659
src_Dancer_2658,src_Book_4271
src_Writing_1097,src_Intra-State-Group_2385
src_Other-Religious-Leader_1804,src_Event_2314
src_Period_2328,src_Population-Movement_3892
src_Secular-Leader_3556,src_Educational-Organisation_2994
src_Social-Group_1109,src_Cathedral_3744
src_Ethnic-Group_2276,src_Monastery_1153
src_Sculpture_4738,src_Time-Dependent-Relation_2883
src_Functionary_1154,src_Structure_4737
src_Astronaut_4860,src_Religious-Community_4093
src_Individual_314,src_Secular-Ideology_2239
src_Emperor_4747,src_Liturgical-Object_2887
src_Treaty_4990,src_Intellectual-Movement_331
src_Country_2281,src_Intellectual-Movement_2941
src_Natural-Object_774,src_Event_3069
src_Dramaturge_3822,src_Category_3822
src_Vehicle_1576,src_Technical-Scientific-Advance_4447
src_Military-Unit_1794,src_Idea_752
src_Conceptual-Object_3016,src_Actor_727
src_Time_1163,src_TemporalInterval_278
src_Stereotype-Group_616,src_Disaster_51
src_Artistic-Movement_4337,src_Event_3676
src_Sportsman_617,src_Philanthropist_2700
src_Natural-Object_1257,src_Secular-Movement_3327
src_Flavour_1840,src_Religious-Community_2805
src_Fictional-Person_3727,src_Secular-Ideology_2759
src_Stereotype-Group_3058,src_Disease_3252
src_Trial_1874,src_Population-Movement_4885
src_Cultural-Organisation_3391,src_Business-Leader_581
src_Head-of-State_2739,src_Pollution_551
src_Queen_4458,src_Diplomat_667
src_Masonic-Lodge_421,src_Conceptual-Object_2561
src_Cultural-Agreement_4454,src_Cathedral_2145
src_Intra-State-Group_430,src_Religious-Movement_4364
src_Object_42,src_Trade-Association_4402
src_Masonic-Lodge_732,src_Architect_4473
src_Language_2990,src_Functionary_662
src_Role_657,src_Individual_4316
src_Trial_3835,src_Head-of-Government_3710
src_Crime_2319,src_Category_2850
src_Train_3079,src_Economic-Process_3853
src_Ship_3612,src_Journal_4541
src_Discoverer_654,src_Scientist_2134
src_Sculpture_2615,src_Social-Group_3285
src_Field-of-Knowledge_3353,src_Water_4066
src_City_3384,src_Actor_3470
src_Secular-Leader_810,src_Actor_169
src_Masonic-Lodge_3491,src_Creator_3350
src_Cathedral_694,src_Train_3429
src_Non-Military-Conflict_3549,src_Artefact_1485
src_Representative-Institution_809,src_Person-Role_2572
src_Clerical-Leader_3453,src_Train_1188
src_Engineer_989,src_Settlement_4973
src_Conductor_3332,src_Composer_1113
src_Board_2978,src_Theologian_4343
src_Representative-Institution_4029,src_Sultan_4479
src_Intellectual-Movement_1071,src_Politician_2647
src_Field-of-Knowledge_2093,src_Liturgical-Object_4624
src_Political-Symbol_2103,src_Functionary_2560
src_Sculptor_4523,src_Fictional-Person_28
src_Party_1548,src_Trade-Association_3786
src_Other-Religious-Person_2577,src_Election_337
src_Governmental-Organisation_3568,src_Animal_1149
src_Jurist_2240,src_Artistic-Movement_3939
src_Geographer_2798,src_National-Symbol_2525
src_Location-Part-Relation_4671,src_Entertainer_1490
src_Party_4381,src_Governmental-Organisation_3829
src_War_3757,src_Pollution_1584
src_Location_3924,src_VicodiOI_1310
src_Foreign-Minister_4234,src_Economic-Enterprise_3506
src_Economic-Process_4231,src_Stereotype-Group_4375
src_Symbol_2122,src_Architect_4836
src_Social-Stratum_1200,src_Scientific-Instrument_2059
src_Stereotype-Group_1497,src_Professor_3575
src_Animal_1246,src_Event_2904
src_Politician_1311,src_Structure_445
src_Role_3153,src_Board_4308
src_League_3548,src_Religious-Ideology_1024
src_Minister_491,src_Building_2400
src_Settlement_3421,src_Train_2344
src_Artist_2680,src_War_4526
src_Jurist_4933,src_Cathedral_4756
src_Period_3862,src_Monastery_1397
src_Head-of-Government_3100,src_Time-Dependent-Relation_4837
src_Psychologist_2189,src_Minister_3481
src_Cathedral_4163,src_Life-Event_2104
src_Publisher_832,src_War_2517
src_Intra-State-Group_1397,src_Emperor_2466
src_Artistic-Movement_1146,src_Role_890
src_Head-of-State_128,src_Fictional-Event_4515
src_Intra-State-Group_2826,src_Cultural-Agreement_151
src_Language_3185,src_Economist_4262
src_Time-Dependent-Relation_1142,src_Abstract-Notion_3233
src_Religious-Symbol_587,src_Newspaper_2853
src_Economic-Enterprise_4387,src_Other-Religious-Leader_9
src_Leader_1752,src_Pastime_4742
src_Work-of-Art_99,src_Publisher_1323
src_Entertainer_581,src_Monastery_3458
src_Board_84,src_Geographer_4723
src_Publisher_3586,src_Painting_3194
src_Book_4432,src_Vehicle_335
src_VicodiOI_4359,src_Armament_4474
src_Work-of-Art_1319,src_Ritual_2593
src_Fictional-Event_3080,src_Location-Part-Relation_4360
src_Political-Region_4374,src_Clothing_1532
src_Movement_2386,src_Film-Maker_1196
src_Actor_282,src_Military-Unit_1060
src_Structure_4707,src_Leader_2535
src_Badge_3109,src_Pastime_1144
src_Economic-Symbol_1949,src_Commodity_549
src_Religious-Community_1400,src_Criminal_4337
src_Scientist_850,src_Geographical-Feature_2797
src_Geographical-Region_1735,src_National-Symbol_3018
src_Disease_4625,src_Musician_173
src_Emperor_1744,src_Secular-Ideology_1575
src_Badge_3855,src_Fictional-Person_776
src_Cultural-Agreement_643,src_Commodity_4472
src_Event_3111,src_Politician_498
src_Entertainer_3802,src_Secular-Ideology_4685
src_Political-Symbol_4314,src_Management-Organisation_568
src_Trial_1826,src_Population-Movement_3265
src_Functionary_4519,src_Religious-Symbol_1993
src_Time-Dependent_2696,src_Head-of-Government_4656
src_Location-Part-Relation_1948,src_Symbol_2377
src_University_1973,src_Foreign-Minister_1250
src_Philanthropist_1922,src_Secular-Leader_1995
src_Philanthropist_3858,src_Military-Unit_3976
src_Pollution_3180,src_Person_2972
src_International-Alliance_3212,src_Badge_2028
src_Economic-Organisation_2376,src_Trade-Association_909
src_Illness_4560,src_Measurable-Trend_3219
src_Badge_2772,src_Ecclesiarch_4639
src_Geographical-Region_623,src_Armament_3091
src_Settlement_4625,src_Prince_3222
src_Religious-Movement_1443,src_Intellectual-Construct_2183
src_Other-Religious-Person_867,src_Party_783
src_Painter_888,src_Church_1744
src_Pollution_4807,src_Emperor_4403
src_International-Organisation_347,src_Environment_2515
src_Train_2044,src_Structure_708
src_Management-Organisation_1790,src_Sportsman_1159
src_Measurable-Trend_4210,src_Ethnic-Group_3653
src_Measurable-Trend_3089,src_Actor_493
src_International-Organisation_3749,src_King_4332
src_Religious-Ideology_2290,src_Ritual_4440
src_Object_4105,src_Organisation_3233
src_Trial_2830,src_Musician_1573
src_TemporalInterval_2951,src_TemporalInterval_4862
src_Conductor_2541,src_Stereotype-Group_3529
src_Building_1927,src_Ideology_2390
src_Board_2609,src_Religious-Order_2055
src_Abbey_340,src_Organisation_4840
src_Creator_4847,src_Business-Leader_4529
src_Population-Movement_1955,src_Structure_1266
src_Geographical-Region_3892,src_Conceptual-Object_4428
src_Film-Maker_3251,src_Other-Religious-Person_1624
src_Disaster_2176,src_Natural-Object_1102
src_Journal_2173,src_Party_4084
src_Political-Symbol_446,src_Category_977
src_Cleric_4589,src_Actor_4141
src_Magnate_3657,src_Scientific-Instrument_3231
src_Uprising_1470,src_Pollution_4778
src_Educational-Organisation_3521,src_Settlement_4861
src_Religious-Movement_3570,src_VicodiOI_2030
src_Other-Religious-Leader_4163,src_Treaty_2818
src_Building_792,src_War_235
src_Abbey_2356,src_Trial_3727
src_Philosopher_3987,src_Treaty_4768
src_Person-Role_439,src_Disease_3342
src_Train_2633,src_Water_1141
src_Musician_1337,src_Geographical-Discovery_516
src_Writing_4433,src_Meeting_2508
src_Military-Unit_939,src_Political-Region_3072
src_Scandal_387,src_Writing_4311
src_Military-Organisation_592,src_Party_548
src_Other-Religious-Leader_3387,src_Dynasty_318
src_Sportsman_2466,src_Scandal_4689
src_Election_4695,src_Disaster_1840
src_Economic-Enterprise_1000,src_Food_3764
src_Theologian_1252,src_Treaty_4550
src_Cathedral_4059,src_Cultural-Agreement_3565
src_Philanthropist_2172,src_Trial_1421
src_Symbol_228,src_War_2516
src_Intra-State-Group_274,src_Pastime_3466
src_Politician_1432,src_Creator_4116
src_Legislation_1163,src_Period-in-Office_949
src_Theologian_803,src_Clothing_66
src_Location-Part-Relation_1406,src_Religious-Movement_3224
src_Pastime_736,src_Individual_1277
src_TemporalInterval_4413,src_Meeting_1807
src_Scientific-Instrument_702,src_Other-Religious-Person_3077
src_Building_3978,src_Pollution_1032
src_Sculpture_132,src_Trades-Union_1565
src_Dramaturge_4466,src_Creator_1058
src_Psychologist_1197,src_Fictional-Person_3074
src_Physician_924,src_Structure_2959
src_Entertainer_2484,src_Organisation_4523
src_Intellectual-Construct_1067,src_Pope_659
src_Non-Military-Conflict_1266,src_Field-of-Knowledge_3049
src_Religious-Leader_4055,src_Person-Role_3988
src_Saint_1642,src_University_1086
src_Philanthropist_2120,src_Sculptor_1818
src_Ideology_1619,src_Leader_3176
src_Work-of-Art_3787,src_Jurist_4870
src_Social-Group_4877,src_Meeting_1212
src_Cathedral_3769,src_Geographical-Region_4980
src_Abbey_1930,src_Intra-State-Group_4581
src_Idea_3551,src_Composer_3571
src_Object_3750,src_Professor_380
src_Board_2296,src_Uprising_2953
src_Individual_3968,src_Pamphlet_1431
src_Art-Form_3124,src_Time-Dependent-Relation_1361
src_Scientific-Instrument_222,src_Economic-Enterprise_52
src_VicodiOI_3605,src_Idea_3534
src_Sculpture_2516,src_Dynasty_4516
src_Religious-Movement_4660,src_Political-Region_575
src_Time-Dependent-Relation_2101,src_Structure_3658
src_University_2248,src_Crime_715
src_Geographical-Feature_256,src_Time_2355
src_National-Symbol_3158,src_Artefact_2676
src_Geographical-Region_404,src_Pastime_3422
src_Clothing_2585,src_Economic-Symbol_4389
src_Train_3131,src_Legislation_4411
src_Intellectual-Movement_2267,src_Time-Dependent-Relation_758
src_Painter_74,src_Art-Form_4637
src_Psychologist_1538,src_Astronaut_1908
src_Secular-Ideology_3263,src_Church_3450
src_Business-Leader_1268,src_Train_3963
src_Religious-Movement_4945,src_Illness_215
src_Management-Organisation_3554,src_Diplomat_942
src_Time_3571,src_Cultural-Organisation_3206
src_Musician_3248,src_International-Organisation_2882
src_Pamphlet_489,src_Building_3673
src_Prince_4891,src_Architect_2305
src_Dancer_4601,src_Dramaturge_1406
src_Political-Symbol_3505,src_Management-Organisation_4290
src_Church-Reformer_1123,src_Intellectual-Movement_2506
src_Cultural-Agreement_3452,src_Crime_3651
src_Painting_2393,src_Board_64
src_Armament_2703,src_Cultural-Organisation_3409
src_Representative-Institution_1751,src_Cultural-Organisation_2601
src_Flavour_4030,src_Fictional-Event_52
src_Intellectual-Movement_4435,src_Writing_4931
src_Trades-Unionist_242,src_Jurist_2934
src_Artefact_1470,src_Business-Leader_2605
src_Newspaper_2170,src_Philosopher_1738
src_Church_2608,src_Emperor_3646
src_Philosopher_2715,src_Physician_183
src_Person_3239,src_Pope_866
src_Head-of-Government_3729,src_Movement_107
src_Religious-Symbol_4016,src_Uprising_2495
src_League_2555,src_Trial_2210
src_Representative-Institution_2508,src_Book_3113
src_City_842,src_Artistic-Style_590
src_Monastery_4348,src_Ship_4660
src_Ecclesiarch_1281,src_Ideology_1814
src_Fictional-Event_4477,src_Abbey_3152
src_Intra-State-Group_2126,src_City_3657
src_Geographical-Region_1229,src_Church-Reformer_1276
src_Person-Role_2799,src_Sportsman_1225
src_Author_3051,src_Period_4133
src_Functionary_2886,src_VicodiOI_2651
src_Settlement_4154,src_Religious-Community_2957
src_Cultural-Agreement_4581,src_Clerical-Leader_4715
src_Religious-Community_3678,src_Political-Symbol_1134
src_Natural-Object_1738,src_Discoverer_994
src_Religious-Symbol_3540,src_Liturgical-Object_502
src_Natural-Object_924,src_Period-in-Office_1177
src_Conductor_2910,src_Art-Form_363
src_Art-Form_4491,src_Painter_909
src_Functionary_3933,src_Economic-Organisation_1278
src_Geographer_1843,src_Water_1771
src_Organisation_1412,src_Cleric_1329
src_Animal_2977,src_Public-Oration_194
src_Sultan_1259,src_Period_2347
src_Political-Symbol_2268,src_Musician_2790
src_Astronaut_2113,src_Religious-Practice_3864
src_Building_3389,src_Vehicle_1808
src_Foreign-Minister_1545,src_Governmental-Organisation_171
src_Artistic-Movement_4367,src_TemporalInterval_2712
src_Election_13,src_Non-Military-Conflict_2877
src_Pastime_2287,src_Fictional-Person_3302
src_Philosopher_4014,src_Astronaut_2332
src_Sportsman_4748,src_Ethnic-Group_2850
src_Architect_4873,src_Piece-of-Music_4959
src_Educational-Organisation_1935,src_Meeting_1169
src_Prince_4706,src_National-Symbol_95
src_Other-Religious-Person_252,src_Secular-Movement_3840
src_Location_4453,src_Location_1957
src_Measurable-Trend_623,src_Politician_2912
src_Economic-Process_2127,src_Trade-Association_824
src_Stereotype-Group_3879,src_Book_2634
src_Object_2017,src_VicodiOI_2038
src_Other-Religious-Person_2670,src_Conceptual-Object_1827
src_Minister_3813,src_Individual_1055
src_Educational-Organisation_4359,src_War_4982
src_Abstract-Notion_3006,src_Diplomat_1550
src_Economic-Organisation_3846,src_Art-Form_2614
src_Actor_812,src_Religious-Community_377
src_Management-Organisation_3947,src_Trades-Unionist_963
src_Secular-Leader_2637,src_Sculpture_4902
src_Philanthropist_478,src_Pamphlet_4689
src_TemporalInterval_4845,src_Philanthropist_1710
src_Magnate_1140,src_Vehicle_263
src_Intellectual-Construct_2230,src_Ethnic-Group_1476
src_Relic_3864,src_University_1067
src_Pollution_2368,src_City_2948
src_Commodity_2546,src_Time-Dependent-Relation_1976
src_Intra-State-Group_4610,src_Political-Symbol_1078
src_Religious-Order_3043,src_International-Alliance_1105
src_International-Organisation_4430,src_Professor_3314
src_Technical-Scientific-Advance_2702,src_Philanthropist_701
src_Sculptor_2128,src_Location_4722
src_Environment_3041,src_War_4403
src_Discoverer_3495,src_Ritual_949
src_University_3977,src_Abbey_4173
src_Theologian_275,src_Religious-Organisation_2016
src_Object_201,src_Population-Movement_4590
src_King_2692,src_Structure_2052
src_Pope_2043,src_Pastime_4678
src_National-Symbol_1449,src_FuzzyTemporalInterval_2573
src_Liturgical-Object_4764,src_Village_1322
src_Secular-Ideology_1558,src_Work-of-Art_1935
src_Religious-Order_68,src_Disaster_1598
src_Legislation_580,src_Conceptual-Object_3737
src_International-Alliance_3067,src_Scandal_93
src_Pollution_964,src_Party_531
src_Secular-Movement_3805,src_Social-Stratum_2524
src_Theologian_1004,src_Church_4801
src_Work-of-Art_2943,src_Scientist_2580
src_Intellectual-Movement_1368,src_Head-of-State_1735
src_Other-Religious-Person_1735,src_Economic-Organisation_2103
src_Trades-Unionist_201,src_Religious-Movement_3188
src_Religious-Organisation_3695,src_Criminal_2336
src_Jurist_521,src_Movement_1177
src_Train_4265,src_Time-Dependent_3573
src_Flavour_765,src_Country_9
src_Trades-Unionist_2404,src_Conceptual-Object_2102
src_Cleric_2273,src_Saint_544
src_Illness_2437,src_Social-Group_3292
src_Dramaturge_2071,src_Geographical-Feature_2686
src_National-Symbol_3278,src_Composer_2517
src_Painting_648,src_Idea_4195
src_Board_195,src_Politician_852
src_Diplomat_4448,src_Queen_3618
src_Jurist_1999,src_Animal_315
src_Population-Movement_4950,src_Clerical-Leader_1240
src_Cleric_3315,src_Cultural-Organisation_3658
src_Relic_4361,src_Discoverer_75
src_Cultural-Agreement_1303,src_Election_3134
src_Religious-Ideology_1907,src_Person-Role_2165
src_Geographical-Feature_4246,src_Sportsman_125
src_Other-Religious-Person_2057,src_Political-Region_4368
src_Professor_2262,src_Treaty_4926
src_Professor_4721,src_Geographical-Region_3489
src_Diplomat_4813,src_Journalist_44
src_Ecclesiarch_2563,src_Criminal_1022
src_Social-Stratum_2293,src_Social-Group_1713
src_Organisation_3208,src_Magnate_3522
src_Time-Dependent-Relation_2456,src_Leader_2524
src_Religious-Organisation_2085,src_Country_3334
src_Philanthropist_1988,src_Disease_1757
src_Village_3360,src_Time_4415
src_Professor_799,src_Psychologist_4894
src_Meeting_97,src_Inventor_812
src_Time-Dependent_2683,src_Flavour_1713
src_Philanthropist_1370,src_Food_4167
src_Trade-Association_4491,src_Food_2878
src_Painting_4911,src_Person_4297
src_Fictional-Event_36,src_Scandal_3827
src_Painter_4583,src_Fictional-Person_4655
src_Intra-State-Group_1060,src_Election_1588
src_Political-Symbol_1720,src_Natural-Object_849
src_Representative-Institution_3822,src_Film-Maker_2330
src_Uprising_22,src_Representative-Institution_2951
src_Artefact_1556,src_Badge_149
src_Economic-Organisation_1804,src_Time-Dependent-Relation_1492
src_Church_4987,src_Party_2389
src_National-Symbol_2616,src_Secular-Leader_1093
src_Economist_4946,src_Trades-Unionist_4154
src_International-Organisation_867,src_Functionary_1952
src_Relic_1570,src_National-Symbol_897
src_Person_871,src_Masonic-Lodge_2999
src_Pope_4871,src_Commodity_2351
src_Art-Form_4583,src_Pastime_1548
src_Time-Dependent-Relation_4604,src_Abbey_269
src_Film-Maker_3113,src_Building_1749
src_Badge_1491,src_Settlement_1828
src_Event_4391,src_Art-Form_1550
src_Philanthropist_4195,src_Landmark_648
src_Technical-Scientific-Advance_2953,src_Inventor_4203
src_Life-Event_1551,src_Artistic-Style_3975
src_Management-Organisation_3716,src_Publisher_1453
src_Fictional-Person_4101,src_Settlement_4865
src_Artefact_3893,src_Discoverer_4922
src_Journalist_4340,src_Functionary_823
src_Animal_1638,src_Minister_1183
src_Inventor_3756,src_Intellectual-Movement_4205
src_Measurable-Trend_328,src_Scandal_3311
src_Dynasty_4025,src_National-Symbol_4249
src_Book_1951,src_Sculpture_3283
src_Psychologist_4616,src_Discoverer_3979
src_Philosopher_865,src_Other-Religious-Leader_2096
src_Measurable-Trend_4632,src_National-Symbol_3517
src_Composer_3222,src_Location_4790
src_Scandal_4842,src_Economic-Organisation_4587
src_Pastime_737,src_Clerical-Leader_1134
src_Pastime_2257,src_Artist_3857
src_Military-Unit_3268,src_Food_625
src_Saint_4146,src_Philosopher_2537
src_Category_2296,src_Technical-Scientific-Advance_381
src_Time_2613,src_Event_932
src_Election_74,src_Landmark_960
src_Time-Dependent_2737,src_Settlement_2606
src_Creator_4590,src_Film-Maker_1940
src_Publisher_2083,src_Natural-Object_596
src_Religious-Practice_4256,src_Political-Region_4340
src_Ecclesiarch_2335,src_Food_2806
src_Magnate_4206,src_Settlement_1947
src_Book_4093,src_Disease_3847
src_Intellectual-Construct_3951,src_Animal_4073
src_Sculpture_4349,src_Social-Stratum_314
src_Religious-Practice_4110,src_Pollution_1727
src_Prince_667,src_Composer_3084
src_Entertainer_4734,src_Field-of-Knowledge_2311
src_Trial_1363,src_Political-Region_4831
src_Train_3295,src_Religious-Organisation_2599
src_Minister_3877,src_King_1386
src_Sportsman_4167,src_Cultural-Organisation_2644
